Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-23-2024_Slot1-270_5735.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-23-2024_Slot1-271_5736.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-23-2024_Slot1-272_5737.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-235_5745.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-236_5746.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-237_5747.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-238_5748.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-239_5749.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-273_5738.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-274_5739.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-275_5740.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-276_5741.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-277_5742.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-278_5743.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-279_5744.d
Q9NUI1	Q9NUI1	DECR2_HUMAN	DECR2	Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]	1790.2	925.154	1525.27	1793.61	1629.87				1641.06		1944.97	1031.13	1691.4		
Q9NUM4	Q9NUM4	T106B_HUMAN	TMEM106B	Transmembrane protein 106B	527.189	557.375		2127.14	301.967	1668.73					1124.05	1878.7	744.276		
Q9NUP9	Q9NUP9;O14910;Q9HAP6	LIN7C_HUMAN	LIN7C	Protein lin-7 homolog C		1490.06	876.418									832.435	672.116		
Q9NUQ6	Q9NUQ6	SPS2L_HUMAN	SPATS2L	SPATS2-like protein	899.305	842.209	606.942			1072.02						559.552			
Q9NUU7;Q9UMR2	Q9NUU7;Q9UMR2	DD19A_HUMAN;DD19B_HUMAN	DDX19A;DDX19B	ATP-dependent RNA helicase DDX19A	1632.47	1632.34	1496.01	1074.38		1745.14			2051.85			2242.02	2036.73		
Q9NV31	Q9NV31	IMP3_HUMAN	IMP3	U3 small nucleolar ribonucleoprotein protein IMP3	689.791	1133.67	919.386	693.218	1292.76	1079.18			1641.88		1411.93	1098.72	1632.52		
Q9NVA2	Q9NVA2	SEP11_HUMAN	SEPTIN11	Septin-11	1103.78	962.047	420.89			1594.71			890.632			945.25	1023.79		
Q9NVH1	Q9NVH1	DJC11_HUMAN	DNAJC11	DnaJ homolog subfamily C member 11	425.812		759.686	817.371	956.737	706.279			350.551		497.91	704.585	329.488		
Q9NVI7	Q9NVI7;Q5T9A4	ATD3A_HUMAN	ATAD3A	ATPase family AAA domain-containing protein 3A	3015.36	2839.29	3256.63	4668.16	4171.31	3850.86			3558.89		4040.82	2037.66	1810.15		
Q9NVJ2	Q9NVJ2	ARL8B_HUMAN	ARL8B	ADP-ribosylation factor-like protein 8B	3804.01	2442.09	1937.96	1843.57	1810.31	4538.1			1638.01		1886.46	4164.54	3672.85		
Q9NVP1	Q9NVP1	DDX18_HUMAN	DDX18	ATP-dependent RNA helicase DDX18	1630.89	2913.42	1382.28	1358.44	2256.33	1899.06			3075.6		2081.32	1613.11	1579.94		
Q9NVX2	Q9NVX2	NLE1_HUMAN	NLE1	Notchless protein homolog 1	1175.59	1787.77	897.092			1674.55			2333.61			1495.42	1772.52		
Q9NW13	Q9NW13	RBM28_HUMAN	RBM28	RNA-binding protein 28	1023.3	1345.25			1157.11	986.51			1179.71			930.817	723.413		
Q9NW82	Q9NW82	WDR70_HUMAN	WDR70	WD repeat-containing protein 70	685.328	1292.41										581.159	850.777		
Q9NWT1	Q9NWT1	PK1IP_HUMAN	PAK1IP1	p21-activated protein kinase-interacting protein 1	1069.71	1908.52	1085.79		1651.17	1320.89			1706.4		1235.26	1343.73	1295.04		
Q9NWV4	Q9NWV4	CZIB_HUMAN	CZIB	CXXC motif containing zinc binding protein	1500.07		1572.99			1056.97			1255.12			966.577	690.324		
Q9NWW5	Q9NWW5	CLN6_HUMAN	CLN6	Ceroid-lipofuscinosis neuronal protein 6	656.154	358.153	252.215	931.382	467.096	404.825						480.292			
Q9NX14	Q9NX14	NDUBB_HUMAN	NDUFB11	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	1750.97	1526.81	2329.64	2859.75	2966.15	2490.49			969.94		4313.49	947.097			
Q9NX24	Q9NX24	NHP2_HUMAN	NHP2	H/ACA ribonucleoprotein complex subunit 2	1228.52	2125.44	1734.44	1692.48	2205.16	1791.98			3235.82		1763.17	2197.18	1710.6		
Q9NX40	Q9NX40	OCAD1_HUMAN	OCIAD1	OCIA domain-containing protein 1	1183.07	1237.89	882.422	1819.36	1473.72	1289.19			800.326		1047.12	932.577	1027.48		
Q9NX46	Q9NX46	ADPRS_HUMAN	ADPRS	ADP-ribosylhydrolase ARH3	815.476		621.183			610.477			735.368			434.678	677.483		
Q9NX55	Q9NX55	HYPK_HUMAN	HYPK	Huntingtin-interacting protein K	1456	1252.84	609.572			2167.81			1283.69			631.003	841.48		
Q9NX58	Q9NX58	LYAR_HUMAN	LYAR	Cell growth-regulating nucleolar protein	1217.55	1219.54	516.207	928.798	1338.72	1167.82			1295.5		1996.25	826.499	1147.28		
Q9NX63	Q9NX63	MIC19_HUMAN	CHCHD3	MICOS complex subunit MIC19	2860	2827.95	3884.78	3571.87	4047.37	3461.84			1964.12		3297.39	2944.54	2799.57		
Q9NXH9	Q9NXH9	TRM1_HUMAN	TRMT1	tRNA (guanine(26)-N(2))-dimethyltransferase	1269.5	1782.15	789.957			1517.99			1639.75			1187.22	910.338		
Q9NY12	Q9NY12	GAR1_HUMAN	GAR1	H/ACA ribonucleoprotein complex subunit 1	1487.59	1076.28	1371.81	2335.14	2819.68	2124.4			2232.96		805.996	1600.32	2010.05		
Q9NY33	Q9NY33	DPP3_HUMAN	DPP3	Dipeptidyl peptidase 3	7546.52	4769.76	6966.28		1253.78	6063.24			7402.46			5899.69	8348.65	1790.54	3508.51
Q9NY93	Q9NY93	DDX56_HUMAN	DDX56	Probable ATP-dependent RNA helicase DDX56	1138.91	2305	1084.41	540.101	1201.77	1242.18			1832.89		1394.11	1385.86	1213.19		
Q9NYF8	Q9NYF8	BCLF1_HUMAN	BCLAF1	Bcl-2-associated transcription factor 1	2471.04	1726.63	2752.71		3461.99	1887.87			2719.43		3011.57	2787.71	2867.59		
Q9NYH9	Q9NYH9	UTP6_HUMAN	UTP6	U3 small nucleolar RNA-associated protein 6 homolog	1685.81	1772.04							259.711		852.068	536.151	327.242		
Q9NYK5	Q9NYK5	RM39_HUMAN	MRPL39	39S ribosomal protein L39, mitochondrial	706.829		690.519	913.213	658.312	364.711			617.348		776.952				
Q9NYL4	Q9NYL4	FKB11_HUMAN	FKBP11	Peptidyl-prolyl cis-trans isomerase FKBP11	1292.05	1470.54		3570.9		562.328			555.475		1664.65	1273.57	1087.69		
Q9NYL9	Q9NYL9	TMOD3_HUMAN	TMOD3	Tropomodulin-3	898.953	865.146	901.85	508.768	299.903	1400.19			953.505			1356.35	1237.63		
Q9NYU2	Q9NYU2	UGGG1_HUMAN	UGGT1	UDP-glucose:glycoprotein glucosyltransferase 1	1587.5	1201.24	917.353	1513.79		1003.36						749.328	1295.94		
Q9NZ01	Q9NZ01	TECR_HUMAN	TECR	Very-long-chain enoyl-CoA reductase	3802.22	1607.17	2425.78	3805.49	2442.26	2044.42			1462.93	1005.36	2662.95	1974.66	2140.89	1829.57	
Q9NZ08	Q9NZ08	ERAP1_HUMAN	ERAP1	Endoplasmic reticulum aminopeptidase 1	597.971		916.419			576.136				1005.06		742.375	1169.67	1245.01	
Q9NZ45	Q9NZ45	CISD1_HUMAN	CISD1	CDGSH iron-sulfur domain-containing protein 1		961.956	556.284	1799.04		526.744	715.897		1009.63		885.514	574.513			
Q9NZH8	Q9NZH8	IL36G_HUMAN	IL36G	Interleukin-36 gamma	847.625	1196.27		2296.25		535.097	1802.4		829.745		1003.56	455.274	759.625	2008	1738.14
Q9NZI8	Q9NZI8	IF2B1_HUMAN	IGF2BP1	Insulin-like growth factor 2 mRNA-binding protein 1	7897.82	6700.63	7474.94	4719.66	1550.91	8000.58	527.811		6092.07		1497.55	8472.65	7771.14	6130.68	
Q9NZJ7	Q9NZJ7	MTCH1_HUMAN	MTCH1	Mitochondrial carrier homolog 1			882.2		1299.41						1299.84	724.208	641.489		
Q9NZL4	Q9NZL4	HPBP1_HUMAN	HSPBP1	Hsp70-binding protein 1	2668.17	1962.02	1585.79	1195.44		1587.67			1079.42			1257.74	1066.87		
Q9NZL9	Q9NZL9	MAT2B_HUMAN	MAT2B	Methionine adenosyltransferase 2 subunit beta	1127.49	2536.93	1666.01			1138.48			1858.09			444.651	1142.55		
Q9NZM1	Q9NZM1	MYOF_HUMAN	MYOF	Myoferlin	1241.28	1831.52	1939.83	1622.4	1827.66	2161.09			1323.09		1803.11	950.062			
Q9NZT1	Q9NZT1	CALL5_HUMAN	CALML5	Calmodulin-like protein 5	29366.5	27320.9	23684.5	42854.6	22326.7	22400.1	61355		29388.2	63261.7	35220.6	19646	19908.9	84290.7	57388.2
Q9NZW5	Q14168;Q9NZW5	PALS2_HUMAN	PALS2	Protein PALS2	634.677	719.579	1332.54			853.625			460.893			569.136	486.964		
Q9P015	Q9P015	RM15_HUMAN	MRPL15	39S ribosomal protein L15, mitochondrial	803.685		1207.66	744.755	988.902				1247.12		749.238				
Q9P0I2	Q9P0I2	EMC3_HUMAN	EMC3	ER membrane protein complex subunit 3	201.201			1296.3	683.676						439.971	288.587	404.691		
Q9P0J0	Q9P0J0	NDUAD_HUMAN	NDUFA13	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	1805.28	878.929	1444.43	2487.3	1725.38	1638.7			1693.08		2223.4	1171.19	5129.73		
Q9P0L0	Q9P0L0	VAPA_HUMAN	VAPA	Vesicle-associated membrane protein-associated protein A	7619.34	5724.61	10479.1	8780.05	8406.56	5146.8			7831.89	1752.07	9040.69	8272.92	6286.36	5966.25	
Q9P0M6	Q9P0M6	H2AW_HUMAN	MACROH2A2	Core histone macro-H2A.2				873.788	244.085	680.402						333.085	999.971		
Q9P0M9	Q9P0M9	RM27_HUMAN	MRPL27	39S ribosomal protein L27, mitochondrial	748.292	798.216	1032.42		1040.22	728.777			534.596		1337.67	612.048			
Q9P0V9	Q9P0V9	SEP10_HUMAN	SEPTIN10	Septin-10	595.316	375.889	491.988			452.871						521.645			
Q9P1Y5	Q9P1Y5	CAMP3_HUMAN	CAMSAP3	Calmodulin-regulated spectrin-associated protein 3			496.676			750.452						609.198	886.311		
Q9P258	Q9P258	RCC2_HUMAN	RCC2	Protein RCC2	2797.97	1680.51	2867.35			4090.14			3454.01			1969.97	4368.15		
Q9P287	Q9P287	BCCIP_HUMAN	BCCIP	BRCA2 and CDKN1A-interacting protein	402.327	1539.82	822.271			533.778			973.047			947.546	1255.82		
Q9P289	Q9Y6E0;Q9P289	STK26_HUMAN	STK26	Serine/threonine-protein kinase 26	1380.9	1252.22	1537.19	1066.97		1483.55			1592.12			1770.54	1282.18		
Q9P2E9	Q9P2E9	RRBP1_HUMAN	RRBP1	Ribosome-binding protein 1	4251.66	5083.5	4956.98	3648.81	3339.97	2836.75	1544.81		3749.09	2274.76	4579.26	5247.56	5473.94	2555.09	
Q9P2J5	Q9P2J5	SYLC_HUMAN	LARS1	Leucine--tRNA ligase, cytoplasmic	1559.61	1249.76	1951.83	1225.3		1539.76			2125.43			1021.19	3497.29	1948.91	
Q9P2M7	Q9P2M7	CING_HUMAN	CGN	Cingulin	448											928.103	349.432		
Q9P2R3	Q9P2R3	ANFY1_HUMAN	ANKFY1	Rabankyrin-5	59.5535		635.583			297.234							413.41		
Q9P2R7	Q9P2R7	SUCB1_HUMAN	SUCLA2	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial				880.212	1071.47	1050.95			949.489			626.403	315.344		
Q9P2X0	Q9P2X0	DPM3_HUMAN	DPM3	Dolichol-phosphate mannosyltransferase subunit 3	560.6	607.918	755.411	1199.15	1808.39	1019.54					1503.31	1046.9	866.1		
Q9UBC2	Q9UBC2	EP15R_HUMAN	EPS15L1	Epidermal growth factor receptor substrate 15-like 1	730.533	1286.96	794.804			1434.07			478.322			1130.14	1083.16		
Q9UBE0	Q9UBE0	SAE1_HUMAN	SAE1	SUMO-activating enzyme subunit 1	7045.56	7712.34	5248.8			9156.41			5920	3007.69		7770.28	7450.07		
Q9UBI6	Q9UBI6	GBG12_HUMAN	GNG12	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12	969.538		1293.47	1190.63	1450.14	874.84	1054.48					681.272	952.802		
Q9UBM7	Q9UBM7	DHCR7_HUMAN	DHCR7	7-dehydrocholesterol reductase	3168.03	6757.65	2565.12	6115.01	6956.35	3859.22			3990.2		4849.79	4426.74	3494.7	2792.53	
Q9UBQ0	Q9UBQ0	VPS29_HUMAN	VPS29	Vacuolar protein sorting-associated protein 29	2908.79	1522.33	1999.5			890.811			1835.59			2335.56	1242.23	706.989	
Q9UBQ5	Q9UBQ5	EIF3K_HUMAN	EIF3K	Eukaryotic translation initiation factor 3 subunit K	1221.86	1873.41	1410.93	1090.58		1108.86			902.953			1466.17	1183.63		
Q9UBQ7	Q9UBQ7	GRHPR_HUMAN	GRHPR	Glyoxylate reductase/hydroxypyruvate reductase	4316.92	3080.46	4657.37			4681.2			3015.58			2702.07	6322.16		1724.87
Q9UBR2	Q9UBR2	CATZ_HUMAN	CTSZ	Cathepsin Z	284.088			1227.65		1016.97						1098.34	682.599		
Q9UBS4	Q9UBS4	DJB11_HUMAN	DNAJB11	DnaJ homolog subfamily B member 11	1780.57	969.158	1401.46	1604.12	909.511	2131.58			1174.29			1980.74	1365.33		
Q9UBT2	Q9UBT2	SAE2_HUMAN	UBA2	SUMO-activating enzyme subunit 2	4746.38	5198.1	4010.95	1985.67		5613.64			3648.24			5105.28	5543.38		
Q9UBU9	Q9UBU9	NXF1_HUMAN	NXF1	Nuclear RNA export factor 1	488.618		386.391		97.0904				431.73		686.81	391.534	680.087		
Q9UBX3	Q9UBX3	DIC_HUMAN	SLC25A10	Mitochondrial dicarboxylate carrier	1564.27	1576.33	2002.42	2154.8	1594.12	1073.35			1768.26		1575.5	1157.58	1745.17		
Q9UDW1	Q9UDW1	QCR9_HUMAN	UQCR10	Cytochrome b-c1 complex subunit 9	2460.35	2077.77	3004.68	3598.94	4107.08	3331.6			3315.01		3617.32	2086.04	516.867		
Q9UDY2	Q9UDY2	ZO2_HUMAN	TJP2	Tight junction protein ZO-2	3036.86	1770	1641.29	1720.83		2020.29			2242.43			1805.6	1856.67		
Q9UEE9	Q9UEE9	CFDP1_HUMAN	CFDP1	Craniofacial development protein 1	779.642	1000.19	1285.51			557.601			1086.91			1315.73	1352.08		
Q9UEY8	Q9UEY8	ADDG_HUMAN	ADD3	Gamma-adducin	1031.37	1299.47	1530.87	654.075	791.38	1348.04			907.219			575.068	912.761		
Q9UGI8	Q9UGI8	TES_HUMAN	TES	Testin	3440.69	2454.36	3911.03	747.955		2723.67			2303.76			4156.32	7215.02		
Q9UGP8	Q9UGP8	SEC63_HUMAN	SEC63	Translocation protein SEC63 homolog			359.724		320.115	1443.83			2025.96		900.705	637.602	540.849		
Q9UH62	Q9UH62	ARMX3_HUMAN	ARMCX3	Armadillo repeat-containing X-linked protein 3			525.003	1097.13	284.137						414.925		604.706		
Q9UH65	Q9UH65	SWP70_HUMAN	SWAP70	Switch-associated protein 70	633.612	576.329				634.077			496.957			636.365	415.655		
Q9UHA3	Q9UHA3	RLP24_HUMAN	RSL24D1	Probable ribosome biogenesis protein RLP24					635.156	582.302			1441.37			542.994	440.139		
Q9UHB6	Q9UHB6	LIMA1_HUMAN	LIMA1	LIM domain and actin-binding protein 1	776.718	1043.61	1926.7	768.001	1254.44	1317.36			1132.64	354.329	1448.91	1121.4	981.123		
Q9UHB9	Q9UHB9	SRP68_HUMAN	SRP68	Signal recognition particle subunit SRP68	1941.84	1563.87	1756.15	1533.99	1106.96	2385.75			1584.78			1862.18	2186.41		
Q9UHD1	Q9UHD1	CHRD1_HUMAN	CHORDC1	Cysteine and histidine-rich domain-containing protein 1		686.766	518.916			528.091			781.023			663.33	568.951		
Q9UHD8	Q9UHD8	SEPT9_HUMAN	SEPTIN9	Septin-9	3217.51	3860	3495.65	1542.2		3245.87			2692.74			3792.48	3702.08	2636.37	
Q9UHG3	Q9UHG3	PCYOX_HUMAN	PCYOX1	Prenylcysteine oxidase 1	237.869	1084.72		814.865	309.971	518.286						440.204	348.94		
Q9UHR4	Q9UHR4	BI2L1_HUMAN	BAIAP2L1	Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1	320.482	239.657	476.569	476.284		147.205						264.98			
Q9UHR5	Q9UHR5	S30BP_HUMAN	SAP30BP	SAP30-binding protein	453.259	897.326	737.548			909.491						586.096			
Q9UHV9	Q9UHV9	PFD2_HUMAN	PFDN2	Prefoldin subunit 2	1283.19	1806.21	1657.18			2702.08			2148.83			3355.75	2394.9		
Q9UHX1	Q9UHX1	PUF60_HUMAN	PUF60	Poly(U)-binding-splicing factor PUF60	1539.93	1600.44	1577.86		843.137	1381.04			1733.73			1444.04	1216.22		
Q9UHY7	Q9UHY7	ENOPH_HUMAN	ENOPH1	Enolase-phosphatase E1	2070.73	1943.35	2352.76	911.227		3099.42	783.292		2867.23			2282.35	2845.3	658.084	
Q9UI10	Q9UI10	EI2BD_HUMAN	EIF2B4	Translation initiation factor eIF-2B subunit delta	1366.69	900.039	920.883			1309.31			1205.6			991.75	1289.29	1585.03	
Q9UI12	Q9UI12	VATH_HUMAN	ATP6V1H	V-type proton ATPase subunit H	988.489	1378.34	1052.41	490.538	557.146	783.585						773.866	1260		
Q9UIA9	Q9UIA9	XPO7_HUMAN	XPO7	Exportin-7	1284.08	971.716	877.459			1160.9			1072.57				1081.43		
Q9UIG0	Q9UIG0	BAZ1B_HUMAN	BAZ1B	Tyrosine-protein kinase BAZ1B		1957.99	616.937	1911.89	1105.01	1761.03			1462.4		2322.11	1493.67	1439.01		
Q9UII2	Q9UII2	ATIF1_HUMAN	ATP5IF1	ATPase inhibitor, mitochondrial	1123.36	1550.62	4945.64	4917.88	4598.83	2439.6			2840.75		3718.08	1610.43	1433.27		
Q9UIJ7	Q9UIJ7	KAD3_HUMAN	AK3	GTP:AMP phosphotransferase AK3, mitochondrial	1175.39		1562.75	1877.78	1322.66	3692.42						1573.94	872.2		
Q9UJ70	Q9UJ70	NAGK_HUMAN	NAGK	N-acetyl-D-glucosamine kinase	806.648	975.181	583.232	486.887		1115.08			850.673	764.589		778.835	609.687		
Q9UJ83	Q9UJ83	HACL1_HUMAN	HACL1	2-hydroxyacyl-CoA lyase 1	707.282	824.815			938.712						1108.67	778.57	840.331		
Q9UJS0	Q9UJS0	CMC2_HUMAN	SLC25A13	Calcium-binding mitochondrial carrier protein Aralar2	3293.51	2329.61	4185.07	5452.72	5414.8	3550.48			2151.38		5173.11	5433.92	3196.22	2607.34	
Q9UJU6	Q9UJU6	DBNL_HUMAN	DBNL	Drebrin-like protein	1402.63	3285.7	2593.18			2300.05			2857.09			2874.12	2444.56		
Q9UJW0	Q9UJW0	DCTN4_HUMAN	DCTN4	Dynactin subunit 4	459.291	434.398	574.98	259.362		847.878			347.444			391.294	500.031		
Q9UJZ1	Q9UJZ1	STML2_HUMAN	STOML2	Stomatin-like protein 2, mitochondrial	4212.74	4496.76	4493.77	4436.04	4931.38	3894.78			3242.27		4123.11	4640.77	3358.98	902.082	
Q9UK59	Q9UK59	DBR1_HUMAN	DBR1	Lariat debranching enzyme		1177.59	800.491			1973.9			1524.68			783.305	1373.67		
Q9UK76	Q9UK76	JUPI1_HUMAN	JPT1	Jupiter microtubule associated homolog 1	1976.4	1036.37	2029.16			1824.47			1086.04			778.705	808.245		
Q9UKD2	Q9UKD2	MRT4_HUMAN	MRTO4	mRNA turnover protein 4 homolog	1480.95	1809.3	1502.35		795.813	2042.85			2142.51			1406.59	1186.56		
Q9UKK9	Q9UKK9	NUDT5_HUMAN	NUDT5	ADP-sugar pyrophosphatase	1578.33	1396.01	1368.55			1212.62			1392.63			1557.87	1258.2		1184.85
Q9UKM9	Q9UKM9	RALY_HUMAN	RALY	RNA-binding protein Raly	5979.39	5059.1	5739.09	2767.4	7755.94	6593.98			8364.97		7387.85	5269.15	5278.2		1126.46
Q9UKS6	Q9UKS6	PACN3_HUMAN	PACSIN3	Protein kinase C and casein kinase substrate in neurons protein 3		757.737	396.136			470.788			805.466				800.491		
Q9UKV3	Q9UKV3	ACINU_HUMAN	ACIN1	Apoptotic chromatin condensation inducer in the nucleus	2315.81	1992.37	2084.61	1699.59	3216.86	2689.53			2497.04		2140.13	2272.37	2220.26		
Q9UKX7	Q9UKX7	NUP50_HUMAN	NUP50	Nuclear pore complex protein Nup50	842.946	1424.13	896.005		1709.56	1048.25			1674.1		1686.59	1155.89	1035.19		
Q9UKY7	Q9UKY7	CDV3_HUMAN	CDV3	Protein CDV3 homolog	4752.83	6667.14	4357.94			6867.03			4255.61		844.215	6999.7	6128.58		
Q9UL25	Q9UL25	RAB21_HUMAN	RAB21	Ras-related protein Rab-21	2256.27	2024.14	2508.23	1242.37	1412.09	1813.91			1406.32		1645.31	2203.94	1236.81		
Q9UL46	Q9UL46	PSME2_HUMAN	PSME2	Proteasome activator complex subunit 2	2879.44	2700.26	1465.57	1740.52		2374.77			3794.46			2038.27	3360.49		
Q9UL63	Q9UL63	MKLN1_HUMAN	MKLN1	Muskelin	2515.21	2698.02	1850.11	5285.58	1982.66				2134.87	9012.1	2876.14	1699.93	2082.6	11527.4	
Q9ULC4	Q9ULC4	MCTS1_HUMAN	MCTS1	Malignant T-cell-amplified sequence 1	2679.42	3294.93	2067.27			2480.57			4919.44			2736.06	2880.98		
Q9ULC5	Q9ULC5;Q9UKU0	ACSL5_HUMAN	ACSL5	Long-chain-fatty-acid--CoA ligase 5	811.531	3343	1626.83	1350.92	2001.61				842.723			1313.92	3571.29		
Q9ULR0	Q9ULR0	ISY1_HUMAN	ISY1	Pre-mRNA-splicing factor ISY1 homolog		461.718	658.747		524.956							706.66	447.895		
Q9ULV4	Q9ULV4	COR1C_HUMAN	CORO1C	Coronin-1C	1147.74	1379.47	1440.08	1613.89		1005.29			1508.2			1097.85	940.45		
Q9ULW0	Q9ULW0	TPX2_HUMAN	TPX2	Targeting protein for Xklp2					890.798								692.006		
Q9ULX3	Q9ULX3	NOB1_HUMAN	NOB1	RNA-binding protein NOB1	713.992	477.34	1687.31						789.984			479.219	447.462		
Q9ULX6	Q9ULX6	AKP8L_HUMAN	AKAP8L	A-kinase anchor protein 8-like		1198.25	627.602			876.037						1312.98			
Q9UM00	Q9UM00	TMCO1_HUMAN	TMCO1	Calcium load-activated calcium channel	4202.08	6303.58	5861.77	10555.4	6007.84	5433.17			4482.37	3182.36	5100.51	6861.78	5857.06	3452.92	
Q9UM54	Q9UM54	MYO6_HUMAN	MYO6	Unconventional myosin-VI	1169.43		716.374	595.964	895.713	712.603			946.023			841.584	1331.09		
Q9UMS4	Q9UMS4	PRP19_HUMAN	PRPF19	Pre-mRNA-processing factor 19	6574.75	11867.2	7969.14	2365.24	5931.21	12213.4			13420.7		4784.53	6688.71	6467.36	2262.6	
Q9UMX0	Q9UMX0	UBQL1_HUMAN	UBQLN1	Ubiquilin-1	3556.15	2519.05	2204.69		594.619	2096.84			1208.2			2418.42	1478.72		
Q9UMY1	Q9UMY1	NOL7_HUMAN	NOL7	Nucleolar protein 7	739.995	942.005	722.375	341.051	830.47	784.586			1160.29		659.483		740.243		
Q9UN81	Q9UN81	LORF1_HUMAN	L1RE1	LINE-1 retrotransposable element ORF1 protein	1095.31		823.097						634.112		241.55	883.048	851.307		
Q9UN86	Q9UN86	G3BP2_HUMAN	G3BP2	Ras GTPase-activating protein-binding protein 2	1312.47	1268.5	1279.69	644.557		995.329			764.973			1068.86	699.936		
Q9UNE7	Q9UNE7	CHIP_HUMAN	STUB1	E3 ubiquitin-protein ligase CHIP	270.815	536.983										502.43			
Q9UNF0	Q9UNF0	PACN2_HUMAN	PACSIN2	Protein kinase C and casein kinase substrate in neurons protein 2	3717.85	3352.99	3738.3	2444.89		3201.5			2448.51			3474.66	4331.44		
Q9UNL2	Q9UNL2	SSRG_HUMAN	SSR3	Translocon-associated protein subunit gamma	1988.14	2047.29	2282.34	1768.97	1841.15	1571.47			1285.01		2701.59	1975.34	1953.65	1504.15	
Q9UNM6	Q9UNM6	PSD13_HUMAN	PSMD13	26S proteasome non-ATPase regulatory subunit 13	2505.06	2290.36	2364.75	1343.33	654.984	2197.75			2485.98			2301.42	2358.2	1042.17	
Q9UNQ0	Q9UNQ0	ABCG2_HUMAN	ABCG2	Broad substrate specificity ATP-binding cassette transporter ABCG2	284.296	685.333	1498.22		1094.64	313.014					1028.14				
Q9UNQ2	Q9UNQ2	DIM1_HUMAN	DIMT1	Probable dimethyladenosine transferase	620.071	603.762			687.557	827.051			1611.78			484.675	442.606		
Q9UNZ2	Q9UNZ2	NSF1C_HUMAN	NSFL1C	NSFL1 cofactor p47	2619.55	2210.67	2328.37			2523.12			2947.88			3562.15	1721.58		
Q9UQ35	Q9UQ35	SRRM2_HUMAN	SRRM2	Serine/arginine repetitive matrix protein 2	2695.16	2963.05	2962.04	861.427	4822.78	2499.09			2767.33		1008.8	2914.41	2774.42		
Q9UQ80	Q9UQ80	PA2G4_HUMAN	PA2G4	Proliferation-associated protein 2G4	14700.2	15990.3	12611.4	3616.76		15468.9	2636.81		18344	2315.98	2666.12	14448	13071.8	7530.26	2009.69
Q9UQE7	Q9UQE7	SMC3_HUMAN	SMC3	Structural maintenance of chromosomes protein 3	969.824	940.751	1019.62	913.911	848.973	1154.58			1007.67		1064.64	1038.79	1040.44		
Q9UQN3	Q9UQN3	CHM2B_HUMAN	CHMP2B	Charged multivesicular body protein 2b		564.872	817.109	779.394		1092.48			1055.36				890.09		
Q9Y221	Q9Y221	NIP7_HUMAN	NIP7	60S ribosome subunit biogenesis protein NIP7 homolog	1594.14	3040.62	1122.74		2016.18	1188.32			2610.71		2084.99	1997.37	1000.37		
Q9Y224	Q9Y224	RTRAF_HUMAN	RTRAF	RNA transcription, translation and transport factor protein	1627.26	1346.89	2045.82			1884.4						1510.02	1485.62		
Q9Y230	Q9Y230	RUVB2_HUMAN	RUVBL2	RuvB-like 2	8177.55	5921.4	5693.18	3800.4	2071.27	7549.68			8532.26		2016.39	7279.39	6905.67	1547.54	
Q9Y262	Q9Y262	EIF3L_HUMAN	EIF3L	Eukaryotic translation initiation factor 3 subunit L	2487.36	3349.14	2784.9	2264.6		2876.09			2935.6			3593.53	2331.66	2007.66	
Q9Y263	Q9Y263	PLAP_HUMAN	PLAA	Phospholipase A-2-activating protein	544.082	1102.5	885.145			791.381			1174.81			736.682	689.551		
