Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250pg_DIA_2-25-2024_Slot2-94_3888.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250pg_DIA_2-28-2024_Slot2-94_3955.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250pg_DIA_2-28-2024_Slot2-94_3959.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250pg_DIA_2-28-2024_Slot2-94_3968.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250pg_DIA_2-29-2024_Slot2-94_3994.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250pg_DIA_3-2-2024_Slot2-94_4032.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250pg_DIA_3-3-2024_Slot2-94_4061.d
Q9NZZ3	Q9NZZ3	CHMP5_HUMAN	CHMP5	Charged multivesicular body protein 5	1040.62	982.893			578.376		947.164
Q9P000	Q9P000	COMD9_HUMAN	COMMD9	COMM domain-containing protein 9		502.394		328.039	348.804	290.653	116.259
Q9P013	Q9P013	CWC15_HUMAN	CWC15	Spliceosome-associated protein CWC15 homolog		317.142		902.362	466.514	320.68	
Q9P015	Q9P015	RM15_HUMAN	MRPL15	39S ribosomal protein L15, mitochondrial	672.207	414.503	942.184	583.35	939.064	709.818	590.522
Q9P016	Q9P016	THYN1_HUMAN	THYN1	Thymocyte nuclear protein 1		703.999					
Q9P021	Q9P021	CRIPT_HUMAN	CRIPT	Cysteine-rich PDZ-binding protein		439.637		625.751		847.166	479.672
Q9P032	Q9P032	NDUF4_HUMAN	NDUFAF4	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4	327.292	270.849					329.995
Q9P035	Q9P035	HACD3_HUMAN	HACD3	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3	426.403	441.565		738.643	576.729	394.449	
Q9P0I2	Q9P0I2	EMC3_HUMAN	EMC3	ER membrane protein complex subunit 3	415.025	482.404		542.92	393.226	351.034	
Q9P0J0	Q9P0J0	NDUAD_HUMAN	NDUFA13	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	285.63	950.019			718.045	839.276	
Q9P0K7	Q9P0K7	RAI14_HUMAN	RAI14	Ankycorbin	754.739	855.193		1088.24	762.959	927.32	781.592
Q9P0L0	Q9P0L0	VAPA_HUMAN	VAPA	Vesicle-associated membrane protein-associated protein A	1829.65	1839.62	2187.55	2007.6	1916.69	2147.97	1902.06
Q9P0M9	Q9P0M9	RM27_HUMAN	MRPL27	39S ribosomal protein L27, mitochondrial	382.814	482.813		782.346	813.825	503.925	
Q9P0R6	Q9P0R6	GSKIP_HUMAN	GSKIP	GSK3B-interacting protein	326.794	401.527			501.263	452.546	
Q9P0S9	Q9P0S9	TM14C_HUMAN	TMEM14C	Transmembrane protein 14C				331.539	319.026		535.351
Q9P0U1	Q9P0U1	TOM7_HUMAN	TOMM7	Mitochondrial import receptor subunit TOM7 homolog	1382.14	950.331		1289.8	1147.02	1240.59	1404.67
Q9P0V3	Q9P0V3	SH3B4_HUMAN	SH3BP4	SH3 domain-binding protein 4	609.853	763.932	2002.46	856.979	700.821	772.761	987.6
Q9P0V9	Q9P0V9	SEP10_HUMAN	SEPTIN10	Septin-10	374.074			577.48	258.244	816.402	144.28
Q9P206	Q9P206	K1522_HUMAN	KIAA1522	Uncharacterized protein KIAA1522	1024.06	1144.54	922.228	784.016	1350.01	2251.07	
Q9P209	Q9P209	CEP72_HUMAN	CEP72	Centrosomal protein of 72 kDa		230.756					
Q9P258	Q9P258	RCC2_HUMAN	RCC2	Protein RCC2	2547.02	2594.78	2211.35	2795.26	2536.17	2292.28	2584.14
Q9P265	Q9P265	DIP2B_HUMAN	DIP2B	Disco-interacting protein 2 homolog B	277.685	340.362		133.509	121.757		
Q9P287	Q9P287	BCCIP_HUMAN	BCCIP	BRCA2 and CDKN1A-interacting protein	939.986	657.511	2884.91	707.774	1059.44	888.728	587.046
Q9P289	Q9Y6E0;Q9P289;O00506	STK26_HUMAN	STK26	Serine/threonine-protein kinase 26	869.91	960.977		897.531	1087.92	974.282	1118.75
Q9P2B2	Q9P2B2	FPRP_HUMAN	PTGFRN	Prostaglandin F2 receptor negative regulator	557.402	602.51		778.788	696.479	463.525	524.904
Q9P2B4	Q9P2B4	CT2NL_HUMAN	CTTNBP2NL	CTTNBP2 N-terminal-like protein	151.863	263.648		165.49	459.941		184.862
Q9P2D7	Q9P2D7	DYH1_HUMAN	DNAH1	Dynein axonemal heavy chain 1		1101.07			1266.28	1296.75	968.717
Q9P2E9	Q9P2E9	RRBP1_HUMAN	RRBP1	Ribosome-binding protein 1	1121.96	1250.82	2277.65	1213.37	1288.23	1180.96	1160.28
Q9P2I0	Q9P2I0	CPSF2_HUMAN	CPSF2	Cleavage and polyadenylation specificity factor subunit 2	452.767	825.864		495.719	569.788	544.592	
Q9P2J5	Q9P2J5	SYLC_HUMAN	LARS1	Leucine--tRNA ligase, cytoplasmic	2326.61	2088.34	2824.76	2214.37	2090.07	2268.21	2010.68
Q9P2N5	Q9P2N5	RBM27_HUMAN	RBM27	RNA-binding protein 27		585.282			357.618		670.895
Q9P2N7	Q9P2N7;Q9P2J3	KLH13_HUMAN	KLHL13	Kelch-like protein 13	418.927	463.744					
Q9P2R3	Q9P2R3	ANFY1_HUMAN	ANKFY1	Rabankyrin-5	493.983	559.696			129.427		378.281
Q9P2R7	Q9P2R7	SUCB1_HUMAN	SUCLA2	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	583.927	532.489		518.202	446.03	817.521	657.972
Q9P2X0	Q9P2X0	DPM3_HUMAN	DPM3	Dolichol-phosphate mannosyltransferase subunit 3	851.829	1089.09		952.99		890.957	682.881
Q9UBB4	Q9UBB4	ATX10_HUMAN	ATXN10	Ataxin-10	1826.63	1875.09		1762.47	1887.06	2380.3	1462.15
Q9UBB5	Q9UBB5	MBD2_HUMAN	MBD2	Methyl-CpG-binding domain protein 2		611.581			400.572		
Q9UBB6	Q9UBB6	NCDN_HUMAN	NCDN	Neurochondrin	235.526			247.475	60.8227		
Q9UBC2	Q9UBC2	EP15R_HUMAN	EPS15L1	Epidermal growth factor receptor substrate 15-like 1	554.474	590.984		517.233	532.863		701.269
Q9UBD5	Q9UBD5	ORC3_HUMAN	ORC3	Origin recognition complex subunit 3	226.234	311.56				325.214	
Q9UBE0	Q9UBE0	SAE1_HUMAN	SAE1	SUMO-activating enzyme subunit 1	906.151	1148.08	1016.01	1012.86	1068.27	1029.14	1252.31
Q9UBG0	Q9UBG0	MRC2_HUMAN	MRC2	C-type mannose receptor 2		401.205			481.637	530.742	121.595
Q9UBI1	Q9UBI1	COMD3_HUMAN	COMMD3	COMM domain-containing protein 3	476.681	161.441		582.772		309.578	307.714
Q9UBI6	Q9UBI6	GBG12_HUMAN	GNG12	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12	1901.45	1828.74	3045.9	2001.69	1713.16	1832.57	2257.87
Q9UBK8	Q9UBK8	MTRR_HUMAN	MTRR	Methionine synthase reductase	375.179	232.093		315.667	462.521	320.961	511.686
Q9UBL3	Q9UBL3	ASH2L_HUMAN	ASH2L	Set1/Ash2 histone methyltransferase complex subunit ASH2				229.298			
Q9UBM7	Q9UBM7	DHCR7_HUMAN	DHCR7	7-dehydrocholesterol reductase	1846.98	1911.47	2304.6	1994.1	2041.48	1408.9	1554.83
Q9UBP6	Q9UBP6	TRMB_HUMAN	METTL1	tRNA (guanine-N(7)-)-methyltransferase	610.961			425.095			
Q9UBQ0	Q9UBQ0	VPS29_HUMAN	VPS29	Vacuolar protein sorting-associated protein 29	1313.96	1260.85		1512.18	1090.56	1810.28	1180.05
Q9UBQ5	Q9UBQ5	EIF3K_HUMAN	EIF3K	Eukaryotic translation initiation factor 3 subunit K	1055.78	1197.18	1413.47	1048.75	1057.91	1004.15	1017.52
Q9UBQ7	Q9UBQ7	GRHPR_HUMAN	GRHPR	Glyoxylate reductase/hydroxypyruvate reductase	1302.41	1353.9	3539.9	1284.36	1409.13	1548.22	1202.38
Q9UBR2	Q9UBR2	CATZ_HUMAN	CTSZ	Cathepsin Z	2396.49	2319.85	1549.54	2673.7	2303.28	2014.76	2371.23
Q9UBS4	Q9UBS4	DJB11_HUMAN	DNAJB11	DnaJ homolog subfamily B member 11	1310.29	977.968	627.38	1613.05	1134.54	1336.63	1298.31
Q9UBT2	Q9UBT2	SAE2_HUMAN	UBA2	SUMO-activating enzyme subunit 2	1206.07	1139.06	1539.15	1041.57	1297.95	1031.51	1073.96
Q9UBU8	Q9UBU8	MO4L1_HUMAN	MORF4L1	Mortality factor 4-like protein 1	358.503	361.67		380.088	284.147	733.825	380.272
Q9UBU9	Q9UBU9	NXF1_HUMAN	NXF1	Nuclear RNA export factor 1	777.097	745.99		667.247	654.643	574.125	615.527
Q9UBV8	Q9UBV8	PEF1_HUMAN	PEF1	Peflin	451.303	436.922		358.876	921.158	600.27	509.606
Q9UBW8	Q9UBW8	CSN7A_HUMAN	COPS7A	COP9 signalosome complex subunit 7a	496.51	535.399		344.23	407.897	602.728	590.779
Q9UBX3	Q9UBX3	DIC_HUMAN	SLC25A10	Mitochondrial dicarboxylate carrier	804.377	887.715		923.804	1159.51	679.868	1327.32
Q9UDR5	Q9UDR5	AASS_HUMAN	AASS	Alpha-aminoadipic semialdehyde synthase, mitochondrial	271.45			354.722	470.716		
Q9UDW1	Q9UDW1	QCR9_HUMAN	UQCR10	Cytochrome b-c1 complex subunit 9	1243.98	739.428		940.324	1231.36	1028.88	1290.57
Q9UDY2	Q9UDY2	ZO2_HUMAN	TJP2	Tight junction protein ZO-2				670.321		511.39	475.769
Q9UDY4	Q9UDY4	DNJB4_HUMAN	DNAJB4	DnaJ homolog subfamily B member 4	1669.87	1313.89	1854.35	1333.88	1335.57	1666.86	1096.58
Q9UEE9	Q9UEE9	CFDP1_HUMAN	CFDP1	Craniofacial development protein 1	422.29	642.305		714.182	380.43	947.393	532.638
Q9UEY8	Q9UEY8	ADDG_HUMAN	ADD3	Gamma-adducin		390.148		373.264			
Q9UFC0	Q9UFC0	LRWD1_HUMAN	LRWD1	Leucine-rich repeat and WD repeat-containing protein 1	389.4	192.803			341.458		
Q9UFN0	Q9UFN0	NPS3A_HUMAN	NIPSNAP3A	Protein NipSnap homolog 3A				246.594		298.318	
Q9UFW8	Q9UFW8	CGBP1_HUMAN	CGGBP1	CGG triplet repeat-binding protein 1	252.695	309.423		480.687	457.71		198.455
Q9UG63	Q9UG63	ABCF2_HUMAN	ABCF2	ATP-binding cassette sub-family F member 2	872.993	948.376		780.624	739.604	836.794	786.896
Q9UGI8	Q9UGI8	TES_HUMAN	TES	Testin	2022.41	1817.59	1894.75	1754.01	1716.08	2192.63	1557.01
Q9UGJ1	Q9UGJ1	GCP4_HUMAN	TUBGCP4	Gamma-tubulin complex component 4	273.112					212.076	344.128
Q9UGM6	Q9UGM6	SYWM_HUMAN	WARS2	Tryptophan--tRNA ligase, mitochondrial		242.52				234.365	
Q9UGP8	Q9UGP8	SEC63_HUMAN	SEC63	Translocation protein SEC63 homolog	513.811	496.445	607.626	494.738	585.566	471.417	379.124
Q9UGV2	Q9UGV2	NDRG3_HUMAN	NDRG3	Protein NDRG3	809.404	676.676	2368.6	949.799	962.528	629.482	952.928
Q9UH62	Q9UH62	ARMX3_HUMAN	ARMCX3	Armadillo repeat-containing X-linked protein 3	598.92	424.281		555.216	439.992	499.654	366.352
Q9UH65	Q9UH65	SWP70_HUMAN	SWAP70	Switch-associated protein 70	759.503	611.128		591.419	746.481	633.354	519.253
Q9UH99	Q9UH99	SUN2_HUMAN	SUN2	SUN domain-containing protein 2	208.054	505.953		605.83	510.659	241.295	
Q9UHA3	Q9UHA3	RLP24_HUMAN	RSL24D1	Probable ribosome biogenesis protein RLP24		247.34		537.661	236.255	260.99	274.491
Q9UHA4	Q9UHA4	LTOR3_HUMAN	LAMTOR3	Ragulator complex protein LAMTOR3	430.468	518.501			383.264	384.422	217.637
Q9UHB6	Q9UHB6	LIMA1_HUMAN	LIMA1	LIM domain and actin-binding protein 1	1983.05	1741.03	1846.67	1739.36	1866.4	1881.58	1896.36
Q9UHB7	Q9UHB7	AFF4_HUMAN	AFF4	AF4/FMR2 family member 4		1038.14			1142.15		
Q9UHB9	Q9UHB9	SRP68_HUMAN	SRP68	Signal recognition particle subunit SRP68	956.572	911.552	2178.26	1062.78	913.995	1148.02	1100.53
Q9UHD1	Q9UHD1	CHRD1_HUMAN	CHORDC1	Cysteine and histidine-rich domain-containing protein 1	1107.12	989.705	2231.04	968.105	1096.43	797.2	918.405
Q9UHD2	Q9UHD2	TBK1_HUMAN	TBK1	Serine/threonine-protein kinase TBK1							277.686
Q9UHD8	Q9UHD8	SEPT9_HUMAN	SEPTIN9	Septin-9	1782.86	1644.44	2328.3	1625.83	1345.32	1348.76	1492.44
Q9UHD9	Q9UHD9	UBQL2_HUMAN	UBQLN2	Ubiquilin-2	580.336	445.306		146.137	371.083	421.315	421.268
Q9UHG3	Q9UHG3	PCYOX_HUMAN	PCYOX1	Prenylcysteine oxidase 1	783.079	801.661		1087.57	1091.32	862.085	573.584
Q9UHI6	Q9UHI6	DDX20_HUMAN	DDX20	Probable ATP-dependent RNA helicase DDX20	444.353	454.694		411.168	306.321		507.409
Q9UHJ6	Q9UHJ6	SHPK_HUMAN	SHPK	Sedoheptulokinase	241.04						
Q9UHL4	Q9UHL4	DPP2_HUMAN	DPP7	Dipeptidyl peptidase 2	617.632	752.068		657.662	1060.35	1044.91	982.831
Q9UHQ9	Q9UHQ9	NB5R1_HUMAN	CYB5R1	NADH-cytochrome b5 reductase 1	830.328	785.975	904.745	715.46	885.179	749.412	908.354
Q9UHR5	Q9UHR5	S30BP_HUMAN	SAP30BP	SAP30-binding protein	268.886		752.187	492.061	463.106	297.789	384.243
Q9UHR6	Q9UHR6	ZNHI2_HUMAN	ZNHIT2	Zinc finger HIT domain-containing protein 2	292.983	149.33		517.365	199.065		386.114
Q9UHV9	Q9UHV9	PFD2_HUMAN	PFDN2	Prefoldin subunit 2	2292.42	2410.51	1691.5	2294.02	2389.54	2838.84	2820.49
Q9UHX1	Q9UHX1	PUF60_HUMAN	PUF60	Poly(U)-binding-splicing factor PUF60	1203.05	1085.88	1490.41	1193.29	1077.6	1308.94	1385.12
Q9UHY7	Q9UHY7	ENOPH_HUMAN	ENOPH1	Enolase-phosphatase E1	421.922	569.775	746.653	576.592	201.646	610.278	872.222
Q9UI09	Q9UI09	NDUAC_HUMAN	NDUFA12	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12	267.102	360.174			386.856		264.149
Q9UI10	Q9UI10	EI2BD_HUMAN	EIF2B4	Translation initiation factor eIF-2B subunit delta	393.015	567.54		398.631	618.19	383.502	349.878
Q9UI12	Q9UI12	VATH_HUMAN	ATP6V1H	V-type proton ATPase subunit H	436.967	354.015		252.127	508.752	658.764	665.774
Q9UI14	Q9UI14	PRAF1_HUMAN	RABAC1	Prenylated Rab acceptor protein 1	635.35	737.045		852.518	717.837	666.669	848.306
Q9UI26	Q9UI26	IPO11_HUMAN	IPO11	Importin-11		312.59			479.578		
Q9UI30	Q9UI30	TR112_HUMAN	TRMT112	Multifunctional methyltransferase subunit TRM112-like protein	1527.88	1830.79	1963.17	1646.63	1203.81	1663.68	1611.97
Q9UIA9	Q9UIA9	XPO7_HUMAN	XPO7	Exportin-7	561.667	535.765		636.598	541.264	582.876	416.291
Q9UIC8	Q9UIC8	LCMT1_HUMAN	LCMT1	Leucine carboxyl methyltransferase 1	240.554	667.539		323.773		552.639	1017.59
Q9UID3	Q9UID3	VPS51_HUMAN	VPS51	Vacuolar protein sorting-associated protein 51 homolog	368.68	267.527				438.043	
Q9UIG0	Q9UIG0	BAZ1B_HUMAN	BAZ1B	Tyrosine-protein kinase BAZ1B	828.482	744.739		977.76	752.584	849.894	848.02
Q9UII2	Q9UII2	ATIF1_HUMAN	ATP5IF1	ATPase inhibitor, mitochondrial	3002.75	2331.09	3032.64	3073.18	2635.58	2494.88	2824.86
Q9UIJ7	Q9UIJ7	KAD3_HUMAN	AK3	GTP:AMP phosphotransferase AK3, mitochondrial	1275.99	1162.88	907.124	1162.7	1395.84	1293.37	1008.46
Q9UIQ6	Q9UIQ6	LCAP_HUMAN	LNPEP	Leucyl-cystinyl aminopeptidase	391.104	538.568		475.886	442.923	521.712	590.541
Q9UIV1	Q9UIV1	CNOT7_HUMAN	CNOT7	CCR4-NOT transcription complex subunit 7		141.732			145.416		
Q9UJ41	Q9UJ41	RABX5_HUMAN	RABGEF1	Rab5 GDP/GTP exchange factor				403.009	185.816		
Q9UJ70	Q9UJ70	NAGK_HUMAN	NAGK	N-acetyl-D-glucosamine kinase	460.444	679.797		1048.83	304.001	486.001	619.075
Q9UJ83	Q9UJ83	HACL1_HUMAN	HACL1	2-hydroxyacyl-CoA lyase 1	90.4778			365.214			182.031
Q9UJS0	Q9UJS0	CMC2_HUMAN	SLC25A13	Calcium-binding mitochondrial carrier protein Aralar2	1858.84	1770.02	3320.95	1766.52	1785.49	1856.92	1781.29
Q9UJU6	Q9UJU6	DBNL_HUMAN	DBNL	Drebrin-like protein	642.549	563.816	1416.69	958.268	878.923	837.819	864.532
Q9UJV9	Q9UJV9	DDX41_HUMAN	DDX41	Probable ATP-dependent RNA helicase DDX41		340.365					
Q9UJW0	Q9UJW0	DCTN4_HUMAN	DCTN4	Dynactin subunit 4	312.151	436.819		352.278	230.69		
Q9UJX3	Q9UJX3	APC7_HUMAN	ANAPC7	Anaphase-promoting complex subunit 7	416.286	214.098		207.286			545.712
Q9UJX5	Q9UJX5	APC4_HUMAN	ANAPC4	Anaphase-promoting complex subunit 4	320.33				245.224	230.515	515.612
Q9UJY1	Q9UJY1	HSPB8_HUMAN	HSPB8	Heat shock protein beta-8	768.324	1309.13		1193.59	1071.16	1122.83	1107.42
Q9UJZ1	Q9UJZ1	STML2_HUMAN	STOML2	Stomatin-like protein 2, mitochondrial	1237.35	1246.41	1764.44	1200.85	1131.57	1660.04	1255.07
Q9UK45	Q9UK45	LSM7_HUMAN	LSM7	U6 snRNA-associated Sm-like protein LSm7	674.548	828.217		603.493	859.329		838.586
Q9UK76	Q9UK76	JUPI1_HUMAN	JPT1	Jupiter microtubule associated homolog 1	1512.49	695.961	1347.89	1014.06	1237.1	1016.91	1506.79
Q9UKD2	Q9UKD2	MRT4_HUMAN	MRTO4	mRNA turnover protein 4 homolog	862.882	880.08		626.028	807.412	651.858	976.305
Q9UKF6	Q9UKF6	CPSF3_HUMAN	CPSF3	Cleavage and polyadenylation specificity factor subunit 3	629.905	389.63	797.451	627.611	785.363		374.392
Q9UKG1	Q9UKG1	DP13A_HUMAN	APPL1	DCC-interacting protein 13-alpha	280.114			183.482	521.612	824.863	376.875
Q9UKK9	Q9UKK9	NUDT5_HUMAN	NUDT5	ADP-sugar pyrophosphatase	1595.55	1912.8	2068.38	2176.83	1935.49	1836.8	2094.45
Q9UKL0	Q9UKL0	RCOR1_HUMAN	RCOR1	REST corepressor 1	323.503						415.353
Q9UKM9	Q9UKM9	RALY_HUMAN	RALY	RNA-binding protein Raly	2282.63	2292.53	1918.77	2099.39	2654.3	2319.77	2240.52
Q9UKN8	Q9UKN8	TF3C4_HUMAN	GTF3C4	General transcription factor 3C polypeptide 4	307.471	500.185		636.619	337.488	663.047	
Q9UKS6	Q9UKS6	PACN3_HUMAN	PACSIN3	Protein kinase C and casein kinase substrate in neurons protein 3	931.974	728.956	216.716	1256.56	877.51	1063.36	1161.03
Q9UKV3	Q9UKV3	ACINU_HUMAN	ACIN1	Apoptotic chromatin condensation inducer in the nucleus	1055.35	1275.59	654.894	1489.24	1084.81	1218.7	1366.81
Q9UKV8	Q9UKV8	AGO2_HUMAN	AGO2	Protein argonaute-2	475.552	283.418			534.354	137.3	
Q9UKX5	Q9UKX5	ITA11_HUMAN	ITGA11	Integrin alpha-11	483.223	440.269	600.087	551.387	661.367	574.587	393.8
Q9UKX7	Q9UKX7	NUP50_HUMAN	NUP50	Nuclear pore complex protein Nup50	560.141	389.507		484.866	491.001	501.643	552.271
Q9UKY7	Q9UKY7	CDV3_HUMAN	CDV3	Protein CDV3 homolog	1269.58	1179.75		874.199	1296.12	916.127	1172.91
Q9UL25	Q9UL25	RAB21_HUMAN	RAB21	Ras-related protein Rab-21	599.908	667.278		726	403.118	623.213	627.086
Q9UL42	Q9UL42	PNMA2_HUMAN	PNMA2	Paraneoplastic antigen Ma2	365.434						
Q9UL46	Q9UL46	PSME2_HUMAN	PSME2	Proteasome activator complex subunit 2	639.991	694.069		475.674	544.333	646.285	441.159
Q9ULA0	Q9ULA0	DNPEP_HUMAN	DNPEP	Aspartyl aminopeptidase	439.378				404.326		306.221
Q9ULC3	Q9ULC3	RAB23_HUMAN	RAB23	Ras-related protein Rab-23	346.894	274.991		179.098			421.831
Q9ULC4	Q9ULC4	MCTS1_HUMAN	MCTS1	Malignant T-cell-amplified sequence 1	910.359	1004.3		931.86	883.702	885.279	867.457
Q9ULF5	Q9ULF5	S39AA_HUMAN	SLC39A10	Zinc transporter ZIP10		428.305		322.758			
Q9ULR0	Q9ULR0	ISY1_HUMAN	ISY1	Pre-mRNA-splicing factor ISY1 homolog	375.025	350.763		125.875	372.537		581.911
Q9ULT8	Q9ULT8	HECD1_HUMAN	HECTD1	E3 ubiquitin-protein ligase HECTD1	396.564	640.866					325.893
Q9ULV4	Q9ULV4	COR1C_HUMAN	CORO1C	Coronin-1C	1421.05	1695.03	1825.05	1571.29	1273.83	1625.15	1607.93
Q9ULW0	Q9ULW0	TPX2_HUMAN	TPX2	Targeting protein for Xklp2	1288.39	623.521		1208.27	990.566		316.145
Q9ULX3	Q9ULX3	NOB1_HUMAN	NOB1	RNA-binding protein NOB1	2510.95	3590.49		2796.51	4144.05	3611.92	3519.53
Q9ULX6	Q9ULX6	AKP8L_HUMAN	AKAP8L	A-kinase anchor protein 8-like	192.56	497.236		250.885		114.648	195.978
Q9UM00	Q9UM00	TMCO1_HUMAN	TMCO1	Calcium load-activated calcium channel	963.419	923.938		1163.21	1062.87	978.924	1098.52
Q9UM22	Q9UM22	EPDR1_HUMAN	EPDR1	Mammalian ependymin-related protein 1	352.816	830.232			298.045		466.802
Q9UMR5	Q9UMR5	PPT2_HUMAN	PPT2	Lysosomal thioesterase PPT2	463.71	307.553					496.136
Q9UMS0	Q9UMS0	NFU1_HUMAN	NFU1	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	414.514	501.304	618.65	440.283	491.523	362.335	713.818
Q9UMS4	Q9UMS4	PRP19_HUMAN	PRPF19	Pre-mRNA-processing factor 19	3419.22	2797.76	3064.02	3992.23	3993.28	3478.53	2493.82
Q9UMX0	Q9UMX0	UBQL1_HUMAN	UBQLN1	Ubiquilin-1	1580.15	1528.11	1457.5	1682.47	1781.75	1622.92	1513.5
Q9UMX5	Q9UMX5	NENF_HUMAN	NENF	Neudesin	862.849	821.574	1405.24	739.244	932.388	1140.99	919.45
Q9UMY1	Q9UMY1	NOL7_HUMAN	NOL7	Nucleolar protein 7	406.739	443.109		257.807		164.389	395.189
Q9UMY4	Q9UMY4	SNX12_HUMAN	SNX12	Sorting nexin-12	1386.24	1130.52		1174.55	975.519	1374.16	1292.15
Q9UN37	Q9UN37	VPS4A_HUMAN	VPS4A	Vacuolar protein sorting-associated protein 4A	513.956	289.775		437.847	710.598		
Q9UN86	Q9UN86	G3BP2_HUMAN	G3BP2	Ras GTPase-activating protein-binding protein 2	981.459	880.135	1254.58	1017.15	886.303	871.204	947.941
Q9UNE7	Q9UNE7	CHIP_HUMAN	STUB1	E3 ubiquitin-protein ligase CHIP	1113.53	736.011	2074.18	1142.21	1322.59	743.167	819.809
Q9UNF0	Q9UNF0	PACN2_HUMAN	PACSIN2	Protein kinase C and casein kinase substrate in neurons protein 2	683.034	1013.68		888.646	979.99	1307.38	955.904
Q9UNF1	Q9UNF1	MAGD2_HUMAN	MAGED2	Melanoma-associated antigen D2	1743.82	1631.81	1856.17	1220.59	1738.45	1747.62	1299.42
Q9UNH7	Q9UNH7	SNX6_HUMAN	SNX6	Sorting nexin-6	573.067	593.439		775.175	506.849	433.258	514.037
Q9UNI6	Q9UNI6	DUS12_HUMAN	DUSP12	Dual specificity protein phosphatase 12	33.1293			429.607	597.09		534.218
Q9UNK0	Q9UNK0	STX8_HUMAN	STX8	Syntaxin-8		214.989					
Q9UNL2	Q9UNL2	SSRG_HUMAN	SSR3	Translocon-associated protein subunit gamma	1423.56	1176.97		1042.78	1043.84	863.21	1141.22
Q9UNL4	Q9UNL4;Q8WYH8	ING4_HUMAN	ING4	Inhibitor of growth protein 4	144.673	93.0167		223.609			
Q9UNM6	Q9UNM6	PSD13_HUMAN	PSMD13	26S proteasome non-ATPase regulatory subunit 13	1433.44	1206.88	1930.23	1224.31	1176.26	1307.82	1245.12
Q9UNN5	Q9UNN5	FAF1_HUMAN	FAF1	FAS-associated factor 1	333.477	431.566		393.264	858.089	537.051	910.3
Q9UNN8	Q9UNN8	EPCR_HUMAN	PROCR	Endothelial protein C receptor	1239.3	982.81		1337.53	1036.49	687.181	949.665
Q9UNP9	Q9UNP9;P30405	PPIE_HUMAN	PPIE	Peptidyl-prolyl cis-trans isomerase E	539.776	1141.85		464.956	765.605		582.073
Q9UNQ2	Q9UNQ2	DIM1_HUMAN	DIMT1	Probable dimethyladenosine transferase	203.739	602.686			195.106		577.613
Q9UNS2	Q9UNS2	CSN3_HUMAN	COPS3	COP9 signalosome complex subunit 3	1214.42	1032.85	1967.06	855.837	989.42	932.049	798.63
Q9UNW1	Q9UNW1	MINP1_HUMAN	MINPP1	Multiple inositol polyphosphate phosphatase 1	409.717	339.137				334.335	277.386
Q9UNX3	Q9UNX3	RL26L_HUMAN	RPL26L1	60S ribosomal protein L26-like 1		280.302		536.61		304.024	
Q9UNX4	Q9UNX4	WDR3_HUMAN	WDR3	WD repeat-containing protein 3	458.639				342.198	429.442	
Q9UNZ2	Q9UNZ2	NSF1C_HUMAN	NSFL1C	NSFL1 cofactor p47	454.41	454.652		504.314	312.626	371.938	
Q9UNZ5	Q9UNZ5	L10K_HUMAN	C19orf53	Leydig cell tumor 10 kDa protein homolog		590.163		613.327	989.026	1369.45	835.116
Q9UP83	Q9UP83	COG5_HUMAN	COG5	Conserved oligomeric Golgi complex subunit 5				301.896			207.706
Q9UPN3	Q9UPN3	MACF1_HUMAN	MACF1	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5	671.647	400.264		395.832			302.558
Q9UPN7	Q9UPN7	PP6R1_HUMAN	PPP6R1	Serine/threonine-protein phosphatase 6 regulatory subunit 1	436.524					427.402	422.47
Q9UPQ0	Q9UPQ0	LIMC1_HUMAN	LIMCH1	LIM and calponin homology domains-containing protein 1	1274.08	1061.47	1214.76	1254.42	996.618	1238.79	1284.64
Q9UPT5	Q9UPT5	EXOC7_HUMAN	EXOC7	Exocyst complex component 7	249.23				555.887		
Q9UPT8	Q9UPT8	ZC3H4_HUMAN	ZC3H4	Zinc finger CCCH domain-containing protein 4	355.667	110.885					
Q9UPU5	Q9UPU5	UBP24_HUMAN	USP24	Ubiquitin carboxyl-terminal hydrolase 24		287.427					215.633
Q9UPY5	Q9UPY5	XCT_HUMAN	SLC7A11	Cystine/glutamate transporter	672.146	648.187		599.14	712.026	697.915	725.984
Q9UQ13	Q9UQ13	SHOC2_HUMAN	SHOC2	Leucine-rich repeat protein SHOC-2	270.968	337.579		454.345		321.705	353.997
