Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_229El1_SC_DIA_3-11-2024_Slot1-209_4256.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_229El1_SC_DIA_3-11-2024_Slot1-210_4257.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_229El1_SC_DIA_3-11-2024_Slot1-211_4258.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_229El1_SC_DIA_3-11-2024_Slot1-213_4260.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_229El1_SC_DIA_3-11-2024_Slot1-219_4267.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_229El1_SC_DIA_3-11-2024_Slot1-220_4268.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_229El1_SC_DIA_3-11-2024_Slot1-221_4269.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_229El1_SC_DIA_3-12-2024_Slot1-222_4289.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_control1_SC_DIA_3-10-2024_Slot1-52_4249.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_control1_SC_DIA_3-10-2024_Slot1-53_4250.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_control1_SC_DIA_3-10-2024_Slot1-54_4251.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_control1_SC_DIA_3-10-2024_Slot1-55_4252.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_control1_SC_DIA_3-10-2024_Slot1-56_4253.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_control1_SC_DIA_3-11-2024_Slot1-74_4264.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_control1_SC_DIA_3-11-2024_Slot1-75_4265.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_control1_SC_DIA_3-11-2024_Slot1-76_4266.d
Q9UBM7	Q9UBM7	DHCR7_HUMAN	DHCR7	7-dehydrocholesterol reductase		19911.7	30429.4	12631.9	25599		8566.26	34484.5	23398.9	11420.8	22579.4	10042.8	32291.8			
Q9UBP6	Q9UBP6	TRMB_HUMAN	METTL1	tRNA (guanine-N(7)-)-methyltransferase											26041.3					
Q9UBQ0	Q9UBQ0	VPS29_HUMAN	VPS29	Vacuolar protein sorting-associated protein 29			8133.36	34091.9	31358.2		37192.3	17351.7			25092.4		21024.9	27199.4		21287.7
Q9UBQ5	Q9UBQ5	EIF3K_HUMAN	EIF3K	Eukaryotic translation initiation factor 3 subunit K	19961.5			5466.25	12669.5								25912.1	8933.23		11407.6
Q9UBQ7	Q9UBQ7	GRHPR_HUMAN	GRHPR	Glyoxylate reductase/hydroxypyruvate reductase		11529.6		15533.2	27188.7	14095.2	11470.3		37515.6	22685.9	10689.2		14718.6		10297.4	
Q9UBR2	Q9UBR2	CATZ_HUMAN	CTSZ	Cathepsin Z		19099.1	34360.4	18961.1		5291.88	10373.6	16726.8		7597.04	25528.2	11535.4		9011.82		
Q9UBR5	Q9UBR5	CKLF_HUMAN	CKLF	Chemokine-like factor														8254.53		
Q9UBS4	Q9UBS4	DJB11_HUMAN	DNAJB11	DnaJ homolog subfamily B member 11	14003.3	23703.7	23941.6	16487.9	14016.7	12469.9	15098.9	16440.2		21634	16233.9	17830.9		14865		26574.6
Q9UBS8	Q9UBS8	RNF14_HUMAN	RNF14	E3 ubiquitin-protein ligase RNF14			6341.86	2290.86	4938.78				8136.48							
Q9UBT2	Q9UBT2	SAE2_HUMAN	UBA2	SUMO-activating enzyme subunit 2	26271.4	18835.8	22934.6	13769.9	20036.6	15930	23974	14928.8	15496.1	20889.8	12237.5	7450.64	28658.2	14021.9	17591.3	15285.6
Q9UBU6	Q9UBU6	FA8A1_HUMAN	FAM8A1	Protein FAM8A1				835.977												
Q9UBU9	Q9UBU9	NXF1_HUMAN	NXF1	Nuclear RNA export factor 1	7390.6									15963.9				10026.5		
Q9UBV2	Q9UBV2	SE1L1_HUMAN	SEL1L	Protein sel-1 homolog 1		3081.63	29110.9	1343.95								23043.4				
Q9UBV7	Q9UBV7	B4GT7_HUMAN	B4GALT7	"Beta-1,4-galactosyltransferase 7"				5021.1												
Q9UBW8	Q9UBW8	CSN7A_HUMAN	COPS7A	COP9 signalosome complex subunit 7a				11149.3	15025.8				24977.3					22551.3	16095.2	
Q9UBX3	Q9UBX3	DIC_HUMAN	SLC25A10	Mitochondrial dicarboxylate carrier		14145.4	3860.7	12488.8		9517.06								10420.3		
Q9UBY8	Q9UBY8	CLN8_HUMAN	CLN8	Protein CLN8			8204.91		8894.78											
Q9UDR5	Q9UDR5	AASS_HUMAN	AASS	"Alpha-aminoadipic semialdehyde synthase, mitochondrial"		18090.5	4876.54	22330.3	3498.22	138913				34460.4		34505.5		14854.1		
Q9UDT6	Q9UDT6	CLIP2_HUMAN	CLIP2	CAP-Gly domain-containing linker protein 2			10788.8	7607.07							15339.3					15906.2
Q9UDW1	Q9UDW1	QCR9_HUMAN	UQCR10	Cytochrome b-c1 complex subunit 9	8044.96	14894.7	27054.7	23866.8	13124.2	10661.5	12464.5									
Q9UDY2	Q9UDY2	ZO2_HUMAN	TJP2	Tight junction protein ZO-2	15832.7		8772.7	3409.5	15253.7	6964.62			17060.4							
Q9UDY4	Q9UDY4	DNJB4_HUMAN	DNAJB4	DnaJ homolog subfamily B member 4	10640	9438.95	6302.26	16846.2			29071.6	20233.8								
Q9UDY8	Q9UDY8	MALT1_HUMAN	MALT1	Mucosa-associated lymphoid tissue lymphoma translocation protein 1														9045.69		
Q9UEE9	Q9UEE9	CFDP1_HUMAN	CFDP1	Craniofacial development protein 1			2959.4							7366.45	14470.5			9044.42		
Q9UEW8	Q9UEW8	STK39_HUMAN	STK39	STE20/SPS1-related proline-alanine-rich protein kinase				14720.5			9265.91									
Q9UEY8	Q9UEY8	ADDG_HUMAN	ADD3	Gamma-adducin				5775.78			5930.23		14313.5		13951.6			8012.73		
Q9UFC0	Q9UFC0	LRWD1_HUMAN	LRWD1	Leucine-rich repeat and WD repeat-containing protein 1						69965.5										
Q9UFF9	Q9UFF9	CNOT8_HUMAN	CNOT8	CCR4-NOT transcription complex subunit 8					14212.9											
Q9UFN0	Q9BS92;Q9UFN0	NPS3A_HUMAN	NIPSNAP3A	Protein NipSnap homolog 3A			5796.18	4895.88						3120.98						
Q9UFW8	Q9UFW8	CGBP1_HUMAN	CGGBP1	CGG triplet repeat-binding protein 1				4510.36												
Q9UG63	Q9UG63	ABCF2_HUMAN	ABCF2	ATP-binding cassette sub-family F member 2	10103.8		29350.5	5726.49	11139.2	17629.3	24784.1	9390.55			15086.8		11557.3	17135.5		
Q9UGI8	Q9UGI8	TES_HUMAN	TES	Testin				15705.9	16199.9	7594.22	8693.27	8373.48						8560.99	18677.7	5158.74
Q9UGM6	Q9UGM6	SYWM_HUMAN	WARS2	"Tryptophan--tRNA ligase, mitochondrial"			3908.05	2316.23												
Q9UGP4	Q9UGP4	LIMD1_HUMAN	LIMD1	LIM domain-containing protein 1														6945.62		
Q9UGP8	Q9UGP8	SEC63_HUMAN	SEC63	Translocation protein SEC63 homolog				3719.67						6141.69				5096.82		
Q9UGR2	Q9UGR2	Z3H7B_HUMAN	ZC3H7B	Zinc finger CCCH domain-containing protein 7B				7626.1							10723.2					16171.7
Q9UGV2	Q9UGV2	NDRG3_HUMAN	NDRG3	Protein NDRG3				3758.06							8553.84					
Q9UH62	Q9UH62	ARMX3_HUMAN	ARMCX3	Armadillo repeat-containing X-linked protein 3			19238													
Q9UH65	Q9UH65	SWP70_HUMAN	SWAP70	Switch-associated protein 70		5944.81		6885.9	12800.5	15187.8										
Q9UH99	Q9UH99	SUN2_HUMAN	SUN2	SUN domain-containing protein 2		55748.8			53928.5					39842.3			125249	25741.7		
Q9UHB6	Q9UHB6	LIMA1_HUMAN	LIMA1	LIM domain and actin-binding protein 1		16219.8	11084	15671.8	16074.3	17255.1	24879.9	34903.6	17423.1	10411.3	37122.5			20841.5	19073.4	
Q9UHB9	Q9UHB9	SRP68_HUMAN	SRP68	Signal recognition particle subunit SRP68	11602.5		14235.8	15460.8	16685.5	9685.05	19480.8		12843.2	17098.7			20431.2	15371.7	14651.4	8154.37
Q9UHD1	Q9UHD1	CHRD1_HUMAN	CHORDC1	Cysteine and histidine-rich domain-containing protein 1	23945.1			17750.1	19853.4											
Q9UHD2	Q9UHD2	TBK1_HUMAN	TBK1	Serine/threonine-protein kinase TBK1				14992.9	7906.2								10122.9			
Q9UHD8	Q9UHD8	SEPT9_HUMAN	SEPTIN9	Septin-9	48911.1		16259.5	55029.3	49016.6	49029.5	50021.4	59501.3	61940.9	43446.6	78976.9		53473.4	65913.7	42838.5	60465.6
Q9UHG3	Q9UHG3	PCYOX_HUMAN	PCYOX1	Prenylcysteine oxidase 1	23124.5	23479.7	42712.7	30933.4	15684.1	31582.9	30296.5	22600.9	27181.4	33312.9	26768.6	26903.6		15987.4	16727.4	
Q9UHI6	Q9UHI6	DDX20_HUMAN	DDX20	Probable ATP-dependent RNA helicase DDX20	14892.7												22077.9	3787.5		
Q9UHJ6	Q9UHJ6	SHPK_HUMAN	SHPK	Sedoheptulokinase				6685.55												
Q9UHL4	Q9UHL4	DPP2_HUMAN	DPP7	Dipeptidyl peptidase 2				18498	103474		3783.99	15650				10580.4		15710.1		
Q9UHN6	Q9UHN6	CEIP2_HUMAN	CEMIP2	Cell surface hyaluronidase							12381									
Q9UHQ4	Q9UHQ4	BAP29_HUMAN	BCAP29	B-cell receptor-associated protein 29			13628.6	3074.05								6832.98				
Q9UHQ9	Q9UHQ9	NB5R1_HUMAN	CYB5R1	NADH-cytochrome b5 reductase 1		14012	16620.9	15700						9726.91		5446.14				
Q9UHR5	Q9UHR5	S30BP_HUMAN	SAP30BP	SAP30-binding protein			6724.98		6271.51						16481.9			15855.6	12451.2	
Q9UHR6	Q9UHR6	ZNHI2_HUMAN	ZNHIT2	Zinc finger HIT domain-containing protein 2				5183.03												
Q9UHV9	Q9UHV9	PFD2_HUMAN	PFDN2	Prefoldin subunit 2	11476.2	11450.5	7803.43	19888.5	16435.7	23015	41796.7	12144.6	13843.4	12485.4	13833.4			17081.7	30011.8	14416.5
Q9UHX1	Q9UHX1	PUF60_HUMAN	PUF60	Poly(U)-binding-splicing factor PUF60	12866.8	11354	13626.5	9688.41	13139.9	25073.3	16193.2	19282.5	20563	19139.6	13360	1916.76	36996.8	17730.1	18198.9	4678.94
Q9UHY1	Q9UHY1	NRBP_HUMAN	NRBP1	Nuclear receptor-binding protein	25094.6			10566.6										5794.96	53216.1	
Q9UHY7	Q9UHY7	ENOPH_HUMAN	ENOPH1	Enolase-phosphatase E1				10173.4	15908.6			8755.51	19656.2							7362.81
Q9UI09	Q9UI09	NDUAC_HUMAN	NDUFA12	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12			17983.9	14432.7			5551									17715.8
Q9UI10	Q9UI10	EI2BD_HUMAN	EIF2B4	Translation initiation factor eIF-2B subunit delta				7632.27	14526.6	14227.6	4288.44	12447.1	7653.87		16145.2			10402		14102.8
Q9UI12	Q9UI12	VATH_HUMAN	ATP6V1H	V-type proton ATPase subunit H		4137.11	7414.79	8842.09	21348.4		10874.1	14373.4		19406.2	14410.4			9974.5	19877	
Q9UI14	Q9UI14	PRAF1_HUMAN	RABAC1	Prenylated Rab acceptor protein 1			22731.7					7588.64								
Q9UI32	Q9UI32	GLSL_HUMAN	GLS2	"Glutaminase liver isoform, mitochondrial"	24532.8		25445.1			23871.6	25207.7			18040.8				30247.3	16197.7	
Q9UI42	Q9UI42	CBPA4_HUMAN	CPA4	Carboxypeptidase A4	12211.2		15064.1	5276.53	32003	9173.31	25024.9	18612.4		4703.04	23114.2	16932.2	19319.6	8284.29	15813.1	9989.59
Q9UIA9	Q9UIA9	XPO7_HUMAN	XPO7	Exportin-7			9086.65	8640.64	13507.6				33010.1							
Q9UIC8	Q9UIC8	LCMT1_HUMAN	LCMT1	Leucine carboxyl methyltransferase 1				6185.97												8823.93
Q9UID3	Q9UID3	VPS51_HUMAN	VPS51	Vacuolar protein sorting-associated protein 51 homolog								29976.9						9325.32		
Q9UIG0	Q9UIG0	BAZ1B_HUMAN	BAZ1B	Tyrosine-protein kinase BAZ1B		11486.5				26455					14579			36941.3		
Q9UII2	Q9UII2	ATIF1_HUMAN	ATP5IF1	"ATPase inhibitor, mitochondrial"	2287.57	26752.7	43324.2	31683.3	2633.98	15451.5	9767.44		32343.6	31307.8	27289.3	30800		7672.27	19688.3	
Q9UII4	Q9UII4	HERC5_HUMAN	HERC5	E3 ISG15--protein ligase HERC5						6745.58										
Q9UIJ7	Q9UIJ7	KAD3_HUMAN	AK3	"GTP:AMP phosphotransferase AK3, mitochondrial"		21265.7	24096.6	22616.5			7855.73				16939.8	16444.4	21285	21869.5		
Q9UIQ6	Q9UIQ6	LCAP_HUMAN	LNPEP	Leucyl-cystinyl aminopeptidase		9844.31	11296.5	13573.1	10480.4	14415.3	14961.2	11188.5	23110.1	19691.9	17608	25057.3		14157.9		13539.9
Q9UIV1	Q9UIV1	CNOT7_HUMAN	CNOT7	CCR4-NOT transcription complex subunit 7														8876.58		
Q9UIW2	Q9UIW2;O75051;P51805;Q9HCM2	PLXA1_HUMAN	PLXNA1	Plexin-A1		36441.8	24847.1	19972.9				39289.6		19369.8				19112.1	12793.6	37399
Q9UJ41	Q9UJ41	RABX5_HUMAN	RABGEF1	Rab5 GDP/GTP exchange factor			11550.3	7277.16			20465.5	53041.4								
Q9UJ68	Q9UJ68	MSRA_HUMAN	MSRA	Mitochondrial peptide methionine sulfoxide reductase				5703.6	7659.72				8212.91					8957.87		
Q9UJ70	Q9UJ70	NAGK_HUMAN	NAGK	N-acetyl-D-glucosamine kinase	26831.2	15572.5	16752.3	28216.9	42067.6	21252.8	33502	26122.7	31815.1	23919.7	23408.6		22559.2	23429.6	26879.9	34448.1
Q9UJ83	Q9UJ83	HACL1_HUMAN	HACL1	2-hydroxyacyl-CoA lyase 1							5572.59									
Q9UJF2	Q9UJF2	NGAP_HUMAN	RASAL2	Ras GTPase-activating protein nGAP										11591.2						
Q9UJS0	Q9UJS0	CMC2_HUMAN	SLC25A13	Calcium-binding mitochondrial carrier protein Aralar2		17294.8	19355.5	10577.1	11366.2	35185.4	24819	11908	7475.3	14722.1	15313.1	15471.7		11077.5	35880.3	
Q9UJU6	Q9UJU6	DBNL_HUMAN	DBNL	Drebrin-like protein	21239.1		69456.3	18645		4196.08	74556.9	13573.9	9007.95	5498.9	33471.3			16584.6	23759	41035.5
Q9UJV9	Q9UJV9	DDX41_HUMAN	DDX41	Probable ATP-dependent RNA helicase DDX41			6321.31											4499.41		
Q9UJW0	Q9UJW0	DCTN4_HUMAN	DCTN4	Dynactin subunit 4			12297.5	4918.4	22868.6		19146.4							8124.79		
Q9UJX2	Q9UJX2	CDC23_HUMAN	CDC23	Cell division cycle protein 23 homolog				6940.25						18974.8				6028.62		
Q9UJX3	Q9UJX3	APC7_HUMAN	ANAPC7	Anaphase-promoting complex subunit 7									6278.49							
Q9UJZ1	Q9UJZ1	STML2_HUMAN	STOML2	"Stomatin-like protein 2, mitochondrial"	13635.5	15649.4	12157.7	9186.81		9821.86	15803.3	2379.12	14437.7	23118.4	10537.7	29891.7	19269.5	9490.72		6760.52
Q9UK41	Q9UK41	VPS28_HUMAN	VPS28	Vacuolar protein sorting-associated protein 28 homolog				13540.2												
Q9UK45	Q9UK45	LSM7_HUMAN	LSM7	U6 snRNA-associated Sm-like protein LSm7				3870.26												
Q9UK59	Q9UK59	DBR1_HUMAN	DBR1	Lariat debranching enzyme				2719.21		5374.19			12848.7							
Q9UK76	Q9UK76	JUPI1_HUMAN	JPT1	Jupiter microtubule associated homolog 1	20533.9		5242.88	25163.1	30116.8	3081.08	38813.6	39221.5	16991.1	21016.7	11841.2		31915.9	18851.3	32031.6	22793.3
Q9UKD2	Q9UKD2	MRT4_HUMAN	MRTO4	mRNA turnover protein 4 homolog	20616.8	8750.3	3106.01	6460.46	6470.07	23699.2	6885.69			7411.93				15593.4	13889.9	
Q9UKF6	Q9UKF6	CPSF3_HUMAN	CPSF3	Cleavage and polyadenylation specificity factor subunit 3					17590.6											32616.9
Q9UKG1	Q9UKG1	DP13A_HUMAN	APPL1	DCC-interacting protein 13-alpha				5452.13					40224.9							
Q9UKJ5	Q9UKJ5	CHIC2_HUMAN	CHIC2	Cysteine-rich hydrophobic domain-containing protein 2					7070.73											
Q9UKK3	Q9UKK3	PARP4_HUMAN	PARP4	Protein mono-ADP-ribosyltransferase PARP4			4932.09	12003.8	11917.6	7822.71		77856.8	15700	11841.2	10264.8			7952.79		13474.8
Q9UKK9	Q9UKK9	NUDT5_HUMAN	NUDT5	ADP-sugar pyrophosphatase	24882.1		12767.1	9455.3	18082	9730.97	14829.9	21765.1	22405.5	15502.4	22859.2			13667.4	20716.8	15951.2
Q9UKL0	Q9UKL0	RCOR1_HUMAN	RCOR1	REST corepressor 1				2031.12									9956.76			
Q9UKM9	Q9UKM9	RALY_HUMAN	RALY	RNA-binding protein Raly	33979	75168.4	44766.9	49896.7	29005.9	42083.5	34609.8	34823.1	47757	48495.8	40913.9	73869.8	33075.4	58018.6	21789	43582.1
Q9UKS6	Q9UKS6	PACN3_HUMAN	PACSIN3	Protein kinase C and casein kinase substrate in neurons protein 3				4339.35					4811.79							
Q9UKU6	Q9UKU6	TRHDE_HUMAN	TRHDE	Thyrotropin-releasing hormone-degrading ectoenzyme				3827.92												
Q9UKU7	Q9UKU7	ACAD8_HUMAN	ACAD8	"Isobutyryl-CoA dehydrogenase, mitochondrial"		10122.6	12344.1	8172.67	2897.99	16389.2	7690.29		15671.2	4601.45	4829.48	23636.6				
Q9UKV3	Q9UKV3	ACINU_HUMAN	ACIN1	Apoptotic chromatin condensation inducer in the nucleus	9997.13	31241	15010.9	8438.94	10937.7	16481.6	22133.4	30066.1		9921.39		12432.4	22957.4	16171.5		11396.6
Q9UKV8	Q9UL18;Q9H9G7;Q9UKV8	AGO2_HUMAN	AGO2	Protein argonaute-2				3956.03										8086.5		
Q9UKX7	Q9UKX7	NUP50_HUMAN	NUP50	Nuclear pore complex protein Nup50					13971.8	19820.4				8244.05	7870.68		17993.2	4442.81	16514.4	
Q9UKY7	Q9UKY7	CDV3_HUMAN	CDV3	Protein CDV3 homolog	42850.2			17244	19232.3	26524.6	16233.2	21588.4	17820.5		27641.5			11465.1	26720.6	
Q9UL03	Q9UL03	INT6_HUMAN	INTS6	Integrator complex subunit 6			7295.69									4230.14				
Q9UL15	Q9UL15	BAG5_HUMAN	BAG5	BAG family molecular chaperone regulator 5				2506.32										7549.8		
Q9UL16	Q9UL16	CFA45_HUMAN	CFAP45	Cilia- and flagella-associated protein 45																14751.2
Q9UL25	Q9UL25	RAB21_HUMAN	RAB21	Ras-related protein Rab-21	6189.83		16729.8	6469.95	21631.8	10512.4			7253.8	12509.3	7958.66	9458.59				
Q9UL33	Q9UL33	TPC2L_HUMAN	TRAPPC2L	Trafficking protein particle complex subunit 2-like protein				5008.36	8363.16											
Q9UL40	Q9UL40	ZN346_HUMAN	ZNF346	Zinc finger protein 346			4368.68													
Q9UL46	Q9UL46	PSME2_HUMAN	PSME2	Proteasome activator complex subunit 2	13890.9			26300.5	17656.7	16496	18051.9	36768.1			22617.2			13949.1	14290.2	16349.4
Q9ULA0	Q9ULA0	DNPEP_HUMAN	DNPEP	Aspartyl aminopeptidase				3574.34												
Q9ULC3	Q9ULC3	RAB23_HUMAN	RAB23	Ras-related protein Rab-23			8410.63	11470			10218.5				8228.75			5251.89		
Q9ULC4	Q9ULC4	MCTS1_HUMAN	MCTS1	Malignant T-cell-amplified sequence 1	31079.1		18095.7	17222.7	18168.6	20084.1		21837.4	26067.5	31038.2	27788.8			20787.6		
Q9ULH7	Q9ULH7	MRTFB_HUMAN	MRTFB	Myocardin-related transcription factor B													7761.77			
Q9ULR0	Q9ULR0	ISY1_HUMAN	ISY1	Pre-mRNA-splicing factor ISY1 homolog														6351.04		
Q9ULT8	Q9ULT8	HECD1_HUMAN	HECTD1	E3 ubiquitin-protein ligase HECTD1		6634.52	11617.3	7258.87	18326.2		35231.9			10974.2	21359.1			30470.3		
Q9ULV4	Q9ULV4	COR1C_HUMAN	CORO1C	Coronin-1C	64694.5			73369.7	79887.5	63494.1	61899.3	63150	63336.4	66900.2	59773.8	33453.2	64727.8	52894.3	45770.7	58701.9
Q9ULX3	Q9ULX3	NOB1_HUMAN	NOB1	RNA-binding protein NOB1				7882.05				11685.2								
Q9ULX6	Q9ULX6	AKP8L_HUMAN	AKAP8L	A-kinase anchor protein 8-like		7472.23	6925.37	2539.14												
Q9ULZ3	Q9ULZ3	ASC_HUMAN	PYCARD	Apoptosis-associated speck-like protein containing a CARD			3768.66													
Q9UM00	Q9UM00	TMCO1_HUMAN	TMCO1	Calcium load-activated calcium channel			22305.5	5830.02	9191.84											
Q9UM22	Q9UM22	EPDR1_HUMAN	EPDR1	Mammalian ependymin-related protein 1								8284.12								
Q9UM54	Q9UM54	MYO6_HUMAN	MYO6	Unconventional myosin-VI	20640.9	4780.36	5358.08	5748.71	11424.8	6150.21					14169.6		16456.3	12541.6		
Q9UMS4	Q9UMS4	PRP19_HUMAN	PRPF19	Pre-mRNA-processing factor 19	24804.4	31147	19302.7	19481.5	21282.9	29604.6	27002.4	27037.6	36644.4	25188	19859.2	18270.1	35241.6	37783	16482.3	26442.7
Q9UMX0	Q9UMX0	UBQL1_HUMAN	UBQLN1	Ubiquilin-1		11703.2		11540.1	18549.1	11747.5	26802.5	10630.4		23776.6	20470.3			18842.8	15711	24700.1
Q9UMX5	Q9UMX5	NENF_HUMAN	NENF	Neudesin			6689.29	5643.33												
Q9UMY1	Q9UMY1	NOL7_HUMAN	NOL7	Nucleolar protein 7			6524.84	6945.97	10727.1											
Q9UMY4	Q9UMY4	SNX12_HUMAN	SNX12	Sorting nexin-12				17942	9414.01		12932		16904.1		8103.82			12308.7		4551
Q9UN36	Q9UN36	NDRG2_HUMAN	NDRG2	Protein NDRG2			3342.35		9701.91											
Q9UN37	Q9UN37	VPS4A_HUMAN	VPS4A	Vacuolar protein sorting-associated protein 4A				14041.6										5558.98		27804.5
Q9UN86	Q9UN86	G3BP2_HUMAN	G3BP2	Ras GTPase-activating protein-binding protein 2				3834.44	30427.9				7858.3		5841.98				2847.01	
Q9UNE7	Q9UNE7	CHIP_HUMAN	STUB1	E3 ubiquitin-protein ligase CHIP		5043.6		5908.05	8311.67	12818.9	4131.74	7575.47	6423.11	17687.9			16193.9	4572.05		
Q9UNF0	Q9UNF0	PACN2_HUMAN	PACSIN2	Protein kinase C and casein kinase substrate in neurons protein 2	38149.6			7948.22		16368.6	6811.82	14368.9	13543.3	6139.18	8956.59		7882.09	13746.5		
Q9UNF1	Q9UNF1	MAGD2_HUMAN	MAGED2	Melanoma-associated antigen D2					9598.39						15603.9		9182.4	79346.9	8262.24	17197.2
Q9UNH6	Q9UNH6	SNX7_HUMAN	SNX7	Sorting nexin-7									15138.8							
Q9UNH7	Q9UNH7	SNX6_HUMAN	SNX6	Sorting nexin-6				22161.3		8959.6	26524.4	21283.6	20766.2	24194.6	26739.1			10796	26001.3	14419.4
Q9UNI6	Q9UNI6	DUS12_HUMAN	DUSP12	Dual specificity protein phosphatase 12		9952.72		3903.75				61188.3								
Q9UNK0	Q9UNK0	STX8_HUMAN	STX8	Syntaxin-8				933.905												
Q9UNL2	Q9UNL2	SSRG_HUMAN	SSR3	Translocon-associated protein subunit gamma	13822.4	24521	40137.7	14541.4	29182.3	16405.9	21877.5	17667.5	12849.7	33460	22388.2	27962.6	12090.8	23414.8		13683
Q9UNM6	Q9UNM6	PSD13_HUMAN	PSMD13	26S proteasome non-ATPase regulatory subunit 13	21962.2		11118	19868.2	13908	23799.9	16423.6	14315	34831.1	21554.8	20537.9	19965.2	53959.6	24562.7	11452.6	34949.7
Q9UNP9	Q9UNP9	PPIE_HUMAN	PPIE	Peptidyl-prolyl cis-trans isomerase E			7945.8													
Q9UNQ2	Q9UNQ2	DIM1_HUMAN	DIMT1	Probable dimethyladenosine transferase					7545.58											
Q9UNS2	Q9UNS2	CSN3_HUMAN	COPS3	COP9 signalosome complex subunit 3	5538.39		14445.8	7934.91	11623.5	11844.9	25180.6	26330.5	34934.1				4714.44	2262.1	3837.26	
Q9UNW1	Q9UNW1	MINP1_HUMAN	MINPP1	Multiple inositol polyphosphate phosphatase 1		13977.7	12093.7	6596.53	34687.3				17989.4			45821.2	36738.7			
Q9UNX3	Q9UNX3	RL26L_HUMAN	RPL26L1	60S ribosomal protein L26-like 1				6312.55												
Q9UNX4	Q9UNX4	WDR3_HUMAN	WDR3	WD repeat-containing protein 3	4632.71					7257.04		4112.29				8386.97				
Q9UNZ2	Q9UNZ2	NSF1C_HUMAN	NSFL1C	NSFL1 cofactor p47	22241.3			9421.25	19492.1	12343.8	34528.9	4635.97	17189.7	13495.7	27372.2		17174.2	16022.5	11674	15324.7
Q9UP95	Q9UP95	S12A4_HUMAN	SLC12A4	Solute carrier family 12 member 4			8319.02		19484.1				47967.4							
Q9UPN3	Q9UPN3	MACF1_HUMAN	MACF1	"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5"	14348.8	12469.3	7586.27	14077.9	24492.7	16207.5	16455.1	22430	9115.01	17271.1	23074.5	13945.4	25629.5	16681.4	31078.1	22515.9
Q9UPN7	Q9UPN7	PP6R1_HUMAN	PPP6R1	Serine/threonine-protein phosphatase 6 regulatory subunit 1														6379.48		
Q9UPN9	Q9UPN9	TRI33_HUMAN	TRIM33	E3 ubiquitin-protein ligase TRIM33					6825.02											
Q9UPT5	Q9UPT5	EXOC7_HUMAN	EXOC7	Exocyst complex component 7				8850.58	27563									12598.7		
Q9UPT6	Q9UPT6	JIP3_HUMAN	MAPK8IP3	C-Jun-amino-terminal kinase-interacting protein 3									13235							
Q9UPT8	Q9UPT8	ZC3H4_HUMAN	ZC3H4	Zinc finger CCCH domain-containing protein 4														5642.23		
