Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-26_3729.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-27_3730.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-28_3731.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-29_3732.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-30_3733.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-31_3734.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-34_3737.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-35_3738.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-36_3739.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-37_3740.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-38_3741.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-39_3742.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-50_3744.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-51_3745.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-52_3746.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-54_3749.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-55_3750.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-56_3754.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-57_3755.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-58_3756.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-59_3758.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-60_3759.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-61_3760.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-62_3762.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-63_3763.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-64_3764.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-65_3766.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-69_3768.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-74_3770.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-75_3771.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-77_3772.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-84_3775.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-85_3776.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-86_3778.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-87_3779.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-88_3780.d
Q8IZP0	Q8IZP0;Q9NYB9	ABI1_HUMAN	ABI1	Abl interactor 1	320.866	130.406	210.545	237.44	378.648	245.872	362.933		125.74			218.953	341.404					215.154	206.007		283.597			138.755	178.575	168.364	228.822	285.9		180.764	277.209	235.393				
Q8N129	Q8N129	CNPY4_HUMAN	CNPY4	Protein canopy homolog 4	373.274	580.766	130.571	275.516	139.773	364.578	664.346	392.948	285.991		173.427		106.957		211.133	613.6	234.594		324.155	232.915	292.368	63.0013	390.721	462.469	457.327	176.791	115.252		475.737	196.357	349.133	287.54		208.61	516.335	330.915
Q8N163	Q8N163	CCAR2_HUMAN	CCAR2	Cell cycle and apoptosis regulator protein 2	450.526	556.459	733.075	489.717	516.579	576.635	474.748	492.872	624.445	468.748	743.11	512.57	451.969	184.4	432.585	624.278	599.662	564.868	610.269	556.918	399.661	672.332	402.923	568.72	364.964	318.828	372.555	524.519	620.94	613.774	844.694	522.325	433.272	404.349	319.294	433.06
Q8N1F7	Q8N1F7	NUP93_HUMAN	NUP93	Nuclear pore complex protein Nup93	419.935	557.612	474.573	523.13	379.262	353.897	415.519	329.078	433.618	585.072	391.508	688.168	289.66	752.774	265.209	426.295	470.882	579.78	466.563	446.983	425.595	386.82	406.977	289.77	721.116	378.263	614.4	346.734	318.49	434.438	390.814	351.32	244.127	320.808	424.622	326.378
Q8N1G4	Q8N1G4	LRC47_HUMAN	LRRC47	Leucine-rich repeat-containing protein 47	613.619	393.551	535.789	511.25	563.585	595.16	690.849	565.098	679.9	380.093	931.62	711.511	356.674		692.383	182.403	517.187	164.031	355.743	573.691	696.089	507.724		844.598	552.555	291.142	679.87	985.43	710.262	406.523	500.97	544.766		783.829		473.66
Q8N1N4	Q8N1N4;CONT|Q8N1N4|K2C78_HUMAN	K2C78_HUMAN	KRT78	"Keratin, type II cytoskeletal 78"	845.399	1379.6	1062.14	662.286	925.985	854.591	844.361	1135.54	656.753	1350.77	2949.37	1738.24	1926.47	2854.16	748.912	1179.56	1149.58	1220.89	843.575	1031.67	1140.01	1044.3	993.02	1155.19	1218.63	1002.12	1063.96	1543.48	1038.66	798.041	1208.86	666.437	1440.04	889.513	622.819	946.064
Q8N1Y9	Q8N1Y9	YI025_HUMAN		Putative uncharacterized protein FLJ37218	1727.56				1571.59	1434.58	1376.42		1622.01				762.937				867.398		1007.78	1332.86						1173.48										
Q8N2K0	Q8N2K0	ABD12_HUMAN	ABHD12	Lysophosphatidylserine lipase ABHD12		81.8964	521.104			316.265	551.357	929.28	249.832	342.261	375.099				138.116	207.624			477.043	485.887	300.815	236.532	143.701	165.429	170.799	707.029				100.671		82.6008			544.535	
Q8N3C0	Q8N3C0	ASCC3_HUMAN	ASCC3	Activating signal cointegrator 1 complex subunit 3	217.472		112.278	97.1584	238.225	382.917	212.355	191.374	189.159	185.048	307.374	547.729	581.268	175.027	231.858				236.797	293.689	180.562	159.264			217.687	185.982	108.763	186.662		256.686		160.387				188.231
Q8N5M4	Q8N5M4	TTC9C_HUMAN	TTC9C	Tetratricopeptide repeat protein 9C	258.172			154.868	284.553				205.907	359.111	522.722	298.141			340.1			219.719	467.163	147.263		210.794			340.305		511.652				236.107	305.857		250.465		331.738
Q8N5W9	Q8N5W9	RFLB_HUMAN	RFLNB	Refilin-B	73.7504			146.558	217.004		94.9407		70.4322		217.561				153.252			245.9		72.0981				344.152					145.002		247.141			239.138		
Q8N684	Q8N684	CPSF7_HUMAN	CPSF7	Cleavage and polyadenylation specificity factor subunit 7	139.688		457.487	344.76	352.373		261.394	317.166	266.506	168.47	96.7376				284.17	157.874	327.137	369.993	178.293	255.978	384.307	323.857	607.471	163.924	327.74	158.561	575.549	296.404	317.09	128.97	356.654	272.452		142.695		362.644
Q8N6H7	Q8N6H7	ARFG2_HUMAN	ARFGAP2	ADP-ribosylation factor GTPase-activating protein 2		576.597	137.064	222.022	272.123	304.086		309.477	346.064	122.831		110.644		288.893	124.653				324.076						406.372	344.027	47.6294					210.156		231.321		201.148
Q8N6T3	Q8N6T3	ARFG1_HUMAN	ARFGAP1	ADP-ribosylation factor GTPase-activating protein 1	109.314		163.677	104.41	271.582	59.3057	135.236	290.375	216.021	359.487	147.341	209.096			117.155		552.376	274.192	156.901	165.245	356.121					314.279	119.328		70.9773	173.332	279.178	226.979		288.254		321.197
Q8N766	Q8N766	EMC1_HUMAN	EMC1	ER membrane protein complex subunit 1	662.691	948.437	706.697	672.81	800.426	920.163	804.668	653.729	709.669	644.973		898.604	946.998	2031.61	690.123	1178.43	861.217	685.644	678.565		571.045	870.047	1258.02	1456.45	951.373	734.206	1045.65	2197.65	1427.06	1248.97	467.034	954.783	1735.52	1229.2	1162.45	923.164
Q8N831	Q8N831	TSYL6_HUMAN	TSPYL6	Testis-specific Y-encoded-like protein 6			2442.38		1616.98	2278.43				3987.64	4105.26		4035.29		1269.35	3281.29	4310.4		4986.69		4165.74		3958.37	3812.53				6137.81		2755.81	4428.35				2399.59	
Q8N8S7	Q8N8S7	ENAH_HUMAN	ENAH	Protein enabled homolog	976.669	1300.33	1219.35	778.205	1096.35	1310.04	1390.86	1455.71	890.963	1187.33	1133.6	728.694	860.699	1272.23	1068.34		1162.25	1764.02	1598.61	1184.6	1612.08	797.979		1288.52	1855.46	1900.02	1913.59	1095.96	1267.28	1751.65	1031.47	1572.1		1386.08		1598.65
Q8N983	Q8N983	RM43_HUMAN	MRPL43	"39S ribosomal protein L43, mitochondrial"	166.869			197.874	318.137	118.098	176.898		68.4622	307.286	407.896	242.387			237.001		217.282		292.694		84.4422		370.592	202.238		158.947	151.582		329.818	265.741	412.395	232.308	323.686			374.94
Q8NBF2	Q8NBF2	NHLC2_HUMAN	NHLRC2	NHL repeat-containing protein 2	309.671	192.051	354.404	132.152	185.023	209.837	269.527	536.625	311.979	351.233	211.436	334.65		349.824	357.298			537.886	203.235			215.073		370.459		277.109	333.766	374.843	213.207	315.382	578.803	435.751	124.998	244.436		622.764
Q8NBJ5	Q8NBJ5	GT251_HUMAN	COLGALT1	Procollagen galactosyltransferase 1	810.182	708.586	508.498	1324.31	970.693	884.071	1118.7	711.425	928.387	827.149	350.921	949.957	526.726	570.998	552.447	1021.49	1718.03	302.699	1672.9	575.859	546.091	753.385	1023.23	685.343	917.286	871.404	565.692	965.629	872.551	507.762	843.808	461.187	990.148	967.828	774.78	693.1
Q8NBJ7	Q8NBJ7	SUMF2_HUMAN	SUMF2	Inactive C-alpha-formylglycine-generating enzyme 2	221.613	205.707	315.691	344.978	284.504	366.804	403.045		119.169		366.116	305.416			401.664	300.144	190.096		223.496		724.968		303.322	455.501	229.547	292.367	338.507	340.22		334.878	418.939	115.971	156.447	262.783	166.053	
Q8NBS9	Q8NBS9	TXND5_HUMAN	TXNDC5	Thioredoxin domain-containing protein 5	1144.99	1158.74	1046.16	983.091	763.645	973.528	998.973	844.842	907.471	815.376	1095.83	555.726	952.15	647.484	675.408	1093.64	997.507	537.917	1051.63	1123.93	788.166	778.174	1207.37	762.406	823.295	1226.57	1007.23	1131.43	1037.76	1242.55	1398.53	661.81	820.814	974.103	1109.91	1003.37
Q8NBX0	Q8NBX0	SCPDL_HUMAN	SCCPDH	Saccharopine dehydrogenase-like oxidoreductase	244.418	944.401	784.863	620.584	319.508	458.979	294.758	542.443	476.467	522.679	463.888	393.803		383.552	369.72	497.665	619.775		592.841	472.656	461.725	355.606	463.194	501.261	529.402	262.674	314.681	496.881	501.344	678.458	433.307	387.375	477.996	717.363	706.945	426.019
Q8NC51	Q8NC51	PAIRB_HUMAN	SERBP1	Plasminogen activator inhibitor 1 RNA-binding protein	747.701	655.121	427.83	1145.27	1268.19	849.024	795.617	518.449	992.379	1173.13	1303.64	988.829	590.568	864.735	469.99	281.395	921.667	552.999	572.54	821.274	451.085	568.497	220.573	772.603	556.096	292.43	727.366	670.367	691.18	538.845	826.288	628.513	205.315	968.732		1085.04
Q8NC56	Q8NC56	LEMD2_HUMAN	LEMD2	LEM domain-containing protein 2	417.403		717.433	459.445	472.496	696.127	469.388	269.124	459.043	342.49		899.918	437.287	498.76	366.273	479.428	436.534	309.525	222.828	270.791	315.452	395.946	409.94	336.757	584.611	400.887	381.172	348.72	205.11	502.738	201.046	304.192	391.312	540.064	399.678	178.841
Q8NCA5	Q8NCA5	FA98A_HUMAN	FAM98A	Protein FAM98A	405.73	441.484	315.338	370.197	238.91	567.094	217.312	243.457	282.337	642.913	452.135		768.929	304.903	570.043			322.518	376.427	613.349	213.867	326.978		232.363	347.446	516.996	149.525	525.814	463.777	388.358	493.95	328.493		560.166		267.134
Q8NCF5	Q8NCF5	NF2IP_HUMAN	NFATC2IP	NFATC2-interacting protein					114.591	37.6281			114.636	294.147			147.003	512.842	82.5244				237.611							304.563		309.165	293.811					403.829		233.222
Q8NE71	Q8NE71	ABCF1_HUMAN	ABCF1	ATP-binding cassette sub-family F member 1	672.235	543.093	316.069	663.605	594.655	669.112	241.272	300.519	463.509	459.045	358.543	495.472	798.651	556.62	698.173		853.198	515.985	501.024	681.361	541.804	674.567		249.179	533.279	448.843	632.376	515.621	338.691	581.082	302.639	372.072				466.23
Q8NEZ5	Q8NEZ5	FBX22_HUMAN	FBXO22	F-box only protein 22	371.924				284.661	325.155	126.966			562.452	478.889				285.551		885.522							515.326		740.737	944.531		837.847	514.492		417.079		375.886	228.229	322.48
Q8NFH3	Q8NFH3	NUP43_HUMAN	NUP43	Nucleoporin Nup43	299.708	416.279	194.945	412.568	246.882	367.074		201.35	310.427	255.626	333.729	483.177	322.506	582.097	292.031	496.012	396.793	183.882	330.494	63.4373	239.197			232.533		165.688	465.562	143.479	132.139		219.487	329.783	204.374	142.158	231.773	194.739
Q8NFH5	Q8NFH5	NUP35_HUMAN	NUP35	Nucleoporin NUP35	109.093	100.93		287.981		68.5311	226.935	111.719	141.666		126.247				233.935	100.435	295.858		217.439	193.905	303.266		337.102	379.718		161.197	153.845	185.337		137.196	260.744	104.847	105.408	260.106	98.3644	161.91
Q8NFV4	Q8NFV4	ABHDB_HUMAN	ABHD11	Protein ABHD11	563.902	170.45		327.407	584.966	324.485	328.515	396.242	309.713	116.037	425.249			143.194	313.409	236.596	143.248			555.165	297.227	502.097		203.847	263.838	488.619				258.961	535.351		260.609		549.721	207.277
Q8TAD7	Q8TAD7	OCC1_HUMAN	OCC1	Overexpressed in colon carcinoma 1 protein	109.713			284.871		132.476		194.271		196.81														168.316	196.889	111.761					237.042	63.8695				182.711
Q8TAE8	Q8TAE8	G45IP_HUMAN	GADD45GIP1	Growth arrest and DNA damage-inducible proteins-interacting protein 1	170.113			150.212	207.592	306.724		242.129	202.199	457.469					254.769	269.802					163.712	352.706		329.655		262.491	560.209			535.567	277.993	115.137		193.705	437.924	
Q8TAQ2	Q92922;Q8TAQ2	SMRC2_HUMAN	SMARCC2	SWI/SNF complex subunit SMARCC2			396.492	99.3143	181.255	221.148	691.404	108.733							279.368	208.469		395.723	522.536		282.033		445.803			232.936						341.838		227.72		278.363
Q8TAT6	Q8TAT6	NPL4_HUMAN	NPLOC4	Nuclear protein localization protein 4 homolog	468.818	153.26	416.953	167.458	157.166	309.351	119.809	271.581	198.551	152.768		232.444			181.869					308.407		228.919			264.602	386.318	183.947				317.434					
Q8TBA6	Q8TBA6	GOGA5_HUMAN	GOLGA5	Golgin subfamily A member 5	333.162								300.643									142.485			233.053					214.513				423.991						
Q8TBC4	Q8TBC4	UBA3_HUMAN	UBA3	NEDD8-activating enzyme E1 catalytic subunit	244.703		207.733	240.594	94.0388	95.7353	322.493		289.264	182.906	234.043	480.091	132.661		308.163		224.066	33.3099	88.6772	85.1765	212.119	241.314			240.412	235.37	153.1	164.742	146.232			236.514		196.842		207.828
Q8TC07	Q8TC07	TBC15_HUMAN	TBC1D15	TBC1 domain family member 15	382.984		259.015		489.136				364.089	298.885	613.94	563.277		405.069	565.515	917.911	649.599		559.231	518.811	541.139	713.918	1153.14	513.687	952.388	701.848	354.223	395.607	1148.33	751.162	693.451	616.085	676.923	763.075	1214.04	262.655
Q8TC12	Q8TC12	RDH11_HUMAN	RDH11	Retinol dehydrogenase 11	235.134	157.87	230.298	218.55	461.947		311.936	272.98	186.261	97.0138					383.958	513.232	365.962	214.512	195.104		337.414	310.063	506.919	565.806	361.147	347.703	133.815	200.556				497.808	225.349	136.014	736.927	191.914
Q8TCJ2	Q8TCJ2	STT3B_HUMAN	STT3B	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B	405.273			163.584		219.343	415.554	525.603	144.423	607.698	144.502	361.279		230.933	467.64	662.739	568.027		441.073		448.13	213.69	153.647	475.454	357.328	367.255	396.021				279.547	384.299	443.992	258.38	348.636	276.399
Q8TCS8	Q8TCS8	PNPT1_HUMAN	PNPT1	"Polyribonucleotide nucleotidyltransferase 1, mitochondrial"	303.529	705.2	298.319	347.171	284.008	203.068			381.747	505.645	364.885	371.918			277.096	546.219	556.101		125.341	277.458	154.371		279.419	432.19	422.483	228.939	672.723		361.666	382.178	393.751	198.839	632.567	312.817	326.166	388.982
Q8TCT9	Q8TCT9	HM13_HUMAN	HM13	Minor histocompatibility antigen H13	376.874	272.344	250.869	239.678		153.693			158.301					180.697	255.59	348.006		118.007			278.346	311.859		146.198	206.02	326.525		541.409	155.036	399.951		382.677	363.676	353.283	556.907	193.279
Q8TCU4	Q8TCU4	ALMS1_HUMAN	ALMS1	Alstrom syndrome protein 1	86717.6	173623	143005	92727.3	91220.2	107962	97655.4	111722	57711.6	148102	159045	207354	191333	196080	66889.1	132379	162073	192956	95500.6	135056	122852	148693	134097	132066	136209	113349	117620	143994	117551	102776	110676	65118.5	140419	76617.7	71914.9	74810.6
Q8TD19	Q8TD19	NEK9_HUMAN	NEK9	Serine/threonine-protein kinase Nek9	497.19		537.683	243.006	156.976	444.088	360.332	220.887	257.434	410.441	323.892	319.934	97.7768		396.393		285.494		107.852	331.635	371.788	233.987		294.544	207.113	408.872	413.255	176.176	193.627	331.614	282.97	349.668		80.1468		162.357
Q8TDL5	Q8TDL5	BPIB1_HUMAN	BPIFB1	BPI fold-containing family B member 1	580.839	1627.87	1717.46	1089.12	1786.42	2487.11	2641.47	2015.72	2812.83	5028.54	3419.64	1699.72	3192.03	6788.86	768.764	2036.69	3766.77	2386.57	3864.59	2855.36	4084.73	2411.61	3334.75	1883.42	3995.46	4055.73	3829.16	7101.74	9684.48	2849.05	4627.83	2814.7	4805.56	6577.37	1152.48	4470.56
Q8TDP1	Q8TDP1	RNH2C_HUMAN	RNASEH2C	Ribonuclease H2 subunit C					116.234				277.254		342.389									297.031					219.748		181.476			330.641				123.782		173.834
Q8TDX7	Q9HC98;Q8TDX7	NEK7_HUMAN	NEK7	Serine/threonine-protein kinase Nek7	365.79		237.551	185.483	449.121	239.259	309.193	366.476	185.893	162.327				173.762	150.188				336.614		252.198	290.345			426.526	169.565	359.73	234.554	587.071	346.527	206.697	339.927		210.337		428.214
Q8TDZ2	Q8TDZ2	MICA1_HUMAN	MICAL1	[F-actin]-monooxygenase MICAL1	326.721		140.358	195.38		99.1092		360.487	184.053			236.412												275.599		127.449				157.328	154.611	46.1898		388.115		
Q8TEA7	Q8TEA7	TBCK_HUMAN	TBCK	TBC domain-containing protein kinase-like protein		1691.84	1323.79				1408.71			894.83		1506.16													772.991	1855.34		1205.94		1085.3		1414.91		1454.05		993.042
Q8TEX9	Q8TEX9	IPO4_HUMAN	IPO4	Importin-4	127.806				179.44																				246.008											
Q8WTS6	Q8WTS6	SETD7_HUMAN	SETD7	Histone-lysine N-methyltransferase SETD7	198.672																																			
Q8WU90	Q8WU90	ZC3HF_HUMAN	ZC3H15	Zinc finger CCCH domain-containing protein 15	239.241		246.496	218.739	286.086	428.941		161.243	260.465	431.62		251.979		62.9681	224.606			701.559	332.829	310.75	312.745				238.592	437.251	223.874	140.912	299.235	391.748	262.079	197.29		362.419		332.717
Q8WUD1	Q8WUD1	RAB2B_HUMAN	RAB2B	Ras-related protein Rab-2B	233.713							364.407		535.034	429.415						773.771				489.681		414.376	613.592	891.931		735.334	596.099	582.18		435.806		567.776	695.969	345.177	
Q8WUH6	Q8WUH6	TM263_HUMAN	TMEM263	Transmembrane protein 263	810.967	898.263	533.663	649.597	427.606	653.735	912.961	591.887	487.778	466.9	525.47	1079.38	516.494	210.083	546.137				487.981	620.123	531.286	449.872		469.945	523.01	715.255	567.194	551.477	397.805	727.637	594.139	609.428		452.463		953.203
Q8WUJ3	Q8WUJ3	CEMIP_HUMAN	CEMIP	Cell migration-inducing and hyaluronan-binding protein	1295.55									396.56	885.733												648.381	321.938		169.889		193.635	494.182		577.446	433.271	263.396			170.939
Q8WUM4	Q8WUM4	PDC6I_HUMAN	PDCD6IP	Programmed cell death 6-interacting protein	651.382	624.899	682.539	775.527	636.784	525.165	1093.23	684.084	585.193	491.447	430.081	967.007	427.909	386.741	1065.64		437.696	499.548	1042.88	737.562	554.535	777.513	194.427	611.52	832.156	823.617	706.446	562.091	369.279	556.418	879.308	576.863		601.517	190.246	695.385
Q8WV24	Q8WV24	PHLA1_HUMAN	PHLDA1	Pleckstrin homology-like domain family A member 1	357.99			106.371	112.959	24.8748	173.889	118.524	60.7245	170.686	300.911	44.6362		362.03	241.006		192.857				171.986			265.625	129.269	274.317	232.39	266.246			268.945	369.837		99.9973		165.791
Q8WVC6	Q8WVC6	DCAKD_HUMAN	DCAKD	Dephospho-CoA kinase domain-containing protein	171.457								141.354										199.066								64.5229					166.15			313.42	
Q8WVM0	Q8WVM0	TFB1M_HUMAN	TFB1M	"Dimethyladenosine transferase 1, mitochondrial"												415.794			186.744																					
Q8WVM8	Q8WVM8	SCFD1_HUMAN	SCFD1	Sec1 family domain-containing protein 1	294.516	327.939	280.789	455.783	258.812	294.893	253.284	460.249	220.45	491.805	455.687	355.208	271.808	315.186	263.311	198.32		546.894	230.852	174.204	538.917	275.621	491.864	389.988	265.154	362.215	461.019	348.469		274.94	187.761	365.188	451	463.43	256.872	392.859
Q8WVV4	Q8WVV4	POF1B_HUMAN	POF1B	Protein POF1B	156.049	892.93	403.212	324.259	415.325	322.549	531.624	429.58	321.293	442.197	876.162	1190.1	673.026	430.356	177.059	237.318	642.578	629.837	436.68	423.227	310.255	488.614	171.634	702.529	420.612	572.702	401.85	226.189	584.076	230.654	547.274	359.21	383.603	461.206	410.816	187.325
Q8WW12	Q8WW12	PCNP_HUMAN	PCNP	PEST proteolytic signal-containing nuclear protein	883.206	681.538	732.104	614.048	792.491	633.012	742.851	589.012	726.459	488.645	731.123	978.729	999.224	817.421	741.274			522.227	534.729	643.251	804.993	552.735		510.171	564.42	434.913	697.907		423.095	648.016	590.251	939.088		648.477		482.951
Q8WWI1	Q8WWI1	LMO7_HUMAN	LMO7	LIM domain only protein 7		225.919	378.496	156.064	250.298	205.88	149.027	191.769	93.8143	375.094		268.137			193.419			489.505	106.049	474.49		139.259		186.239	172.751	456.443		273.928	173.704	350.824	233.605	252.589				556.405
Q8WWK9	Q8WWK9	CKAP2_HUMAN	CKAP2	Cytoskeleton-associated protein 2			317.771	550.477	331.323				235.85										184.671	391.989							154.897									
Q8WWM7	Q8WWM7	ATX2L_HUMAN	ATXN2L	Ataxin-2-like protein	374.829	296.908	242.117	522.196	374.363	669.628	323.664	185.193	441.189	368.601	461.945	680.171	514.068	381.094	381.956		457.201	173.55	445.479	472.624	222.575			351.853	294.215	192.218	344.886	195.19	250.645	479.749	243.224	325.382		338.075		271.535
Q8WWY3	Q8WWY3	PRP31_HUMAN	PRPF31	U4/U6 small nuclear ribonucleoprotein Prp31	109.734			523.612	454.369	192.538	566.313	336.816	298.676	193.279			365.419		53.0648	363.004	430.194	481.302	203.387	595.644	264.059	313.436	109.082	295.297		316.984	277.405	244.653	317.053	328.208	372.018			205.953	149.565	120.662
Q8WX93	Q8WX93	PALLD_HUMAN	PALLD	Palladin	2015.55	1043.02	1318.74	1174.25	898.027	1055.75	1697.43	1181.52	507.502	1393.93	1164.48	1365.45	844.717	849.088	1084.3		504.263	894.417	1437.93	1568.26	529.378	1231.13		677.663	1523.85	1292.5	1752.77	1020.89	1253.2	1582.92	884.347	1386.44		973.443		1562.11
Q8WXF1	Q8WXF1	PSPC1_HUMAN	PSPC1	Paraspeckle component 1	364.001		188.881	239.244	220.36	416.044	290.09	450.529	351.9			275.951	456.594	347.38	289.005		456.138	244.64	403.37	354.145	422.352	401.314		503.011	243.195	428.568	316.147		321.014	350.021	447.605	395.697		274.495	44.9968	639.45
Q8WZ42	Q8WZ42	TITIN_HUMAN	TTN	Titin	1054.13	1440.55	1513.97	1245.72	1171.91	981.508	838.366	1059.12	1122.65	1427.02	1882.5	1503.6	1798.48	1104.18	322.845	1495.03	1253.4	1413.65	880.232	794.106	1640.78	1789.28		664.583		991.747	1780.54	1057.27	1453.81	994.293		937.749	789.104	948.46	816.239	935.627
Q8WZA9	Q8WZA9	IRGQ_HUMAN	IRGQ	Immunity-related GTPase family Q protein	280.06	981.038	590.994	502.778	319.374	522.871	578.302	456.546	382.163	343.099	288.529	490.528	420.463	513.325	494.453		301.59	787.262	587.395	245.602	420.519	299.956		473.989	516.278	517.656	349.529	339.587	555.842	382.18	217.586	375.856		270.951		396.931
Q92499	Q92499	DDX1_HUMAN	DDX1	ATP-dependent RNA helicase DDX1	483.208	652.663	1051.25	377.369	385.668	511.825	238.545	400.828	323.991	446.418	1077.79	493.002		565.505	462.944			376.511	449.362	753.565	358.134	677.286		819.466	235.453	350.839	469.068		181.611	417.201	789.349	443.571		457.316		485.193
Q92520	Q92520	FAM3C_HUMAN	FAM3C	Protein FAM3C	681.721	1528.33	863.399	726.107	710.387	673.13		819.549	786.704	734.019	546.834				1000.24	504.188	698.239		965.148	845.246	1210.42	454.118	248.179	560.285	1164.82	941.319	594.389	843.626	1302.77	801.914	959.245	757.214	111.76	1044.9	581.871	529.869
Q92522	Q92522	H1X_HUMAN	H1-10	Histone H1.10	193.029	665.206	1085.21	466.959	651.795	492.55	770.219	260.851	1460.81	570.261	326.268	210.095	774.611	1076	587.419	523.623	1392.75	253.735	1002.74	283.338	660.295	1108.75	355.207	105.429	168.077	431.347	755.386	1270.28	295.789	408.207	408.676	281.825	540.848	325.555	581.015	354.272
Q92526	Q92526	TCPW_HUMAN	CCT6B	T-complex protein 1 subunit zeta-2	1674.81	1093.13	1192.02	1303.63	1345.74		995.68					647.998	1616.83	1142.22		188.621	1856.26		1650.14	1353.1	1873.18	1692.6	236.532		1625.92	1154.86	2380.7	584.564	1187.97	1079.42	1680.52	2334.94		1837.46	241.462	1672.32
Q92544	Q92544	TM9S4_HUMAN	TM9SF4	Transmembrane 9 superfamily member 4		452.468		97.3669		186.37		142.681	236.999						89.6353		506.556	222.762			317.28	381.588					114.272			269.203	255.922		191.201		180.29	352.304
Q92597	Q92597	NDRG1_HUMAN	NDRG1	Protein NDRG1	615.765	123.543	366.87	562.114	246.21	202.325	255.739	353.06	825.248	478.865			589.995	404.764	289.51			370.333	455.312	435.448	431.285	595.194	88.5219	271.013	330.796	192.675	631.765	483.745	408.856	165.025	211.054	404.185		361.781		406.549
