gene	GO_id	GO_term	definition	synonym	gene_product	annotation_extention	additional_terms
LRP1	GO:0016323	basolateral plasma membrane	Prolow-density lipoprotein receptor-related protein 1	A2MR|APR	protein	capillary endothelial cell|brain endothelium	microvascular endothelial cell|capillary endothelial cell|epithelial cell|cell|protein-containing material entity|disconnected anatomical group|anatomical conduit|vessel|anatomical entity|unilaminar epithelium|material anatomical entity|blood vessel endothelium|tissue|endothelium|circulatory system|squamous epithelium|blood vasculature|connected anatomical structure|cardiovascular system|capillary|blood vessel|anatomical entity|anatomical cluster|cardiovascular system endothelium|endothelial cell|microvascular endothelium|barrier cell|endothelial cell of vascular tree|meso-epithelium|lining cell|squamous epithelial cell|meso-epithelial cell|multicellular anatomical structure|blood vessel endothelial cell|biological entity|microcirculatory vessel|vascular system|epithelium|mesoderm-derived structure|anatomical structure|multicellular organism|anatomical system|blood microvessel|simple squamous epithelium|material anatomical entity|vasculature|endothelium of capillary|protein-containing material entity|unilaminar epithelium|anatomical entity|material anatomical entity|endothelium|tissue|squamous epithelium|connected anatomical structure|anatomical entity|meso-epithelium|brain|ecto-epithelium|multicellular anatomical structure|biological entity|organ system subdivision|epithelium|mesoderm-derived structure|ectoderm-derived structure|organ|anatomical structure|multicellular organism|central nervous system|anatomical system|nervous system|material anatomical entity|simple squamous epithelium|brain endothelium
PTEN	GO:0021542	dentate gyrus development	"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN"	MMAC1|TEP1	protein	NA	NA
PTEN	GO:0048853	forebrain morphogenesis	"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN"	MMAC1|TEP1	protein	NA	NA
RBBP4	GO:0007420	brain development	Histone-binding protein RBBP4	RBAP48	protein	NA	NA
BMI1	GO:0007420	brain development	Polycomb complex protein BMI-1	PCGF4|RNF51	protein	NA	NA
MAP2	GO:0031113	regulation of microtubule polymerization	Microtubule-associated protein 2	NA	protein	brain	multicellular anatomical structure|biological entity|organ system subdivision|ectoderm-derived structure|organ|anatomical entity|anatomical structure|multicellular organism|material anatomical entity|central nervous system|anatomical system|connected anatomical structure|nervous system|anatomical entity|material anatomical entity|brain
MAP2	GO:0005829	cytosol	Microtubule-associated protein 2	NA	protein	brain	multicellular anatomical structure|biological entity|organ system subdivision|ectoderm-derived structure|organ|anatomical entity|anatomical structure|multicellular organism|material anatomical entity|central nervous system|anatomical system|connected anatomical structure|nervous system|anatomical entity|material anatomical entity|brain
MED1	GO:0007420	brain development	Mediator of RNA polymerase II transcription subunit 1	ARC205|CRSP1|CRSP200|DRIP205|DRIP230|PBP|PPARBP|PPARGBP|RB18A|TRAP220|TRIP2	protein	NA	NA
CD47	GO:0051496	positive regulation of stress fiber assembly	Leukocyte surface antigen CD47	MER6	protein	brain microvascular endothelial cell	microvascular endothelial cell|epithelial cell|brain microvascular endothelial cell|disconnected anatomical group|anatomical conduit|blood vessel endothelium|tissue|circulatory system|neural cell|anatomical cluster|barrier cell|brain|lining cell|squamous epithelial cell|blood vessel endothelial cell|organ|anatomical structure|multicellular organism|anatomical system|material anatomical entity|vasculature|cell|protein-containing material entity|vessel|anatomical entity|unilaminar epithelium|material anatomical entity|endothelium|squamous epithelium|blood vasculature|connected anatomical structure|cardiovascular system|blood vessel|anatomical entity|cardiovascular system endothelium|endothelial cell|microvascular endothelium|endothelial cell of vascular tree|meso-epithelium|meso-epithelial cell|multicellular anatomical structure|biological entity|organ system subdivision|microcirculatory vessel|vascular system|epithelium|mesoderm-derived structure|ectoderm-derived structure|central nervous system|blood microvessel|nervous system|simple squamous epithelium
CD47	GO:0071346	cellular response to type II interferon	Leukocyte surface antigen CD47	MER6	protein	brain microvascular endothelial cell	microvascular endothelial cell|epithelial cell|brain microvascular endothelial cell|disconnected anatomical group|anatomical conduit|blood vessel endothelium|tissue|circulatory system|neural cell|anatomical cluster|barrier cell|brain|lining cell|squamous epithelial cell|blood vessel endothelial cell|organ|anatomical structure|multicellular organism|anatomical system|material anatomical entity|vasculature|cell|protein-containing material entity|vessel|anatomical entity|unilaminar epithelium|material anatomical entity|endothelium|squamous epithelium|blood vasculature|connected anatomical structure|cardiovascular system|blood vessel|anatomical entity|cardiovascular system endothelium|endothelial cell|microvascular endothelium|endothelial cell of vascular tree|meso-epithelium|meso-epithelial cell|multicellular anatomical structure|biological entity|organ system subdivision|microcirculatory vessel|vascular system|epithelium|mesoderm-derived structure|ectoderm-derived structure|central nervous system|blood microvessel|nervous system|simple squamous epithelium
CD47	GO:0071347	cellular response to interleukin-1	Leukocyte surface antigen CD47	MER6	protein	brain microvascular endothelial cell	microvascular endothelial cell|epithelial cell|brain microvascular endothelial cell|disconnected anatomical group|anatomical conduit|blood vessel endothelium|tissue|circulatory system|neural cell|anatomical cluster|barrier cell|brain|lining cell|squamous epithelial cell|blood vessel endothelial cell|organ|anatomical structure|multicellular organism|anatomical system|material anatomical entity|vasculature|cell|protein-containing material entity|vessel|anatomical entity|unilaminar epithelium|material anatomical entity|endothelium|squamous epithelium|blood vasculature|connected anatomical structure|cardiovascular system|blood vessel|anatomical entity|cardiovascular system endothelium|endothelial cell|microvascular endothelium|endothelial cell of vascular tree|meso-epithelium|meso-epithelial cell|multicellular anatomical structure|biological entity|organ system subdivision|microcirculatory vessel|vascular system|epithelium|mesoderm-derived structure|ectoderm-derived structure|central nervous system|blood microvessel|nervous system|simple squamous epithelium
CD47	GO:2000439	positive regulation of monocyte extravasation	Leukocyte surface antigen CD47	MER6	protein	brain microvascular endothelial cell|cellular response to interleukin-1|cellular response to type II interferon	microvascular endothelial cell|epithelial cell|brain microvascular endothelial cell|disconnected anatomical group|anatomical conduit|blood vessel endothelium|tissue|circulatory system|neural cell|anatomical cluster|barrier cell|brain|lining cell|squamous epithelial cell|blood vessel endothelial cell|organ|anatomical structure|multicellular organism|anatomical system|material anatomical entity|vasculature|cell|protein-containing material entity|vessel|anatomical entity|unilaminar epithelium|material anatomical entity|endothelium|squamous epithelium|blood vasculature|connected anatomical structure|cardiovascular system|blood vessel|anatomical entity|cardiovascular system endothelium|endothelial cell|microvascular endothelium|endothelial cell of vascular tree|meso-epithelium|meso-epithelial cell|multicellular anatomical structure|biological entity|organ system subdivision|microcirculatory vessel|vascular system|epithelium|mesoderm-derived structure|ectoderm-derived structure|central nervous system|blood microvessel|nervous system|simple squamous epithelium|response to cytokine|biological_process|response to organic substance|cellular response to organic substance|cellular response to interleukin-1|response to interleukin-1|cellular response to stimulus|response to chemical|cellular response to cytokine stimulus|cellular process|cellular response to chemical stimulus|response to stimulus|response to cytokine|biological_process|response to external biotic stimulus|response to organic substance|biological process involved in interspecies interaction between organisms|response to other organism|response to type II interferon|response to chemical|defense response|response to stress|immune system process|cellular process|defense response to other organism|response to biotic stimulus|immune response|response to external stimulus|cellular response to organic substance|defense response to symbiont|innate immune response|cellular response to stimulus|cellular response to cytokine stimulus|cellular response to type II interferon|response to stimulus|cellular response to chemical stimulus
AP1B1	GO:0019901	protein kinase binding	AP-1 complex subunit beta-1	ADTB1|BAM22|CLAPB2	protein	brain	multicellular anatomical structure|biological entity|organ system subdivision|ectoderm-derived structure|organ|anatomical entity|anatomical structure|multicellular organism|material anatomical entity|central nervous system|anatomical system|connected anatomical structure|nervous system|anatomical entity|material anatomical entity|brain
SOS1	GO:1904693	midbrain morphogenesis	Son of sevenless homolog 1	NA	protein	NA	NA
MCL1	GO:1903378	positive regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway	Induced myeloid leukemia cell differentiation protein Mcl-1	BCL2L3	protein	primary neuron (sensu Teleostei)|brain	electrically responsive cell|multicellular anatomical structure|cell|biological entity|anatomical entity|anatomical structure|multicellular organism|material anatomical entity|anatomical system|connected anatomical structure|neural cell|nervous system|anatomical entity|material anatomical entity|electrically signaling cell|neuron|primary neuron (sensu Teleostei)|electrically active cell|eukaryotic cell|multicellular anatomical structure|biological entity|organ system subdivision|ectoderm-derived structure|organ|anatomical entity|anatomical structure|multicellular organism|material anatomical entity|central nervous system|anatomical system|connected anatomical structure|nervous system|anatomical entity|material anatomical entity|brain
