Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	LFQ.intensity.female_1	LFQ.intensity.female_3	LFQ.intensity.female_5	LFQ.intensity.female_7	LFQ.intensity.female_9	LFQ.intensity.female_11	LFQ.intensity.male_1	LFQ.intensity.male_3	LFQ.intensity.male_5	LFQ.intensity.male_7	LFQ.intensity.male_9	LFQ.intensity.male_11
Q9NWZ8	Q9NWZ8	GEMI8_HUMAN	GEMIN8	Gem-associated protein 8	12617.9	12914.3	14753.6	17850.7	19517	13789.5	20789.7	17580.3	17015.6	20062.2	14377.2	16524
Q9NX00	Q9NX00	TM160_HUMAN	TMEM160	Transmembrane protein 160	21135	24229	25344.9	19008.4	20948.2	18576.9	24347.5	28639.6	26973.3	23083.3	26303.3	25324.9
Q9NX02	Q9NX02	NALP2_HUMAN	NLRP2	"NACHT, LRR and PYD domains-containing protein 2"	6535.67	6853.42	8643.7	7312.9	7833.65	9071.65	10442	12395.8	10105	10581.5	10292.9	10551.1
Q9NX05	Q9NX05	F120C_HUMAN	FAM120C	Constitutive coactivator of PPAR-gamma-like protein 2	8977.43	10750.9	9932.34	10971.4	9534.84	10388.5	9360.59	9404.7	10124.9	9159.33	10076.7	9270.14
Q9NX07	Q9NX07	TSAP1_HUMAN	TRNAU1AP	tRNA selenocysteine 1-associated protein 1	11108.7	11670.5	9188.66	11640	10166.2	12467	12307.6	10820.6	10854	12093.2	13084.5	11974.3
Q9NX08	Q9NX08	COMD8_HUMAN	COMMD8	COMM domain-containing protein 8	7819.59	6894.89	6016.58	6199.98	6604.65	4939.5	6454	5596.91	6973.19	8201.73	6053.46	4930.18
Q9NX14	Q9NX14	NDUBB_HUMAN	NDUFB11	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial"	84820.1	100731	90700.3	115031	128279	91021.5	153811	142278	159916	147523	84853.7	119727
Q9NX18	Q9NX18	SDHF2_HUMAN	SDHAF2	"Succinate dehydrogenase assembly factor 2, mitochondrial"	2401.96	2835.49	3577.45	2787.94	4220.51		5242.76	4021.61	4707.13	4422.77	3657.86	4477.11
Q9NX20	Q9NX20	RM16_HUMAN	MRPL16	"39S ribosomal protein L16, mitochondrial"	36291.3	41368.3	41101	37473.5	40827.1	41198.6	41331	47058.5	42799.7	39395.9	46029.2	45209
Q9NX24	Q9NX24	NHP2_HUMAN	NHP2	H/ACA ribonucleoprotein complex subunit 2	48817.7	38802.4	39535.9	36744.2	37249.6	42711.3	34749.8	31902.6	33381.4	34552.9	42282.7	33893.7
Q9NX40	Q9NX40	OCAD1_HUMAN	OCIAD1	OCIA domain-containing protein 1	152991	164486	171658	192711	176694	154332	212194	173025	187434	214269	177767	211649
Q9NX46	Q9NX46	ADPRS_HUMAN	ADPRS	ADP-ribosylhydrolase ARH3	44624.6	49311.6	45785	55541.4	53741.6	44749	42496.5	38907.2	42250.7	39686.1	38612.5	44301
Q9NX47	Q9NX47	MARH5_HUMAN	MARCHF5	E3 ubiquitin-protein ligase MARCHF5	11241.9	14872.2	17334.2	13282.4	13072.9	20301.1	19272	20787.5	18952.9	22288.9	19621.2	19961.1
Q9NX55	Q9NX55	HYPK_HUMAN	HYPK	Huntingtin-interacting protein K	45669.3	57159	73502	85985.9	92633.1	56289.2	78195.3	52867.8	77089.7	71046.7	60281.2	77084.3
Q9NX58	Q9NX58	LYAR_HUMAN	LYAR	Cell growth-regulating nucleolar protein	13517.9	13636.7	15513.6	14014.9	14176.2	13072.3	12907.7	13768.5	14109.6	13233.7	13713.5	14085.5
Q9NX61	Q9NX61	T161A_HUMAN	TMEM161A	Transmembrane protein 161A	8041.18	8407.29	8898.2	7834.62	7763.74	7338.41	8358.14	8362.76	8088.11	5815.54	9160.76	7015.36
Q9NX62	Q9NX62	IMPA3_HUMAN	BPNT2	"Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase"	46116.2	47697.9	59069.3	58412.7	54574.7	49146.9	53611.7	54653.6	51485.8	56552.3	46593.9	49531.6
Q9NX63	Q9NX63	MIC19_HUMAN	CHCHD3	MICOS complex subunit MIC19	230444	201702	190068	197294	205784	175668	224485	234065	253836	223989	217143	236363
Q9NX70	Q9NX70	MED29_HUMAN	MED29	Mediator of RNA polymerase II transcription subunit 29	18738.7	11187.4	14388.5	14432.1	13234.2	7568.23	14483.6	15228.9	17289.3	15068.8	11088.2	13441
Q9NX74	Q9NX74	DUS2L_HUMAN	DUS2	tRNA-dihydrouridine(20) synthase [NAD(P)+]-like	7473.74	9463.94	8773.9	9472	9337.98	8825.35	8674.41	9107.12	8239.76	8857.73	10084.2	9636.4
Q9NX76	Q9NX76	CKLF6_HUMAN	CMTM6	CKLF-like MARVEL transmembrane domain-containing protein 6	2580.75	4750.21	7068.62	6857.15	7423.32	5608.32	8256.3	5513.99	6795.02	9320.41	4219.8	9287.7
Q9NX78	Q9NX78	TM260_HUMAN	TMEM260	Transmembrane protein 260	2488.75	2783.17	1821.69	1690.79	2012.14	3279.51	3245.18	3664.85	2354.91	2290.83	3522.73	3733
Q9NX94	Q9NX94	WBP1L_HUMAN	WBP1L	WW domain binding protein 1-like	4476.81	3338.63	4146.76	3346.09	2813.49	2991.86	3800.84	3804.36	3791.5	2867.05	3646.05	2808.73
Q9NXA8	Q9NXA8	SIR5_HUMAN	SIRT5	"NAD-dependent protein deacylase sirtuin-5, mitochondrial"	15755.6	14728.3	13629.3	13160.9	13273.7	13432.1	13345.4	13929.3	11139.8	11698.1	15397.3	12308.6
Q9NXB0	Q9NXB0	MKS1_HUMAN	MKS1	Meckel syndrome type 1 protein				2688.14	4720.22	3538.84	2784.23					
Q9NXC2	Q9NXC2	GFOD1_HUMAN	GFOD1	Glucose-fructose oxidoreductase domain-containing protein 1	2343.54		4024.47	3001.78	2251.02	2827.02	2563.06	3220.05		2551.46	2992.42	3843.02
Q9NXC5	Q9NXC5	MIO_HUMAN	MIOS	GATOR complex protein MIOS	19188.9	22798.6	23802.3	25487.4	24736.5	23671.3	20950.8	21729.7	19617	20808.7	20302.1	22513.5
Q9NXD2	Q9NXD2	MTMRA_HUMAN	MTMR10	Myotubularin-related protein 10	6517.81	9074.11	7795.68	7357.63	6655.03	7861.32	7037.16	6651.74	7937.31	8027.34	7989.3	7121.13
Q9NXE4	Q9NXE4	NSMA3_HUMAN	SMPD4	Sphingomyelin phosphodiesterase 4	29626.8	34958	33248.5	25332	26735.7	32545.7	26708.4	31609.9	28249.1	23897.7	30807.1	26382.4
Q9NXE8	Q9NXE8	CWC25_HUMAN	CWC25	Pre-mRNA-splicing factor CWC25 homolog	3528.43	3675.76	4160.13	3796.09	3633.69	3231.82	2757.8	3914.67	3475.86	3358.95	3954.54	4084.21
Q9NXF1	Q9NXF1	TEX10_HUMAN	TEX10	Testis-expressed protein 10	27514.2	33774.5	32783.1	24343.3	27891.2	33726.1	23573.4	31404.7	27725.1	28307.9	28696.4	26222.7
Q9NXF7	Q9NXF7	DCA16_HUMAN	DCAF16	DDB1- and CUL4-associated factor 16	6337.59	7540.54	5549.77	6104.57	5856.4	6167.6	4798.29	5108.74	3220.32	3787.72	5399.34	4203.69
Q9NXF8	Q9NXF8	ZDHC7_HUMAN	ZDHHC7	Palmitoyltransferase ZDHHC7		1037.33	2848.19	1810.48	2273.98	1671.4	3619.96	2578.24	2469.71		2528.81	2543.47
Q9NXG2	Q9NXG2	THUM1_HUMAN	THUMPD1	THUMP domain-containing protein 1	14021.4	13872.8	13767.8	15134.9	13400.5	13738.7	13190.4	11240.6	9837.06	12462.8	16723.7	13217.1
Q9NXG6	Q9NXG6	P4HTM_HUMAN	P4HTM	Transmembrane prolyl 4-hydroxylase	14043.9	14083.2	12985	14331.4	15751	12070.9	16983.8	15819.9	17392.6	17620.7	18433.6	17912
Q9NXH8	Q9NXH8	TOR4A_HUMAN	TOR4A	Torsin-4A	29769.4	33697.8	34790.9	28315	29600.9	31265.1	30051	38962.8	35896.9	31025	33604.6	31099.9
Q9NXH9	Q9NXH9	TRM1_HUMAN	TRMT1	tRNA (guanine(26)-N(2))-dimethyltransferase	16514.2	20409.5	21459.1	18968.2	19856.5	21004.5	20197	22081	19636.4	20229.2	18988.7	19585.4
Q9NXJ5	Q9NXJ5	PGPI_HUMAN	PGPEP1	Pyroglutamyl-peptidase 1	9391.57	13433.3	7840.18	5106.76	12234.8	15610.3	8585.17	8080.73	11894.5	12438.8	17703.7	11927.4
Q9NXL9	Q9NXL9	MCM9_HUMAN	MCM9	DNA helicase MCM9	1376.18	1673.45	1675.66	2014.15	2320.32	1690.29	1934.34	3113.98	3391.03	3069.16	2837.25	
Q9NXN4	Q9NXN4	GDAP2_HUMAN	GDAP2	Ganglioside-induced differentiation-associated protein 2	22323.6	23355.6	20462.6	19029.6	20187.5	26638.3	21732.8	21132.4	19751.8	18039.8	31805.3	21774.4
Q9NXR1	Q9NXR1	NDE1_HUMAN	NDE1	Nuclear distribution protein nudE homolog 1	38356.3	33595.1	34863.5	38969.8	35632.1	32100.3	38992.1	32969.2	34795.7	35728.1	33610.3	37151.5
Q9NXR7	Q9NXR7	BABA2_HUMAN	BABAM2	BRISC and BRCA1-A complex member 2	8088.05	9712.82	11465.7	16597.8	14595.1	11780.1	23209	17094	15965.4	19974.3	18207.5	19001.1
Q9NXS2	Q9NXS2	QPCTL_HUMAN	QPCTL	Glutaminyl-peptide cyclotransferase-like protein	29687.6	37647.5	39718	31888.7	34556.2	34458.4	33063.2	43376.5	36700.8	34192	36934.4	35201.1
Q9NXU5	Q9NXU5	ARL15_HUMAN	ARL15	ADP-ribosylation factor-like protein 15	6417.45	6712.39	6035.85	7433.89	6946.3	6556.53	10606.5	8944.88	9084.85	9696.72	9711.82	9462.25
Q9NXV2	Q9NXV2	KCTD5_HUMAN	KCTD5	BTB/POZ domain-containing protein KCTD5	14432	15585.2	13623.9	15799.4	14318.6	18135.9	19271.8	15986.4	12050.8	16876.8	18212.8	16917.4
Q9NXV6	Q9NXV6	CARF_HUMAN	CDKN2AIP	CDKN2A-interacting protein	16359.2	18925.9	20924.1	23063.1	19395.1	20344.9	19694.8	22333.9	20826.8	20463.7	19655.9	20773.8
Q9NXW2	Q9NXW2	DJB12_HUMAN	DNAJB12	DnaJ homolog subfamily B member 12	7255.57	8827.99	10298.9	8744.04	9383.24	8625.46	8121.46	9327.35	8828.58	9240.29	8105.06	8712.57
Q9NXX6	Q9NXX6	NSE4A_HUMAN	NSMCE4A	Non-structural maintenance of chromosomes element 4 homolog A	5989.25	5740.27	4672.95	5322.82	5109.07	5070.04	7600.63	7234.88	6847.87	8489.52	8305.63	8651.58
Q9NY12	Q9NY12	GAR1_HUMAN	GAR1	H/ACA ribonucleoprotein complex subunit 1	30242.1	41958.9	42887.7	41346.2	41733.6	38557.8	39585.6	50535.7	44452.4	40527.9	38466.4	46166.5
Q9NY26	Q9NY26	S39A1_HUMAN	SLC39A1	Zinc transporter ZIP1	14681.8	16801.5	11681.1	8327.23	10117.8	14799.4	10306	13239	12999.4	10158.7	19615.6	10985.6
Q9NY27	Q9NY27	PP4R2_HUMAN	PPP4R2	Serine/threonine-protein phosphatase 4 regulatory subunit 2	15502.5	15983.9	16038.3	19473.9	18112.8	15375.2	18246.2	14316.9	16962	17315.6	17172.6	17230.3
Q9NY33	Q9NY33	DPP3_HUMAN	DPP3	Dipeptidyl peptidase 3	102211	124797	110781	116716	118897	127520	128574	117593	110599	122367	115880	121198
Q9NY35	Q9NY35	CLDN1_HUMAN	CLDND1	Claudin domain-containing protein 1	8378.61	10614.5	9022.67	6825.7	7932.49	10694.8	9478.07	8815.22	10518.4	8507.23	12513.3	8033.53
Q9NY61	Q9NY61	AATF_HUMAN	AATF	Protein AATF	11485.9	12014	12158.9	12185.2	12558.2	10257	13357.4	9778.84	8587.59	11991.1	10340.8	12334.7
Q9NY64	Q9NY64	GTR8_HUMAN	SLC2A8	"Solute carrier family 2, facilitated glucose transporter member 8"	11621.5	10605.5	9891.13	7052.47	8050.53	9686.02	8832.59	10726	11747.8	9741	12901.8	9029.34
Q9NY93	Q9NY93	DDX56_HUMAN	DDX56	Probable ATP-dependent RNA helicase DDX56	40377.7	44028.5	48408.1	39757.5	42321.9	43707.4	32982.1	38010.1	37848	35242.7	36067.9	32942.4
Q9NY97	Q9NY97	B3GN2_HUMAN	B3GNT2	"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2"	4355.98	4107.85	4364.57	4564.61	3287.29	4280.04	3391.95	2915.13	3062.4	4044.02	3766.02	3634.62
Q9NYB0	Q9NYB0	TE2IP_HUMAN	TERF2IP	Telomeric repeat-binding factor 2-interacting protein 1	19120.5	17423.5	20269.5	22398.2	20593.7	16812.8	20520.9	16755.1	18871.2	19117.2	14937.3	17836.7
Q9NYB9	Q9NYB9	ABI2_HUMAN	ABI2	Abl interactor 2	39339.9	35946.8	37857.1	43706.9	41816.6	37656.9	42410.5	36680.3	39033.3	39198.5	40465.1	41810.7
Q9NYF8	Q9NYF8	BCLF1_HUMAN	BCLAF1	Bcl-2-associated transcription factor 1	113346	98874.9	116306	114263	119580	102876	102422	113142	112101	110555	98208.9	107945
Q9NYG2	Q9NYG2	ZDHC3_HUMAN	ZDHHC3	Palmitoyltransferase ZDHHC3	2278.77	3948.89	5316.04	3252.7	2468.38	3532.08	4669.28	2742.03	1388.87	4109.65	4056.19	4380.93
Q9NYH9	Q9NYH9	UTP6_HUMAN	UTP6	U3 small nucleolar RNA-associated protein 6 homolog	11440.5	10889.9	9894.25	8656.4	9409.3	10737.5	7669.01	9906.97	10140.3	7890.9	9800.29	8899.2
Q9NYI0	Q9NYI0	PSD3_HUMAN	PSD3	PH and SEC7 domain-containing protein 3	50875.5	47588.2	50363.9	48683.1	54581.5	50174.7	41682.1	41917.5	38010.7	40650.2	41172.8	39559.4
Q9NYJ1	Q9NYJ1	COA4_HUMAN	COA4	"Cytochrome c oxidase assembly factor 4 homolog, mitochondrial"	4428.87	1333.22	959.095	2506.15	2088.24	1699.94	6077.61	3775.44	4000.96	5225.89	7482.89	5689.99
Q9NYJ8	Q9NYJ8	TAB2_HUMAN	TAB2	TGF-beta-activated kinase 1 and MAP3K7-binding protein 2	7190.03	7020.03	9064.72	11773.6	10962.8	8112.04	8350.66	8239.52	9171.05	9532.83	8373.29	8977.22
Q9NYK5	Q9NYK5	RM39_HUMAN	MRPL39	"39S ribosomal protein L39, mitochondrial"	36815.5	34770.6	36167.6	37632.5	37261.1	34218.2	43550.5	45170.9	47219.2	43658.6	43087.3	45411.4
Q9NYL4	Q9NYL4	FKB11_HUMAN	FKBP11	Peptidyl-prolyl cis-trans isomerase FKBP11	9695.81	10447.1	11294.7	9107.92	10002.4	8392.95	11356.7	13112.9	14423.7	12868	12239.3	13743.6
Q9NYL9	Q9NYL9	TMOD3_HUMAN	TMOD3	Tropomodulin-3	73474.8	75676.4	77146.7	76042.8	70932	67900	82184	67366.8	72124	74245.2	74303.1	76034
Q9NYM9	Q9NYM9	BET1L_HUMAN	BET1L	BET1-like protein	15627.5	16386.4	8389.09	8999.92	7038.94	12914.5	8238.49	11645.7	11515.2	9052.06	21735.3	7743.04
Q9NYP7	Q9NYP7	ELOV5_HUMAN	ELOVL5	Elongation of very long chain fatty acids protein 5			6748.93	3595.56			7866.78	3623.42	5707.44	10024.8		3605.19
Q9NYQ6	Q9NYQ6	CELR1_HUMAN	CELSR1	Cadherin EGF LAG seven-pass G-type receptor 1	3683.53	3837.72	3368.98	3678.05	4781.78	4384.67	6562.8	5862.59	5512.3	6329.6	6824.46	6677.9
Q9NYR9	Q9NYR9	KBRS2_HUMAN	NKIRAS2	NF-kappa-B inhibitor-interacting Ras-like protein 2	12072	8902.21	11450.5	12652.9	10102.8	9875.88	10159.4	13398.4	11211.6	12190.9	14154.7	10246.2
Q9NYS0	Q9NYS0	KBRS1_HUMAN	NKIRAS1	NF-kappa-B inhibitor-interacting Ras-like protein 1	4821.2	5407.09		6494.14	5233.25	5128.46	5081.39	6531.65	7332.84	6280.93	8127.38	6146.97
Q9NYS7	Q9NYS7	WSB2_HUMAN	WSB2	WD repeat and SOCS box-containing protein 2	2384.13	3692.72	3740.78	2837.45	3090.67	3508.26	4091.73	3652.93	3168.21	4039.76	3072.85	3567.74
Q9NYU1	Q9NYU1	UGGG2_HUMAN	UGGT2	UDP-glucose:glycoprotein glucosyltransferase 2	35875.8	48303.1	49449.8	42238.4	44201.6	44573.8	57774.1	69144.8	67570.4	58825.6	58285.2	60514.8
Q9NYU2	Q9NYU2	UGGG1_HUMAN	UGGT1	UDP-glucose:glycoprotein glucosyltransferase 1	115290	140873	145811	126982	142237	151062	141294	144441	138575	135633	136434	145463
Q9NYV4	Q9NYV4	CDK12_HUMAN	CDK12	Cyclin-dependent kinase 12	7407	6676.74	6010.6	6893.45	5996.63	6726.28	5555.82	5922.97	5893.19	5712.15	6623.38	5893.87
Q9NYV6	A6NIE6;Q9NYV6;Q2M238	RRN3_HUMAN	RRN3	RNA polymerase I-specific transcription initiation factor RRN3	4876.79	4210.27	5046.95	5186.98	5306.04	4431.13	4308.01	4382.11	4450.27	4455.95	4896.18	5018.28
Q9NYY8	Q9NYY8	FAKD2_HUMAN	FASTKD2	"FAST kinase domain-containing protein 2, mitochondrial"	10916.8	11768.3	12474	9644.3	9783.79	11517.5	7801.64	8472.39	8794.24	8469.62	10212.2	9185.18
Q9NYZ1	Q9NYZ1;Q96ET8	TV23B_HUMAN	TVP23B	Golgi apparatus membrane protein TVP23 homolog B	10922.9	10547.5	6711.88	10863.5	6820.71	5453.29	8894.39	13534.7	11625.9	8976.84	10908.3	9257.12
Q9NYZ3	Q9NYZ3	GTSE1_HUMAN	GTSE1	G2 and S phase-expressed protein 1	16510.9	10678.5	12246.9	7901.98	4435.07	5047.21	3803.27	7296.98	8216.45	8388.49	13211.4	3640.74
Q9NZ01	Q9NZ01	TECR_HUMAN	TECR	Very-long-chain enoyl-CoA reductase	49320.7	68850	69498.9	49688.9	54197.8	66576.4	60248.2	80184.3	71240.3	66364.7	62291.8	63592.5
Q9NZ08	Q9NZ08	ERAP1_HUMAN	ERAP1	Endoplasmic reticulum aminopeptidase 1	27974.7	35026.2	31754.6	31351.3	35162.1	36845	29471	30653.1	31139.9	30745.4	28527.4	33320.7
Q9NZ09	Q9NZ09	UBAP1_HUMAN	UBAP1	Ubiquitin-associated protein 1	14455.2	16546.2	15143.5	17982.8	18249.8	16283	15676.2	11814.2	14734.4	15840.8	15306.3	14378.8
Q9NZ32	Q9NZ32	ARP10_HUMAN	ACTR10	Actin-related protein 10	32591.8	49567.6	43460	40990.1	40791.5	46488.5	45389.5	41380.2	45722.8	45623.4	37858.6	41919.9
Q9NZ42	Q9NZ42	PEN2_HUMAN	PSENEN	Gamma-secretase subunit PEN-2	3978.43	2733.99			1462.2	3088.83	1202.31			1075.96	7888.65	2600.21
Q9NZ43	Q9NZ43	USE1_HUMAN	USE1	Vesicle transport protein USE1	18309.9	18927.2	20115.1	17878	18685.5	17337.8	17119.9	18644.5	18041.7	17194.9	16073.8	17006.6
Q9NZ45	Q9NZ45	CISD1_HUMAN	CISD1	CDGSH iron-sulfur domain-containing protein 1	12416.6	12775.5	20409.4	15143.1	16307.4	16003.9	18592.8	18222.9	23934.8	23643.1	19783.3	19513
Q9NZ52	Q9NZ52	GGA3_HUMAN	GGA3	ADP-ribosylation factor-binding protein GGA3	8673.86	9107.13	7769.46	8256.31	8699.96	8258.58	8170.99	8007.28	9153.37	8255.82	8837.9	7950.31
Q9NZ53	Q9NZ53	PDXL2_HUMAN	PODXL2	Podocalyxin-like protein 2	4269.7	7484.36	8001.05	9013.53	9836.81	6697.84	11881.3		7537.42	8652.27	7696.25	9594.31
Q9NZ56	Q9NZ56	FMN2_HUMAN	FMN2	Formin-2	11677.1	12091.9	11992.8	13700.3	10930.2	11871.5	9883.85	7574.99	10309.5	11019.3	12811.1	14182
Q9NZ63	Q9NZ63	TLS1_HUMAN	C9orf78	Telomere length and silencing protein 1 homolog	6151.61	6181.47	9020.83	9225.34	8460.13	7476.65	8680.1	7472.38	6595.54	8560.57	7889.29	8212.45
Q9NZB2	Q9NZB2	F120A_HUMAN	FAM120A	Constitutive coactivator of PPAR-gamma-like protein 1	66470.9	70247.3	70515.9	68140.1	71437.6	72857.5	69078.5	66827.3	64300.6	67315.3	69740.1	71058
Q9NZC3	Q9NZC3	GDE1_HUMAN	GDE1	Glycerophosphodiester phosphodiesterase 1	31770.2	27650	32575.2	28865.4	26487.4	29896.3	27377.5	24429.3	27254	32449.2	36682.6	31000.3
Q9NZC7	Q9NZC7	WWOX_HUMAN	WWOX	WW domain-containing oxidoreductase	4624.84	4139.04	2973.97	3606.91	3430.28	3809.99	3972.25	5584.13	5617.4	3878.73	5804.91	4970.88
Q9NZC9	Q9NZC9	SMAL1_HUMAN	SMARCAL1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1	3496.77	4287.43	3373.75	3705.95	2880.79	3380.45	3040.9	2903.54	3591.47	3297.3	3749.24	3441.66
Q9NZD2	Q9NZD2	GLTP_HUMAN	GLTP	Glycolipid transfer protein	23985.8	27540.4	36142	35584.4	36805.9	28712.4	28194	33248.8	30666.2	34633	20536.6	30565
Q9NZD8	Q9NZD8	SPG21_HUMAN	SPG21	Maspardin	11515.6	12167.8	13419.5	13228.4	12285.8	11311.3	14392.4	14755.5	17214.9	17764.7	12916.9	14984.9
Q9NZE8	Q9NZE8	RM35_HUMAN	MRPL35	"39S ribosomal protein L35, mitochondrial"	18538.2	9851.09	9362.7	12661.8	6500.52	14483.2	14934.5	12509.4	7766.2	11262		16698.9
Q9NZH0	Q9NZH0	GPC5B_HUMAN	GPRC5B	G-protein coupled receptor family C group 5 member B	12161.5	9685.25	10981.9	11996.8	10267.2	11097.7	9663.68	12548.9	10570	9898.79	11413.7	11243
Q9NZH8	Q9NZH8	IL36G_HUMAN	IL36G	Interleukin-36 gamma	8732.86							3368.93				
Q9NZI7	Q9NZI7	UBIP1_HUMAN	UBP1	Upstream-binding protein 1	7971.02	7913.17	9322.68	12285.9	10748.8	9800.41	8253.06	6262.22	5851.13	7311.53	7025.95	8050.89
Q9NZI8	Q9NZI8	IF2B1_HUMAN	IGF2BP1	Insulin-like growth factor 2 mRNA-binding protein 1	34259.1	33975.6	31352.3	28767.6	32040.2	35606.8	58532.4	52535.3	50047	52664.4	65618.4	54636.2
Q9NZJ4	Q9NZJ4	SACS_HUMAN	SACS	Sacsin	28948	36894.5	35631.3	34462.9	35208.9	36755.7	41757	44837.9	42040.8	42124.2	41929.4	41232
Q9NZJ5	Q9NZJ5	E2AK3_HUMAN	EIF2AK3	Eukaryotic translation initiation factor 2-alpha kinase 3	8751.74	10415.3	8381.06	7334.01	7024.45	9878.25	8334.31	10058.3	10745.6	9185.21	10298.3	9610.02
Q9NZJ6	Q9NZJ6	COQ3_HUMAN	COQ3	"Ubiquinone biosynthesis O-methyltransferase, mitochondrial"	5180.29	6039.16	5379.68	5881.18	4694.07	5002.32	6387.71	4820.72	5645.49	5646.6	6888.16	6039.81
Q9NZJ7	Q9NZJ7	MTCH1_HUMAN	MTCH1	Mitochondrial carrier homolog 1	48762.4	65739.8	49148.2	34308	46936.1	64181.2	52406.4	63728.2	54853.7	55651.4	61688.9	57953.4
Q9NZJ9	A0A024RBG1;Q9NZJ9	NUDT4_HUMAN	NUDT4	Diphosphoinositol polyphosphate phosphohydrolase 2	60420.6	68321.2	74715.6	78754.5	77993.7	72804.3	65783.4	52905	58029.4	70690	48932.5	60203.3
Q9NZL4	Q9NZL4	HPBP1_HUMAN	HSPBP1	Hsp70-binding protein 1	19413.1	20807.6	24425.8	24054.4	22777.5	19224.3	22878.6	19733.6	22888.5	25967.8	20222.1	23114.3
Q9NZL6	Q9NZL6	RGL1_HUMAN	RGL1	Ral guanine nucleotide dissociation stimulator-like 1	2737.22	2567.31	2496.87		2099.3	2996.9		1962.42	2731.74	2285.78	2783.02	1749.54
Q9NZL9	Q9NZL9	MAT2B_HUMAN	MAT2B	Methionine adenosyltransferase 2 subunit beta	21126.9	28507.9	44757.4	54028.8	50089.6	29008.7	41436.5	35305.7	40318.7	39522.6	27039.5	43364.7
Q9NZM1	Q9NZM1	MYOF_HUMAN	MYOF	Myoferlin	209733	232892	264315	211745	227977	245337	232693	258855	243656	248349	247147	251328
Q9NZM3	Q9NZM3	ITSN2_HUMAN	ITSN2	Intersectin-2	7113.25	5750.39	7256.36	7705.55	7342.61	6957.38	8168.2	7616.03	8045.81	8192.83	7737.63	8375.23
Q9NZM4	Q9NZM4	BICRA_HUMAN	BICRA	BRD4-interacting chromatin-remodeling complex-associated protein	2315.02	2196.35	1511.53	1801.34	1800.63	2312.51	1573.25	1750.39	1996.16	2435.42	1929.56	2358.59
Q9NZM5	Q9NZM5	NOP53_HUMAN	NOP53	Ribosome biogenesis protein NOP53	16238.7	13833.1	13324	12515.1	14943.3	12604.7	12220.8	14426.2	14953.6	14434.2	15698.5	14636.8
Q9NZM6	Q9NZM6	PK2L2_HUMAN	PKD2L2	Polycystic kidney disease 2-like 2 protein	22890.3	20550.7	19626.4	23261.3	19698	23715.8	33268.1		7918.5	8233.76	25836.6	19121.9
Q9NZN1	Q9NZN1	IRPL1_HUMAN	IL1RAPL1	Interleukin-1 receptor accessory protein-like 1	364.267	963.157	2791.02	6272.14	3852.56	1014.78	6596.43	4734.79	5434.25	5719.08	3638.17	2986.14
Q9NZN3	Q9NZN3	EHD3_HUMAN	EHD3	EH domain-containing protein 3	13227.7	12330.5	15016.9	17576.2	16098.4	14559.4	9605.79	8660.65	7822.93	8219.53	9278.85	9473.91
Q9NZN4	Q9NZN4	EHD2_HUMAN	EHD2	EH domain-containing protein 2	55029.6	63869.1	70315	72982.9	73390.5	69930.7	49345.2	42314	44493.5	51212	48790.1	52500.5
Q9NZN5	Q9NZN5	ARHGC_HUMAN	ARHGEF12	Rho guanine nucleotide exchange factor 12	20235.1	18055.5	18584.3	20671.7	18419	18247.5	17051.5	15351.6	15592.9	17031	17244.5	17164.4
Q9NZN8	Q9NZN8	CNOT2_HUMAN	CNOT2	CCR4-NOT transcription complex subunit 2	16641.1	11543.3	19500.2	23786.9	22419	13697.5	21880.5	16953.8	18066.3	21551	14256.1	21638
Q9NZP8	Q9NZP8	C1RL_HUMAN	C1RL	Complement C1r subcomponent-like protein			1465.86	1586.32	2024.31	1739.45	1654.87	1514.86	1964.53	2197.43	1835.29	1808.6
Q9NZQ3	Q9NZQ3	SPN90_HUMAN	NCKIPSD	NCK-interacting protein with SH3 domain	10019.2	11690.9	11271.6	11943.5	10789.2	11208	12615.1	10460.9	9995.28	11931.8	11332.8	13112.8
Q9NZQ7	Q9NZQ7	PD1L1_HUMAN	CD274	Programmed cell death 1 ligand 1	8412.24	8677.03	8799.47	8136.72	11345.1	6293.27	16978	14013.2	14371.7	14197	11525.1	14336.4
Q9NZR1	Q9NZR1	TMOD2_HUMAN	TMOD2	Tropomodulin-2	20723.9	18627.8	22837.5	24172.5	24351	18998.5	33504.8	26783.6	25668.1	28266.6	30895	31873.7
Q9NZR2	Q9NZR2	LRP1B_HUMAN	LRP1B	Low-density lipoprotein receptor-related protein 1B	6646.14	8454.18	5283.63	5710.6	5739.77	7496.5	5131.98	4028.29	4913.96	3272.08	6623.4	4890.13
Q9NZT1	Q9NZT1	CALL5_HUMAN	CALML5	Calmodulin-like protein 5	151816	6068.65	8671.68	7456.16	3723.61		5038.23	29160	4873.63	5459.74	6373.05	7108.59
Q9NZT2	Q9NZT2	OGFR_HUMAN	OGFR	Opioid growth factor receptor	39210.7	38729.9	34779.3	39806.8	38482.1	36716.2	29239.1	26658.8	27947.2	28645.2	31793.7	32288.9
