Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_control_75ng_3-2-2024_Slot2-13_13150.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_control_75ng_3-2-2024_Slot2-14_13151.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_control_75ng_3-2-2024_Slot2-15_13152.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_infected_75ng_3-2-2024_Slot2-16_13153.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_infected_75ng_3-2-2024_Slot2-17_13154.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_infected_75ng_3-2-2024_Slot2-18_13155.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_w_virus_75ng_3-2-2024_Slot2-19_13156.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_w_virus_75ng_3-3-2024_Slot2-20_13157.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_w_virus_75ng_3-3-2024_Slot2-21_13158.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_control_75ng_3-2-2024_Slot1-02_13141.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_control_75ng_3-2-2024_Slot1-03_13142.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_control_75ng_3-2-2024_Slot2-01_13140.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_infected_75ng_3-2-2024_Slot1-04_13143.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_infected_75ng_3-2-2024_Slot1-05_13144.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_infected_75ng_3-2-2024_Slot1-06_13145.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_w_virus_75ng_3-2-2024_Slot1-07_13146.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_w_virus_75ng_3-2-2024_Slot1-08_13147.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_w_virus_75ng_3-2-2024_Slot1-09_13148.d
Q9H6X2	Q9H6X2	ANTR1_HUMAN	ANTXR1	Anthrax toxin receptor 1	8764.79	9421.02	10234.4	8829.35	10011.2	8603.46	5698.3	6689.39	7900.45	74886.9	54094.5	7197.34	43404.4	58967.6	49552.4	38528.6	48111.9	45896.6
Q9H6Y2	Q9H6Y2	WDR55_HUMAN	WDR55	WD repeat-containing protein 55	4157.55	4040.62	4076.02	5198.84	6143.64	5755.38	7804.29	7747.52	7551.39	6249.28	6646.18	6492.09	5621.35	6165.33	6783.05	7818.17	8032.93	6551.5
Q9H6Y7	Q9H6Y7	RN167_HUMAN	RNF167	E3 ubiquitin-protein ligase RNF167		2508.71	3115.96	5245.95	3645.37	5843.93	6573.66	10292	9506.58	21589.5	27275.2	3988.82	26793.4	25660.6	16694.4	14959.2	19000	24198.1
Q9H6Z4	Q9H6Z4	RANB3_HUMAN	RANBP3	Ran-binding protein 3	8482.35	7713.17	8076.53	9712.51	10210.6	9371.11	21694.2	25251.2	23204.8	16174.6	19738.3	9951.21	19352.5	20362.4	16709.5	21289.9	21353.7	19890.2
Q9H6Z9	Q9H6Z9	EGLN3_HUMAN	EGLN3	Prolyl hydroxylase EGLN3	5680.38	7347.1	6117.53	4847.09	6899.89	4354.6						3026.05						
Q9H720	Q9H720	PG2IP_HUMAN	CWH43	PGAP2-interacting protein	5381.33	5518.51	5434.24	5082.82	5242.53	6490.12	3227.03	3150			6857.34	2385.98		5591.59	6082.86	4542.42	4076.45	5338.38
Q9H765	Q9H765	ASB8_HUMAN	ASB8	Ankyrin repeat and SOCS box protein 8	3486.91	2639.93	3954.5	4665.07	4346.54	4366.2	4234.62	3568.72		2961.04	5824.5	3765.99	3184.07	3472.59		2528.09	4009.84	4633.84
Q9H773	Q9H773	DCTP1_HUMAN	DCTPP1	dCTP pyrophosphatase 1	11018.8	7684.68	3539.04	3769.16	5298.31	5990.52	32727.6	20665.3	19776.2	20047.6	23935.4	3786.81	25913	21039.8	23980	37062.9	37243.6	34217.6
Q9H777	Q9H777	RNZ1_HUMAN	ELAC1	Zinc phosphodiesterase ELAC protein 1							4342.79	6767.99	6140.81	2880.61	2781.83		2716.66	2153.36		1504.13	1798.05	3491.36
Q9H788	Q9H788	SH24A_HUMAN	SH2D4A	SH2 domain-containing protein 4A	15408.4	15303.8	15663.8	14251.9	14530.5	14065	10138.5	10477	8569.64			13723.3						
Q9H792	Q9H792	PEAK1_HUMAN	PEAK1	Inactive tyrosine-protein kinase PEAK1	25387.3	22222.3	26916.7	25670.6	25021.8	26114.7	14771.9	13330.4	15954.9	9765.61	13546.4	21699	8965.68	10177.8	8704.71	5865.36	8225.28	7426.43
Q9H7B2	Q9H7B2	RPF2_HUMAN	RPF2	Ribosome production factor 2 homolog	30610.1	29233.2	31358.6	29427.4	26250	31442	60493.1	48445	50479.4	31585.8	31390	38934.7	29137	29525.4	32062.8	36515.4	36345.7	39617.3
Q9H7B4	Q9H7B4	SMYD3_HUMAN	SMYD3	Histone-lysine N-methyltransferase SMYD3	14608.9	14422.3	14440.9	14033.4	15814.5	14484.7	11899.4	10046.6	8700.41	10402.1	14035.1	13964.7	13813.3	13081.3	12401.7	13931.1	13981.6	15278
Q9H7C4	Q9H7C4	SYNCI_HUMAN	SYNC	Syncoilin	12157.6	11926.2	12906.9	12946.4	14566.9	13308	17064.9	18358.5	18373.1			8671.96						
Q9H7C9	Q9H7C9	AAMDC_HUMAN	AAMDC	Mth938 domain-containing protein	3453.46	3417.81	2918.22	3302.45	3562.5	3317.02	25395	35944.8	38907.6	10037.8	10048.1	3003.38	9240.58	10238.6	10667.1	10916	10150.5	9917.67
Q9H7D0	Q9H7D0	DOCK5_HUMAN	DOCK5	Dedicator of cytokinesis protein 5	18601.5	19323.6	20244.1	19761.6	19028.8	19604.5	16069.8	16942.9	14748.3	18619.9	18693.7	19310.4	18966.6	17481	19589.2	16566.8	15961.8	17593.7
Q9H7D7	Q9H7D7	WDR26_HUMAN	WDR26	WD repeat-containing protein 26	12511.3	10789.9	13512.2	14303.6	15539.8	14340.7	15202	15394	14627.9	19568.1	20686.3	10742.1	18824	22617.9	22844.2	19007.8	19182.9	19408.7
Q9H7E2	Q9H7E2	TDRD3_HUMAN	TDRD3	Tudor domain-containing protein 3	3989.73	3004.05	3478.28	4042.22	1797.58	3605.77	4204.56	3940.03	4033.19	4951.28	3747.18	4125.45	3655.52	3717.78	4218.64	3662.19	3741.1	3841.19
Q9H7E9	Q9H7E9	CH033_HUMAN	C8orf33	UPF0488 protein C8orf33	18101	14120.9	16723.7	17068.9	16797.7	17669.6	25434.7	24171.8	26613.3	11064.4	8300.04	19839.8	6025.12	8018.8	9199.18	10142	13855.2	13358
Q9H7F0	Q9H7F0	AT133_HUMAN	ATP13A3	Polyamine-transporting ATPase 13A3	6897.78	7522.11	6557.98	6177.84	7936.89	6737.66	3814.98	4878.49	4704.82	2095.71	4060.35	6573.5		1773.2			3158.16	2866.49
Q9H7F4	Q9H7F4;Q8NFB2	T185B_HUMAN	TMEM185B	Transmembrane protein 185B	7116.53	5352.18	7412.08	6827.25	5110.55	6738.89	5127.91	3231.65	6774.41	8068.6	4486.52	6233.82	4754.11	6158.98	6103.28	6552.03	5007.67	5137.34
Q9H7H0	Q9H7H0	MET17_HUMAN	METTL17	Methyltransferase-like protein 17, mitochondrial	3315.28	4564.33	4018.1	3559.04	4394.97	3855	4675.03	4170.55		5694.52	5166.18	4241.54	6048.73	5527.9	5169.99	5001.55	5953.29	5375.67
Q9H7J1	Q9H7J1	PPR3E_HUMAN	PPP1R3E	Protein phosphatase 1 regulatory subunit 3E			6702.4				1644.36	12227.1		8367.17	11289.4		11032.9	9279.69	8945.57	8959.37	10051.7	9027.27
Q9H7L9	Q9H7L9	SDS3_HUMAN	SUDS3	Sin3 histone deacetylase corepressor complex component SDS3	4068.55	3712.52	1974.58	3511.54	3832.75	2928.28	5006.68			7286.94	5534.07	4165.91	4985.05	6578.52	5090.35	6455.45	6349.62	5016.1
Q9H7M6	Q9H7M6	ZSWM4_HUMAN	ZSWIM4	Zinc finger SWIM domain-containing protein 4			3742.66		3116.83													
Q9H7M9	Q9H7M9	VISTA_HUMAN	VSIR	V-type immunoglobulin domain-containing suppressor of T-cell activation										31816.9	30456.9		34881.3	31183.4	34025.2	24689.8	28392.8	31876.9
Q9H7N4	Q9H7N4	SFR19_HUMAN	SCAF1	Splicing factor, arginine/serine-rich 19	4826.74	4526.61	5192.35	3603.31	4252.21	4999.97	6386.55	6741.75	6025.49	5014.26	4481.8	8285.98	4187.39	3987.98	4245.5	3892.5	4068.97	3736.06
Q9H7P6	Q9H7P6	MB12B_HUMAN	MVB12B	Multivesicular body subunit 12B		3074.21	2554.79	2598.37	1892.16	2237.38	2378.69	2937.48	2439.3		743.562	2781.41						
Q9H7P9	Q9H7P9	PKHG2_HUMAN	PLEKHG2	Pleckstrin homology domain-containing family G member 2	10166.7	10038	9815.59	11152.1	9632.3	11203.9	7223.81	9455.23	8752.47	6428.62	5979.78	7974.36	5193.8	5174.64	5015.67	4405.15	4260.9	3582.99
Q9H7S9	Q9H7S9;Q96F45	ZN703_HUMAN	ZNF703	Zinc finger protein 703	2223.91	3568.08	3108.64	2271.58	2749.34	2144.16	1933.04		1802.28			1444.07						
Q9H7X7	Q9H7X7	IFT22_HUMAN	IFT22	Intraflagellar transport protein 22 homolog	4986.43	5068.67	6245.72	5750.11	6708.55	5174.88	10522.4	17841.2	15606.9		2165.23	3861.02					2747.14	
Q9H7Z3	Q9H7Z3	NRDE2_HUMAN	NRDE2	Nuclear exosome regulator NRDE2	2319.93	3209.36	2382.26	2535.43	2670.01	2499.69	2071.7		2919.21	1881.21	2886.17	2299.74	2227.13	2286.24		2419.83	2350.17	2798.47
Q9H7Z6	Q9H7Z6	KAT8_HUMAN	KAT8	Histone acetyltransferase KAT8			3654.79	5079.19	4045.95		4929.37	7135.18		5596.95	5702.89	5794.28	7316.82	5797.4	6792.69	8466.47	8313.08	8967.85
Q9H7Z7	Q9H7Z7	PGES2_HUMAN	PTGES2	Prostaglandin E synthase 2	28397.8	29039.6	22934.7	25658.3	24986.6	24581	29463.8	26805.8	25547.7	21076.6	22404.1	28310.1	24543.7	20391	23743.7	22062	22953.7	22585.3
Q9H813	Q9H813	PACC1_HUMAN	PACC1	Proton-activated chloride channel	8511.49	8216.49	8824.45	6596.37	4896.1	9028.4	4346.72	9969.89	14534.1	7540.49	8317.66	6401.6	4869.76	8100.11	4727.84	4560.66	5192.16	5472.85
Q9H814	Q9H814	PHAX_HUMAN	PHAX	Phosphorylated adapter RNA export protein	7683.79	7610.91	6991.83	7327.77	6652.65	7148.07	15660.2	17301	18564.8	8157.18	7161.29	7790.32	6303.29	7090.73	5372.37	7472.9	8167.41	6317.2
Q9H832	Q9H832	UBE2Z_HUMAN	UBE2Z	Ubiquitin-conjugating enzyme E2 Z	55368.1	48691.6	51059.5	48096.7	51830.3	48869.6	52156.8	42586.2	42036.2	17000.2	26535.4	42368.9	27635.9	24537.6	20207.6	25651.7	25626.8	23974.9
Q9H840	Q9H840	GEMI7_HUMAN	GEMIN7	Gem-associated protein 7		3025.59	2310.38															
Q9H845	Q9H845	ACAD9_HUMAN	ACAD9	Complex I assembly factor ACAD9, mitochondrial	24065.1	25294.4	25119.5	24432	24304.7	26173.5	27171.6	25283.5	21414.2	34488.5	33919.8	31334.1	36741.7	32403.4	36604.1	38190.1	39144.9	37153.2
Q9H853	Q9H853	TBA4B_HUMAN	TUBA4B	Putative tubulin-like protein alpha-4B	310256	156216	136139	189578	197715	379346	464229	613598	572164	260144	204162	280566	229860	212328	233371	203058	224702	171236
Q9H857	Q9H857	NT5D2_HUMAN	NT5DC2	5'-nucleotidase domain-containing protein 2	40049.3	43192.2	40477.9	38296.7	40971.1	39593.8	24454.6	22520.7	23485.1	15769.7	17981.9	37800.7	16294.9	14311.8	18754	16300.4	18218.6	17403.9
Q9H867	Q9H867	MT21D_HUMAN	VCPKMT	Protein N-lysine methyltransferase METTL21D	1495.83	1698.45	1712.01	2255.43	1915.48	1732.77	2496.07	2865.79	2824.73	3581.17	1727.52	1090.28	3269.77	1880.1	2522.84	2205.97	2444.54	2403.3
Q9H871	Q9H871	RMD5A_HUMAN	RMND5A	E3 ubiquitin-protein transferase RMND5A	9254.68	12477.8	8046.31	8287.28	9739.34	5890.03	5807.89	4647.14	4319.33	19964.9	21635.9	6956.4	20252.4	17899.7	27130.5	18809	19178.3	22446.2
Q9H892	Q9H892	TTC12_HUMAN	TTC12	Tetratricopeptide repeat protein 12	2504.88	2959.33	1800.33	1669.55	2057.47	2940.89	1944.04	954.94				2856.43						
Q9H8G2	Q9H8G2	CAAP1_HUMAN	CAAP1	Caspase activity and apoptosis inhibitor 1	3580.47	3408.07	4025.61	4138.74	4702.6	4283.09	4841.14	7659.07	4155.39	3126.43	3526.49	5138	2082.24	3723.12	2753.8	5854.4	2507.57	3353.22
Q9H8H0	Q9H8H0	NOL11_HUMAN	NOL11	Nucleolar protein 11	19833.4	19878.3	20626	20536	22011.4	19999.1	16401.5	18674.1	18688.8	17557.4	14051.7	22770.3	16677.2	14742.6	13967.5	18275.7	18445.8	18916.6
Q9H8H2	Q9H8H2	DDX31_HUMAN	DDX31	Probable ATP-dependent RNA helicase DDX31	8488.23	4940.33	5975.96	8518.55	6497.72	8542.46	7190.93	7322.04	8668.44	4537.28	5522.42	9788.69	4988.75	5209.21	5254.36	7017.65	6808.73	7102.72
Q9H8H3	Q9H8H3	MET7A_HUMAN	METTL7A	Putative methyltransferase-like protein 7A	14923.3	20249.8	21679.3	13149.7	15459	15185.9	15248.5	9060.57	12237.4	8313.53	12458.2	7370.86	12507.7	8822.61	8457.72	12479.5	12897.4	14264
Q9H8K7	Q9H8K7	PAAT_HUMAN	PAAT	ATPase PAAT	3718.33	4539.83	4509.82	5031.05	4528.14	4289.02	4104.72	8860.22		5710.79	4926.58	5290.63	3059.84	4078.17	4058.55	4180.57	2834.47	4167.22
Q9H8M1	Q9H8M1;Q96MF6	CQ10B_HUMAN	COQ10B	Coenzyme Q-binding protein COQ10 homolog B, mitochondrial	2757.28	4303.38	3027.02	3003.65	2779.26	3065.08	3934.89	3960.16	4781.68	2831.12	3405.64	2724.61	3259.47	3473.24	3923.57	3792	3908.32	3342.01
Q9H8M2	Q9H8M2	BRD9_HUMAN	BRD9	Bromodomain-containing protein 9	4506.52	5620.58	4806.99	7887.25	4613.96	4819.01			16645.3	7297.78	3944.2	7377.49	3297.53		3243.38	3900.82		3784.19
Q9H8M5	Q9H8M5	CNNM2_HUMAN	CNNM2	Metal transporter CNNM2	1965.15	2892.69	1900.32	2303.36	1882.82	2520.1	2409.96	1736.35	2647.55			1511.27						
Q9H8M7	Q9H8M7	MINY3_HUMAN	MINDY3	Ubiquitin carboxyl-terminal hydrolase MINDY-3	7042.93	7323.51	5823.49	6093.31	7458.06	6881.82	6456.38	5811.67	6016.88	5420.35	5011.81	4766.95	3459.05	3372.17	2424.5	3652.61	3384.44	3770.77
Q9H8M9	Q9H8M9	EVA1A_HUMAN	EVA1A	Protein eva-1 homolog A	10331.4	7013.04	6885.46	10477.8	10804.4	9735.19	7866.77	10077.8	10198.5			7808.04						
Q9H8T0	Q9H8T0	AKTIP_HUMAN	AKTIP	AKT-interacting protein	10892.5	29554.1	16959.7	4520.09	7731.76	5312.98	7552.46	5085.98	2510.47			5118.01			3941.63			
Q9H8V3	Q9H8V3	ECT2_HUMAN	ECT2	Protein ECT2	775.39		1224.16	733.965								2036.11						
Q9H8W4	Q9H8W4	PKHF2_HUMAN	PLEKHF2	Pleckstrin homology domain-containing family F member 2	4681.05	4460.13	5058.62	4521.5	4454.58	5360.57	6894.31	4514.11	7520.91	41137.4	47702.5	5131.44	42920.4	43076.6	40490.4	33399.2	34341	35550.3
Q9H8Y5	Q9H8Y5	ANKZ1_HUMAN	ANKZF1	Ankyrin repeat and zinc finger domain-containing protein 1	10061.3	10215.5	6845.96	9841.77	8558.41	8467.46	4882.8			7374.26	6260.65	5942.6	6432.6	6194.63	6028.92	7783.56	7262.5	7590.23
Q9H8Y8	Q9H8Y8	GORS2_HUMAN	GORASP2	Golgi reassembly-stacking protein 2	48963.3	49325.5	42904.3	44842.7	44968.5	42773.4	35254.2	38324.1	40268.1	36802.9	39940.8	40833.1	37621	37238.9	38201	31985.1	35181.3	30739.6
Q9H900	Q9H900	ZWILC_HUMAN	ZWILCH	Protein zwilch homolog	4290.23	3014.64	4049.21	2713.48	3568.95	3429.35	4736.85	4149.67	3754.82		1808.29	8967.26	1704.56	2211.81	1407.19	3826.32	2608.14	2144.71
Q9H910	Q9H910	JUPI2_HUMAN	JPT2	Jupiter microtubule associated homolog 2	3089.6	3406.32	2785.45	2187.86	3531.21	2120.08	61988.5	92758.7	100531	28849.8	31488.2	2682.59	31598.6	35026.1	26201.7	31575.4	32194.4	31574.1
Q9H920	Q9H920	RN121_HUMAN	RNF121	RING finger protein 121	3671.46	5142.84	3916.29	4733.65	4980.44	3601.94	1396.04	868.979	1192.96			1512.09		942.904		1119.71	662.306	845.439
Q9H936	Q9H936	GHC1_HUMAN	SLC25A22	Mitochondrial glutamate carrier 1	36090.1	26521.1	23815.6	35647.7	29752.6	35148.9	32685.6	32074.5	30438.3	20335.8	18555.9	30010.7	17817.3	14916.7	15216.2	17500.2	18798.1	17002.6
Q9H939	Q9H939	PPIP2_HUMAN	PSTPIP2	Proline-serine-threonine phosphatase-interacting protein 2	15569.2	13372.7	14750.3	20022.4	15370.3	19145.6	16814.9	15463.6	14957.5	139177	170029	13960	160879	172814	143628	121150	136446	139065
Q9H944	Q9H944	MED20_HUMAN	MED20	Mediator of RNA polymerase II transcription subunit 20	10555.6	8776.31	8835.72	10311.8	8070.67	10121.4	8859.59	13847.6	15469.2	8339.81	8241.32	11581.4	9297.12	8797.21	7637.21	10750	10094.7	9455.85
Q9H967	Q9H967	WDR76_HUMAN	WDR76	WD repeat-containing protein 76		771.566								2915.41	3867.56	5016.09	1915.96	3958.21	2622.79	4633.96	3971.45	5717.96
Q9H974	Q9H974	QTRT2_HUMAN	QTRT2	Queuine tRNA-ribosyltransferase accessory subunit 2	7519.23	7473.58	7302.15	8890.37	6949.1	8473.94	6609.26	6813.62	5588.55	4984.78	3951.93	7090.84	3219.27	4954.16	4602.69	5336.65	5666.83	5452.85
Q9H977	Q9H977	WDR54_HUMAN	WDR54	WD repeat-containing protein 54	5355.46	4953.52	6269.03	7262.58	7413.93	7711.21	7603.82	11419.3	11268.2			4816.22						
Q9H981	Q9H981	ARP8_HUMAN	ACTR8	Actin-related protein 8	3684.53	4672.1	3365.77	3710.03	3404.57	4008.19	4952.83	4080.81	4587.77	4058.42	4113.22	6076.78	3490.34	3579.61	5206.55	4620.75	4614.72	4687.2
Q9H987	Q9H987	SYP2L_HUMAN	SYNPO2L	Synaptopodin 2-like protein	969.611	1718.3	1266.74	1686.9	2142.15	1007.82	2356.42	2458.55	2164.23			1550.92	1260.1				998.147	
Q9H992	Q9H992	MARH7_HUMAN	MARCHF7	E3 ubiquitin-protein ligase MARCHF7	2201.71	2552.38	1507.89	2299.8	1831.07	2020.04						3295.37			1184.51		480.482	
Q9H993	Q9H993	ARMT1_HUMAN	ARMT1	Damage-control phosphatase ARMT1	23891	24859	27283.8	24910.5	25360.1	24551.8	22103.3	20997	24892.2	16970.5	14125.8	23633.2	14922.1	16894.6	16520.4	15273.2	12893.8	15360.6
Q9H999	Q8TE04;Q9H999	PANK3_HUMAN	PANK3	Pantothenate kinase 3	3559.26	4604.39	4689.19	6478.81	6031.37	4832.95	3601.34	3638.41	4269.27	2540.58	2039.37	4214.14	2015.94	1490.02	2055.56	1883.12	2337.76	2517.09
Q9H9A5	Q9H9A5	CNO10_HUMAN	CNOT10	CCR4-NOT transcription complex subunit 10	11472.6	12245.1	11136.8	12108.6	11629.5	12235.4	6990.45	8206.85	7420.09	10314.8	10030.2	11213.9	11215.1	9178.84	8779.93	9257.16	8980.95	8532.64
Q9H9A6	Q9H9A6	LRC40_HUMAN	LRRC40	Leucine-rich repeat-containing protein 40	40186.1	35388.9	41901.9	44218.8	40522.6	40642.4	36514.7	34186.5	34438.8	18894.8	19625	41598.2	18995.1	19168.4	20238.3	21488.8	21766.8	22688.6
Q9H9B1	Q9H9B1	EHMT1_HUMAN	EHMT1	Histone-lysine N-methyltransferase EHMT1	9049.52	9715.66	8137.34	8457.13	9565.34	8055.26	5644.32	5389.75	6289.06	9058.8	8616.06	16072.5	7712.4	8548.13	9271.25	9213.91	8427.96	9189.28
Q9H9B4	Q9H9B4	SFXN1_HUMAN	SFXN1	Sideroflexin-1	230404	229489	203801	210349	177409	205434	187038	140913	142008	159116	171509	192292	157355	142292	165053	167300	152214	155355
Q9H9C1	Q9H9C1	SPE39_HUMAN	VIPAS39	Spermatogenesis-defective protein 39 homolog	28227.9	27949.5	28569.6	27178	29522.3	30411.4	24554.9	20226.4	19953.7	23675.3	23700.9	23238.2	21843.8	22239.9	20391.1	21727.6	19506.5	20580
Q9H9E3	Q9H9E3	COG4_HUMAN	COG4	Conserved oligomeric Golgi complex subunit 4	23292.8	25276.6	26569.3	23848.7	26617.1	23360.9	15810.2	16490.7	14843.4	16120.4	17888	21280.7	16989.3	17331.4	18458.4	17517.7	15701.1	18142.9
Q9H9F9	Q9H9F9	ARP5_HUMAN	ACTR5	Actin-related protein 5	3329.5	3010.96	3448.24	3639.55	2645.8	3294.42	4248.45	3770.03	3832.8	6382.52	6304.22	5017.65	7383.72	7250.27	7014.66	6308.06	5663.08	7150.68
Q9H9G7	Q9H9G7	AGO3_HUMAN	AGO3	Protein argonaute-3	4536.76	4021.63	4052.27	5331.92	5675.54	4177.79	4796.59	4347.08	4995.98	3714.3	4370.75	4282.35	3627.32	4336.99	4132.41	3734.33	3891.42	3436.99
Q9H9H4	Q9H9H4	VP37B_HUMAN	VPS37B	Vacuolar protein sorting-associated protein 37B	4931.87	5228.66	6081.81	6076.54	9003.08	5973.62	14885.7	10119.6	9345.44	7573.27	9211.95	6406.59	7462.97	10458.1	7618.84	8137.78	7662.7	7676.74
Q9H9J2	Q9H9J2	RM44_HUMAN	MRPL44	39S ribosomal protein L44, mitochondrial	20669	17154.2	16167	18227.5	16237.1	20669.4	19208.6	20335.2	20183.2	16913.5	21547.6	25960.4	21269.4	21521.8	15578	21963.6	25266.4	22182.3
Q9H9J4	Q9H9J4	UBP42_HUMAN	USP42	Ubiquitin carboxyl-terminal hydrolase 42	794.501			702.178		808.481	1116.19	1885.14				1302.84					480.421	985.749
Q9H9L4	Q9H9L4	KANL2_HUMAN	KANSL2	KAT8 regulatory NSL complex subunit 2	2906.8	2914.81	3084.49		2555.29		1374.44		4136.76		2528.89	4606.69	2341.97	1660.24	2564.35	1921.54	3434.66	3115.14
Q9H9P8	Q9H9P8	L2HDH_HUMAN	L2HGDH	L-2-hydroxyglutarate dehydrogenase, mitochondrial	6303.4	6191.52	5445.17	7327.79	5685.86	7217.8	6933.85	5617.5	7019.61	13776.3	13418.2	5556.59	12638.1	13270.5	13659.2	12440.7	11359.7	13420.1
Q9H9Q2	Q9H9Q2	CSN7B_HUMAN	COPS7B	COP9 signalosome complex subunit 7b	44251.2	39436.6	37305.1	39494	34478.6	40733.2	33202.8	29676.5	26936.1	32085.5	31795.9	42343.1	27582.3	37805.7	32672.4	35325.7	34424.3	35998.7
Q9H9Q4	Q9H9Q4	NHEJ1_HUMAN	NHEJ1	Non-homologous end-joining factor 1	6587.76	8437.98	6930.5	6916.07	9882.31	6899.85	7095.29	5529.78	5249.86	9244.6	9223.39	8402.19	8527.95	9495.48	8928.67	8472.87	9518.43	7618.98
Q9H9R9	Q9H9R9	DBND1_HUMAN	DBNDD1	Dysbindin domain-containing protein 1							8435.18	15209.7	10679.1									
Q9H9S3	Q9H9S3	S61A2_HUMAN	SEC61A2	Protein transport protein Sec61 subunit alpha isoform 2	5408.79	5605.75	5483.56	5546.4	5618.52	5317.78	5275.87	5332.2	3659.22			4233.92						
Q9H9S4	Q9H9S4	CB39L_HUMAN	CAB39L	Calcium-binding protein 39-like	6215.06	6193.46	5754.17	6613.9	5513.9	7179.41	5690.07	5293.52	5839.24	3375.56	2214.85	6140.18	3074.46	3131.84	2781.27	2072.16	2738.34	2223.34
Q9H9S5	Q9H9S5	FKRP_HUMAN	FKRP	Ribitol 5-phosphate transferase FKRP	5599.52	4717.38	4809.23	4569.99	5699.36	4048.16	4430.16	5480.82	5552.08	2456.04		3345.05		4371.64				3367.59
Q9H9T3	Q9H9T3	ELP3_HUMAN	ELP3	Elongator complex protein 3	33650	33772.4	30289.1	32568	26741.8	32020.8	25468.2	23858.5	25007.1	21503.7	20431.6	31398.9	21633	22575.3	18004.9	21987.3	22527.7	21502.2
Q9H9Y2	Q9H9Y2	RPF1_HUMAN	RPF1	Ribosome production factor 1	12341	15767.2	14875.1	11711	14356.8	12101.2	13922.8	14976.4	13260.3	11155.8	11932.5	14568.7	14600.5	9254.68	8957.16	12853.1	11478.8	11292.2
Q9H9Y4	Q9H9Y4	GPN2_HUMAN	GPN2	GPN-loop GTPase 2	2526.56	4276.88	3249.48		3058.98	3008.41	3758.35	3950.5	3370.55			2292.03						
Q9H9Y6	Q9H9Y6	RPA2_HUMAN	POLR1B	DNA-directed RNA polymerase I subunit RPA2	10479.5	9777.17	9447.17	10750.8	10275.4	10735.1	10542.6	10292.9	10700.7	7699.09	7115.32	12281.4	5840.65	7409.17	7050.12	8514.2	8050.55	8560.8
Q9HA64	Q9HA64	KT3K_HUMAN	FN3KRP	Ketosamine-3-kinase	22093.7	24586.7	20926.8	20068.8	21277.2	21879.1	31347.3	28709	28219.1	19916	20903.9	20029.7	20720.5	20264.1	20487.9	19923.7	21323.3	20298.5
Q9HA65	Q9HA65	TBC17_HUMAN	TBC1D17	TBC1 domain family member 17	25806.2	22294.7	23249.8	27100.8	25727.3	25089.9	20002.7	18635.6	19155.7	15237	13894.2	16055.9	13151.5	14410.4	15608	10300.6	11378.2	13449.1
Q9HA77	Q9HA77	SYCM_HUMAN	CARS2	Probable cysteine--tRNA ligase, mitochondrial	13388.5	12406.6	12311.8	14579.6	13034.3	14401.1	14528.3	12112.3	13064.8	16512.6	17158.9	14534.8	17030.2	14785	16655.6	20061.1	17150.1	18116.4
Q9HA82	Q9HA82	CERS4_HUMAN	CERS4	Ceramide synthase 4	11612.7	7771.81	12626.5	12940	10441.6	10296.1	10370.4	9909.93	7546.36	15867.1	16521.7		13369.3	14901.6	13633	14072.9	12398.1	13571
Q9HAB3	Q9HAB3	S52A2_HUMAN	SLC52A2	Solute carrier family 52, riboflavin transporter, member 2	11714.2	9511.02	14618	18016.2	15606.5	15290	10479.7	13883.3	17252.2	19724.2	14877.4	8723.68	15735.9	12410.1	13597.8	7770.33	15875.8	12834.7
Q9HAB8	Q9HAB8	PPCS_HUMAN	PPCS	Phosphopantothenate--cysteine ligase	16014.5	16715.6	18402.1	16745.1	19216.5	17321.3	18421.1	16510.8	17286.7	42031.4	36518.9	14973.3	33906.7	38979.3	41528.8	31773.7	33506.6	30869.6
Q9HAC7	Q9HAC7	SUCHY_HUMAN	SUGCT	Succinate--hydroxymethylglutarate CoA-transferase	2066.86	3679.17	3559.63	2293.12	3845.47	3060.12	2486.6		3542.67			1616.9						
Q9HAC8	Q9HAC8;Q8WUN7	UBTD1_HUMAN	UBTD1	Ubiquitin domain-containing protein 1	9954.12	10693.4	10311.2	10452.5	10440.1	9680.72	9934.18	13862.6	11326.9			9204.15						
