Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-99_3909.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-100_3911.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-101_3913.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-102_3915.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-103_3917.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-104_3919.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-198_3921.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-199_3923.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-200_3925.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-201_3927.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-202_3929.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-203_3931.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-204_3935.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-205_3937.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-206_3939.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-207_3941.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-208_3943.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-209_3945.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-26_3890.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-27_3891.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-28_3892.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-29_3894.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-30_3895.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-31_3896.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-32_3898.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-33_3899.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-34_3900.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-35_3902.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-36_3903.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-37_3905.d
Q9NZJ7	Q9NZJ7	MTCH1_HUMAN	MTCH1	Mitochondrial carrier homolog 1				365.905		234.523	321.845	289.933	1293.95	333.767	347.489			574.098		244.77		303.559	310.202		219.96	278.798	298.652	574.647	212.252		393.037	492.052	440.572	
Q9NZJ9	A0A024RBG1;Q9NZJ9	NUDT4_HUMAN	NUDT4	Diphosphoinositol polyphosphate phosphohydrolase 2						216.617								168.413										130.684						109.311
Q9NZL4	Q9NZL4	HPBP1_HUMAN	HSPBP1	Hsp70-binding protein 1			594.324			166.999		195.324								280.372					89.6616		222.183	561.841				608.771		
Q9NZL9	Q9NZL9	MAT2B_HUMAN	MAT2B	Methionine adenosyltransferase 2 subunit beta		641.832	980.017			493.613	718.615	472.276	137.129	159.149	317.176	502.991	425.732	870.504		371.357					109.53	903.055	578.695	467.307	458.071	196.157	721.937	879.728	318.843	667.314
Q9NZM1	Q9NZM1	MYOF_HUMAN	MYOF	Myoferlin	973.315	1629.84	1221.21	763.609	1124.12	1036.55	809.467	1339.31	1325.91	1207.62	963.343	1190.81	1011.15	728.572	835.096	905.242	441.394	1172.51	859.061	1402.11	1131.58	736.212	1024.48	866.014	1273.77	1358.42	822.845	1324.94	1439.44	729.884
Q9NZN4	Q9NZN4	EHD2_HUMAN	EHD2	EH domain-containing protein 2		632.06	774.291	230.913	104.248	664.748	611.122	946.398	594.943		620.484	494.303	413.104	686.383		670.682	540.022		195.094		538.155	269.946	521.512	785.872	863.969	421.753	979.674	1043.93	541.944	83.1301
Q9NZN5	Q9NZN5	ARHGC_HUMAN	ARHGEF12	Rho guanine nucleotide exchange factor 12																														144.274
Q9NZT1	Q9NZT1	CALL5_HUMAN	CALML5	Calmodulin-like protein 5	3901.52	2151.24	2434.82	2865.36	3345.48	1789.03	2384.82	1343.56	2843.54	2342.36	1499.75	2466.87	2227.97	3018.11	4293.53	2563.91	5174.16	3540.64	2548.53	3761.94	1753.32	2507.27	1880.31	1985.42	1337.42	2247.12	2367.88	2106.94	1403.02	1500.39
Q9NZT2	Q9NZT2	OGFR_HUMAN	OGFR	Opioid growth factor receptor		298.702				143.857		91.94	212.095		177.725	108.278							83.2173		168.59	326.192	190.355	205.319	31.5992	373.245	205.979		139.321	39.1746
Q9NZU5	Q9NZU5	LMCD1_HUMAN	LMCD1	LIM and cysteine-rich domains protein 1		1108.26	581.35	236.118	942.643		536.758	354.848		233.614	815.879	689.356	930.955	188.612		982.794					337.217	764.534	407.664	602.833	493.669			257.445	1213.71	586.691
Q9NZW5	Q14168;Q9NZW5	PALS2_HUMAN	PALS2	Protein PALS2					397.819									67.104									201.427		186.617	254.143			136.631	633.755
Q9P013	Q9P013	CWC15_HUMAN	CWC15	Spliceosome-associated protein CWC15 homolog							248.616		493.429			184.241																	240.743	
Q9P015	Q9P015	RM15_HUMAN	MRPL15	"39S ribosomal protein L15, mitochondrial"				132.212		134.172	114.209	107.516	316.238	229.398	171.975	218.448	227.195	218.763				232.197				285.34	241.528		145.483			154.177	155.76	193.053
Q9P016	Q9P016	THYN1_HUMAN	THYN1	Thymocyte nuclear protein 1			127.481				378.16		123.991		103.58	141.216		112.106					447.121					113.859	204.62		272.493	278.762		295.431
Q9P0I2	Q9P0I2	EMC3_HUMAN	EMC3	ER membrane protein complex subunit 3			97.6059									136.768		101.023		155.005														
Q9P0J0	Q9P0J0	NDUAD_HUMAN	NDUFA13	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13		61.7722	74.9308	298.446		379.276	186.699	315.81	485.432	328.193	322.28	365.059		400.48		230.825		527.447	313.71		102.833	340.206	300.811	203.911	257.353	757.642		366.172	307.343	306.101
Q9P0J1	Q9P0J1	PDP1_HUMAN	PDP1	"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial"			309.961				379.083		391.512	568.474						459.019		398.612	444.709	193.315		458.684			344.274	461.557	324.993		139.675	216.822
Q9P0K7	Q9P0K7	RAI14_HUMAN	RAI14	Ankycorbin		516.563	207.567	354.413	697.764	351.778	389.374	286.922	381.712		334.559	404.609	288.213	396.058	293.72	389.047		226.862	249.646	339.624	251.029	301.332	356.378	236.858	339.1	398.946	470.733	601.021	358.39	196.852
Q9P0L0	Q9P0L0	VAPA_HUMAN	VAPA	Vesicle-associated membrane protein-associated protein A		625.647	981.989	904.253	731.785	689.502	578.841	1132.91	1479.65	1662.77	850.985	784.982	1116.86	692.658	1387.58	1047.81	1525.01	894.197	836.34	669.823	605.754	729.912	449.309	682.956	964.303	1107.01	515.176	848.569	670.697	921.387
Q9P0M6	Q9P0M6	H2AW_HUMAN	MACROH2A2	Core histone macro-H2A.2			354.919			303.925	454.774		595.466	535.12	493.971	412.625	99.0943	182.494		721.494		698.138	499.999	453.653		378.334		460.341	421.159	317.878	380.538	250.246	491.131	266.279
Q9P0M9	Q9P0M9	RM27_HUMAN	MRPL27	"39S ribosomal protein L27, mitochondrial"							410.835	190.737				76.3792	194.526			183.322							184.382		124.534			283.063	168.276	
Q9P0P0	Q9P0P0	RN181_HUMAN	RNF181	E3 ubiquitin-protein ligase RNF181			325.341								97.2185																			119.44
Q9P0V3	Q9P0V3	SH3B4_HUMAN	SH3BP4	SH3 domain-binding protein 4					508.641	352.501	118.517	218.505					523.637									692.478			163.64				90.0857	389.571
Q9P121	Q9P121	NTRI_HUMAN	NTM	Neurotrimin		126.639	111.476		164.901		410.124	239.354			118.882			362.009									245.091	156.774	144.787				192.871	
Q9P1Z2	Q9P1Z2	CACO1_HUMAN	CALCOCO1	Calcium-binding and coiled-coil domain-containing protein 1																														225.616
Q9P253	Q9P253	VPS18_HUMAN	VPS18	Vacuolar protein sorting-associated protein 18 homolog		170.508					335.798	390.534		197.777	152.859			80.0788		140.328						105.461	232.025					239.454		
Q9P258	Q9P258	RCC2_HUMAN	RCC2	Protein RCC2	368.847		339.744	819.172		185.34	794.371	150.91	769.878		208.181	1251.88	377.732	339.909	222.217	393.598			167.524		80.5479	319.295	212.907	202.775	430.809		276.715	329.119	257.518	189.898
Q9P265	Q9P265	DIP2B_HUMAN	DIP2B	Disco-interacting protein 2 homolog B						131.908	234.417	220.106			234.647		212.512	255.694								191.54	322.517	188.459	168.157		147.312	413.17		155.326
Q9P2B4	Q9P2B4	CT2NL_HUMAN	CTTNBP2NL	CTTNBP2 N-terminal-like protein		255.63	182.722			121.291		128.467			246.084		143.612	341.703		60.0495					376.904				155.164		117.369	153.964	335.716	174.856
Q9P2E5	Q9P2E5	CHPF2_HUMAN	CHPF2	Chondroitin sulfate glucuronyltransferase			111.678																						173.951					
Q9P2E9	Q9P2E9	RRBP1_HUMAN	RRBP1	Ribosome-binding protein 1	455.136	983.531	1425.79	1367.66	1445.85	2699.72	1583.37	1705.63	1758.21	929.682	1598.38	1193.22	851.495	1074.29	2431.39	1343.36	747.657	1482.45	874.157	1066.17	1297.24	684.164	1426.8	1293.49	1749.5	2231.83	1026.53	1193.07	1662.91	581.664
Q9P2J5	Q9P2J5	SYLC_HUMAN	LARS1	"Leucine--tRNA ligase, cytoplasmic"	390.312	370.325	577.444	379.428	562.165	383.392	582.68	705.378	199.099	236.821	751.082	673.559	835.416	857.633	306.247	748.949	234.624	781.811	635.006	355.362	566.328	409.544	713.108	739.651	584.05	373.852	816.933	427.032	658.804	808.478
Q9P2K3	Q9UKL0;Q9P2K3	RCOR3_HUMAN	RCOR3	REST corepressor 3				99.3054			149.969			384.924			193.491					58.303		124.383									196.736	
Q9P2K5	Q9P2K5	MYEF2_HUMAN	MYEF2	Myelin expression factor 2			210.733	115.028		116.477	489.084		221.912	494.897	274.696		286.214	128.001		179.378		234.437	857.257	347.979		330.226	204.321	197.943	167.214	189.423	475.35	346.138	337.987	671.728
Q9P2K8	Q9P2K8	E2AK4_HUMAN	EIF2AK4	eIF-2-alpha kinase GCN2			92.0219				64.8064				238.675	222.76		131.557		183.223				172.615					46.147		362.862	93.0189		274.61
Q9P2R3	Q9P2R3	ANFY1_HUMAN	ANKFY1	Rabankyrin-5																			182.931						109.38				250.982	
Q9P2R7	Q9P2R7	SUCB1_HUMAN	SUCLA2	"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial"		212.218	400.367	328.144		115.231	679.652	279.818	357.557	535.286	336.118		370.505	401.377		285.582		455.051	414.157	549.29	280.399	307.052	602.151	410.689	390.69	406.253	499.82	507.918	403.573	313.545
Q9P2T1	Q9P2T1	GMPR2_HUMAN	GMPR2	GMP reductase 2									215.846			146.659		241.808		202.813			319.785					174.529				65.9012		
Q9UBB4	Q9UBB4	ATX10_HUMAN	ATXN10	Ataxin-10						161.447								218.836														148.166	33.69	108.827
Q9UBC2	Q9UBC2	EP15R_HUMAN	EPS15L1	Epidermal growth factor receptor substrate 15-like 1			146.462			227.69	140.574	186.083			94.7267	98.5648	332.1			131.547								221.158	104.282			136.553	111.909	
Q9UBE0	Q9UBE0	SAE1_HUMAN	SAE1	SUMO-activating enzyme subunit 1			194.024			271.368	438.95	291.095	284.064		257.434	422.649	366.858	237.756	467.061	278.673						355.971	415.081	278.906	217.529		419.991	632.168	429.219	275.689
Q9UBF2	Q9UBF2	COPG2_HUMAN	COPG2	Coatomer subunit gamma-2			280.798			328.305	198.898	74.2904	198.691		218.368	192.643	324.266	102.29	202.31	225.402					439.449	148.465	343.867	235.471	187.541		256.213	194.17	69.5658	427.682
Q9UBG0	Q9UBG0	MRC2_HUMAN	MRC2	C-type mannose receptor 2		427.45	360.789	638.52	835.09	882.725	1269.87	485.71	1020.72	667.325	608.632	770.454	331.668	634.369		821.482		740.723	547.37	413.195	448.526	588.03	543.854	572.607	445.256	933.922	361.738	753.648	734.086	621.766
Q9UBI6	Q9UBI6	GBG12_HUMAN	GNG12	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12		1631.12	682.828	999.787	1338.53	328.566	767.63	1098.83	737.627	768.725	578.766	565.173	606.243	313.902		462.991	594.063	437.141	813.445	954.307	509.99	622.375	866.901	381.131	1006.11	620.683	972.79	551.009	550.079	789.949
Q9UBM7	Q9UBM7	DHCR7_HUMAN	DHCR7	7-dehydrocholesterol reductase					694.87	387.648	899.266	408.565	660.531	445.332	697.633	400.45	589.258	416.89	915.968	559.687	1227.55	420.68	573.206	788.947	555.504	288.932	469.27	429.453	577.556	1082.29	243.009	546.464	368.367	684.456
Q9UBQ0	Q9UBQ0	VPS29_HUMAN	VPS29	Vacuolar protein sorting-associated protein 29	540.711	521.444	587.246	249.782		324.563	500.611	626.586	220.747	197.381	645.163	569.655	704.323	579.86		552.369		435.042			698.792	412.908	517.36	736.466	548.473		641.974	455.639	683.481	627.492
Q9UBQ5	Q9UBQ5	EIF3K_HUMAN	EIF3K	Eukaryotic translation initiation factor 3 subunit K							215.973				137.93	254.051	589.553	457.484		215.56														
Q9UBQ7	Q9UBQ7	GRHPR_HUMAN	GRHPR	Glyoxylate reductase/hydroxypyruvate reductase		499.746	527.443	352.239	152.173	306.072	231.176	432.429		249.355	499.005		523.55	741.72		375.015			390.85	783.63	319.299	184.314	231.888	256.685	170.564		334.727	508.65	348.108	353.352
Q9UBR2	Q9UBR2	CATZ_HUMAN	CTSZ	Cathepsin Z			207.47	656.415	725.178	340.549	518.846	125.075	448.174	386.235	279.668	236.39	611.368	558.615		661.116		605.017	1213.83	97.3777		395.43		742.677	448.362	535.196	291.574	361.558	420.469	260.881
Q9UBS4	Q9UBS4	DJB11_HUMAN	DNAJB11	DnaJ homolog subfamily B member 11		196.008	174.735	110.284	404.258	364.268	311.084	287.091	595.431	564.543	232.35	243.896	531.903	334.813		537.9	318.187		276.343		102.913	506.914	156.938	354.892	396.461	254.331	477.473	513.411	507.29	458.476
Q9UBT2	Q9UBT2	SAE2_HUMAN	UBA2	SUMO-activating enzyme subunit 2	263.701	166.278	556.905		167.789	470.254	470.1	588.916	581.129		539.76	651.421	370.629	633.039	1018.75	430.136		519.342	227.633		138.155	504.371	511.354	637.536	379.863		562.223	438.499	519.829	668.866
Q9UBU9	Q9UBU9	NXF1_HUMAN	NXF1	Nuclear RNA export factor 1			24.5233			162.759		94.5824						127.47		142.745							146.294		148.742		428.521			212.012
Q9UBV8	Q9UBV8	PEF1_HUMAN	PEF1	Peflin																														198.743
Q9UBX3	Q9UBX3	DIC_HUMAN	SLC25A10	Mitochondrial dicarboxylate carrier				248.635									495.978	126.387																
Q9UBY8	Q9UBY8	CLN8_HUMAN	CLN8	Protein CLN8			252.617																	374.882					256.907			403.021		
Q9UDR5	Q9UDR5	AASS_HUMAN	AASS	"Alpha-aminoadipic semialdehyde synthase, mitochondrial"						124.09	277.226	272.992	519.128	278.535	238.946		218.793			119.683		271.785			77.4261	240.97	82.5757		317.31	363.291	472.284	312.895	1000.08	187.704
Q9UDT6	Q9UDT6	CLIP2_HUMAN	CLIP2	CAP-Gly domain-containing linker protein 2			286.636			210.149					136.691	220.709	247.862	136.738		134.632			322.696								338.324	190.909		125.885
Q9UDW1	Q9UDW1	QCR9_HUMAN	UQCR10	Cytochrome b-c1 complex subunit 9		339.57				483.472		356.289	101.607			377.061		148.26					420.772		173.046	121.933			255.975				197.157	139.416
Q9UDY2	Q9UDY2	ZO2_HUMAN	TJP2	Tight junction protein ZO-2		1848.82		169.932			1170.01	146.957								340.509							1129.08		371.611					1040.56
Q9UDY4	Q9UDY4	DNJB4_HUMAN	DNAJB4	DnaJ homolog subfamily B member 4		456.317	261.552			419.304	482.361	317.502	220.343		134.645					48.2389					784.763		489.544	252.743					72.0113	
Q9UDY8	Q9UDY8	MALT1_HUMAN	MALT1	Mucosa-associated lymphoid tissue lymphoma translocation protein 1													297.126								61.7644									190.672
Q9UEE9	Q9UEE9	CFDP1_HUMAN	CFDP1	Craniofacial development protein 1			223.42			152.055					244.394		221.612		236.549				160.249				255.037	137.124				108.512	102.66	130.967
Q9UEY8	Q9UEY8	ADDG_HUMAN	ADD3	Gamma-adducin								967.539					230.078			518.201			184.32		150.252	209.962	92.3942	484.143	144.391	154.496				
Q9UFN0	Q9UFN0	NPS3A_HUMAN	NIPSNAP3A	Protein NipSnap homolog 3A										228.432									195.621		204.467					193.676				
Q9UG63	Q9UG63	ABCF2_HUMAN	ABCF2	ATP-binding cassette sub-family F member 2			426.636	192.306		378.767		403.218			270.714	180.468	410.378	325.18		252.531			181.891		297.25		193.276		243.18		121.667	270.616		235.755
Q9UGI8	Q9UGI8	TES_HUMAN	TES	Testin		407.468			392.921	84.5122	407.418	583.605		171.81	484.131	478.875	671.998	372.814		483.692					881.456	551.186	715.519	690.572	568.669	386.839	595.117	406.227	755.381	497.145
Q9UGP8	Q9UGP8	SEC63_HUMAN	SEC63	Translocation protein SEC63 homolog			351.728			78.1067	236.336	181.904			202.829					259.095					113.911	104.362	256.366	222.377	199.88	381.978	217.805	123.367		152.067
Q9UGV2	Q9UGV2	NDRG3_HUMAN	NDRG3	Protein NDRG3			329.485					166.172			200.528						362.101													226.46
Q9UH65	Q9UH65	SWP70_HUMAN	SWAP70	Switch-associated protein 70		178.003				329.799		57.6992			182.081	179.745	110.952	330.337		218.192					156.663	128.281	126.87	351.704			261.308		260.651	175.426
Q9UHB6	Q9UHB6	LIMA1_HUMAN	LIMA1	LIM domain and actin-binding protein 1	490.153	1913.59	808.591	554.926	2189.81	603.596	803.154	548.871	416.375	1501.69	442.296	830.025	435.654	481.87	349.309	508.328		487.539	1082.07	763.56	688.62	1215.41	739.748	353.089	643.875	674.688	724.35	637.17	601.994	1168.43
Q9UHB9	Q9UHB9	SRP68_HUMAN	SRP68	Signal recognition particle subunit SRP68		484.806	401.88	374.078		373.671	258.071	192.553	248.666		358.612	497.818	552.392	250.339		367.68	638.626		79.0573		388.323	435.877	271.477	383.326	342.085		383.424	423.029	285.554	450.978
Q9UHD1	Q9UHD1	CHRD1_HUMAN	CHORDC1	Cysteine and histidine-rich domain-containing protein 1			59.856			311.177					149.354			256.885		144.131					78.1871	220.529	113.463	108.04				117.011		221.144
Q9UHD8	Q9UHD8	SEPT9_HUMAN	SEPTIN9	Septin-9	540.975	1407.1	1333.34	1294.19	409.552	1079.03	1669.45	1154.35	456.263		1497.79	819.23	1591.26	1476.44	704.535	856.609	679.231		1363.3	3647.83	1042.96	1016.54	1043.07	1420.4	1085.74	241.807	1427.35	1430.23	951.295	1284.1
Q9UHD9	Q9UHD9	UBQL2_HUMAN	UBQLN2	Ubiquilin-2						129.97					125.828																			
Q9UHG3	Q9UHG3	PCYOX_HUMAN	PCYOX1	Prenylcysteine oxidase 1		649.179	531.432	271.587	662.091	489.343	397.784	178.243	511.49	345.043	523.389	531.855	439.655	350.522	660.37	236.664	480.077	455.732	670.046	295.195	453.308	569.231	342.616	233.561	221.375	641.857		558.058	497.143	221.629
Q9UHI6	Q9UHI6	DDX20_HUMAN	DDX20	Probable ATP-dependent RNA helicase DDX20		187.315	374.924			114.44		127.232		193.652		186.907				167.309							217.045	372.119						
Q9UHL4	Q9UHL4	DPP2_HUMAN	DPP7	Dipeptidyl peptidase 2				30.1977	360.1				702.245	215.888					242.159			124.403		305.453		664.923				250.107	266.069			
Q9UHQ4	Q9UHQ4	BAP29_HUMAN	BCAP29	B-cell receptor-associated protein 29							291.057												282.539	330.55	86.8444				64.3981					
Q9UHQ9	Q9UHQ9	NB5R1_HUMAN	CYB5R1	NADH-cytochrome b5 reductase 1		314.737				358.19	609.842	212.116	218.291	349.378	146.737	197.787		352.114		267.956	410.493	447.633	110.086	224.381	123.161	132.551	171.804		281.52	462.442	94.5045		357.425	
Q9UHR5	Q9UHR5	S30BP_HUMAN	SAP30BP	SAP30-binding protein						156.043		128.989			69.4468											158.414	254.841	126.616	137.163		142.22	57.6243	130.735	95.2777
Q9UHV9	Q9UHV9	PFD2_HUMAN	PFDN2	Prefoldin subunit 2	907.289	512.714	666.521			578.871	527.32	799.22	218.544	53.7668	558.644	546.589	797.279	995.951		387.312	284.07		640.464		439.864	1140.69	945.416	1093.48	503.252		589.784	559.038	818.51	968.944
Q9UHX1	Q9UHX1	PUF60_HUMAN	PUF60	Poly(U)-binding-splicing factor PUF60			417.958			67.5412	306.669	181.555	512.962		271.631	299.628	466.832	98.38	440.254	475.214		267.755	373.553		125.054	161.588	264.062	504.656	309.731		384.867	266.865	233.581	500.128
Q9UHY1	Q9UHY1	NRBP_HUMAN	NRBP1	Nuclear receptor-binding protein			245.435			259.843	249.828				153.861		129.456								102.245									402.583
Q9UHY7	Q9UHY7	ENOPH_HUMAN	ENOPH1	Enolase-phosphatase E1			288.429			242.127					489.644	320.677	291.999	50.6219		215.464	444.307		286.438		215.488	310.18	371.352	305.022			312.391	341.479	180.714	308.954
Q9UI09	Q9UI09	NDUAC_HUMAN	NDUFA12	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12			160.691	415.383		103.148		27.6313														98.5324			125.666				136.899	42.3214
Q9UI10	Q9UI10	EI2BD_HUMAN	EIF2B4	Translation initiation factor eIF-2B subunit delta		183.99	306.421	178.901		147.234	300.962	233.606		45.8247	119.816					563.646			415.193		108.017		547.608		167.222			298.423	193.534	333.107
Q9UI12	Q9UI12	VATH_HUMAN	ATP6V1H	V-type proton ATPase subunit H			86.1716			140.928					177.884	375.446	180.613	198.027		398.896			168.087			167.892	168.347		212.662		582.806		175.715	93.7735
Q9UI30	Q9UI30	TR112_HUMAN	TRMT112	Multifunctional methyltransferase subunit TRM112-like protein			207.673																								175.524			
Q9UI42	Q9UI42	CBPA4_HUMAN	CPA4	Carboxypeptidase A4			120.91	631.498	655.961	256.417	353.277	326.595	218.601	262.046	68.2317	320.717		36.7399	974.359	421.062	261.969	633.341		394.435	204.207		358.186	199.34	179.182		324.456	187.046		
Q9UIA9	Q9UIA9	XPO7_HUMAN	XPO7	Exportin-7	180.764					326.36					138.842	390.357						273.102									285.992			
Q9UIC8	Q9UIC8	LCMT1_HUMAN	LCMT1	Leucine carboxyl methyltransferase 1			332.038				424.769		314.738				532.863			147.066			369.069		218.955	336.552	252.271	66.7092	901.147				102.844	260.046
Q9UII2	Q9UII2	ATIF1_HUMAN	ATP5IF1	"ATPase inhibitor, mitochondrial"		316.648	481.38	331.934		332.862	849.919	644.197	464.525	702.081	490.535	330.34	301.505	477.515		604.951		941.549	599.88	884.859	669.666	716.626	770.717	411.961	757.947	1086.25	774.776	898.408	651.82	186.01
Q9UIJ7	Q9UIJ7	KAD3_HUMAN	AK3	"GTP:AMP phosphotransferase AK3, mitochondrial"		604.647	263.559	400.044		457.575	1035.02	442.206	711.617	1721.58	470.782	1723.16	800.77	549.336		855.311		542.218	524.098	244.748	365.559	525.066	454.417	266.474	537.25	604.607	365.461	375.297	768.02	680.376
Q9UIQ6	Q9UIQ6	LCAP_HUMAN	LNPEP	Leucyl-cystinyl aminopeptidase		152.612	368.084	338.705		109.31				175.341	109.551		546.255	459.299					684.613		241.037	344.027		328.811	158.284		300.894	101.334		
Q9UIW2	Q9UIW2	PLXA1_HUMAN	PLXNA1	Plexin-A1	2165.88		720.006		172.159	390.023	747.669		1340.36	886.631	545.237			736.781	2217.82	467.746		1439.33	765.295				943.555		405.812					
Q9UJ41	Q9UJ41	RABX5_HUMAN	RABGEF1	Rab5 GDP/GTP exchange factor	730.644					122.473								202.41											68.813					
Q9UJ70	Q9UJ70	NAGK_HUMAN	NAGK	N-acetyl-D-glucosamine kinase	4176.75	5214.74	3981.57	3869.02	1597.41	3169.96	4775.71	3780.66	2264.47	1853.5	4836.39	4713.62	2926.05	4521.03	3117.57	4883.89	2684.93	2740.69	2647.82	2027.04	3514.24	3924.86	3700.72	2908.39	3142.53	1689.56	3801.53	5852.48	4582.73	2831.48
Q9UJS0	Q9UJS0	CMC2_HUMAN	SLC25A13	Calcium-binding mitochondrial carrier protein Aralar2		131.428	371.605	392.755		324.61	350.196	308.95	478.428	596.384	679.411	443.175	343.38	275.687		364.027	227.95	334.703	650.358	344.842	228.44	662.491	270.416	267.009	626.724	556.815	474.709	377.694	368.594	334.484
Q9UJU6	Q9UJU6	DBNL_HUMAN	DBNL	Drebrin-like protein		442.818	505.616			253.235	314.387	573.939			596.515	524.347	424.047	767.092	271.771	531.309	981.211		324.42		554.206	1017.76	318.695	388.152	329.889	209.733	450.84	361.196	600.489	440.927
Q9UJW0	Q9UJW0	DCTN4_HUMAN	DCTN4	Dynactin subunit 4	276.281		215.243	263.009	190.416	193.218				334.511	170.678			419.157		222.055			382.893		288.481	77.1285	267.999	246.08	60.348			337.122	320.805	474.508
Q9UJX2	Q9UJX2	CDC23_HUMAN	CDC23	Cell division cycle protein 23 homolog																					82.314		110.069		204.613		145.391	78.7855		
Q9UJZ1	Q9UJZ1	STML2_HUMAN	STOML2	"Stomatin-like protein 2, mitochondrial"		380.615	453.741	401.136		665.607	803.311	575.14	946.941	885.571	829.246	525.86	387.296	592.401		677.233		1084.4	843.516	742.156	290.246	432.416	427.133	610.322	904.602	830.357	516.731	661.683	220.487	483.852
Q9UK76	Q9UK76	JUPI1_HUMAN	JPT1	Jupiter microtubule associated homolog 1		648.345	1052.57	175.794	164.02	887.129	219.498	268.925		47.5213	371.416	879.653	326.467	522.621		532.257			259.475	308.539	429.502	510.777	394.726	365.343	158.662		889.212	255.741	733.994	848.139
